area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	78:SCOTT WIENER	77:ERIN SMITH	79:JACKIE FIELDER
PCT7506	ED	158	206	0	0	26	180	0	101	7	72
PCT7506	TO	1000	571	0	0	67	504	0	287	50	167
PCT7507	MV	694	291	0	1	24	266	0	147	26	93
PCT7507	ED	262	156	0	0	16	140	0	72	11	57
PCT7507	TO	956	447	0	1	40	406	0	219	37	150
PCT7508	MV	618	375	0	0	27	348	0	215	39	94
PCT7508	ED	126	131	0	0	20	111	0	63	6	42
PCT7508	TO	744	506	0	0	47	459	0	278	45	136
PCT7509	MV	756	399	0	0	30	369	0	226	38	105
PCT7509	ED	173	184	0	0	17	167	0	106	12	49
PCT7509	TO	929	583	0	0	47	536	0	332	50	154
PCT7512	MV	476	248	0	0	16	232	0	127	49	56
PCT7512	ED	124	120	0	0	16	104	0	61	13	30
PCT7512	TO	600	368	0	0	32	336	0	188	62	86
PCT7513	MV	575	248	0	1	22	225	0	113	34	78
PCT7513	ED	231	159	0	0	26	133	0	69	6	58
PCT7513	TO	806	407	0	1	48	358	0	182	40	136
PCT7514	MV	709	242	0	0	27	215	0	132	30	53
PCT7514	ED	207	100	0	0	12	88	0	56	7	25
PCT7514	TO	916	342	0	0	39	303	0	188	37	78
PCT7515	MV	664	323	0	2	30	291	0	172	26	93
PCT7515	ED	200	131	0	0	21	110	0	69	5	36
PCT7515	TO	864	454	0	2	51	401	0	241	31	129
PCT7516	MV	773	424	0	0	36	388	0	254	36	98
PCT7516	ED	147	152	0	0	18	134	0	96	8	30
PCT7516	TO	920	576	0	0	54	522	0	350	44	128
PCT7517	MV	645	362	0	0	40	322	0	175	11	136
PCT7517	ED	223	266	0	0	34	232	0	112	7	113
PCT7517	TO	868	628	0	0	74	554	0	287	18	249
PCT7518	MV	708	396	0	0	39	357	0	207	18	132
PCT7518	ED	218	273	0	0	24	249	0	118	7	124
PCT7518	TO	926	669	0	0	63	606	0	325	25	256
PCT7519	MV	543	261	0	0	21	240	0	138	13	89
PCT7519	ED	172	194	0	0	23	171	0	91	6	74
PCT7519	TO	715	455	0	0	44	411	0	229	19	163
PCT7521	MV	597	323	0	1	23	299	0	162	9	128
PCT7521	ED	182	222	0	0	24	198	0	108	10	80
PCT7521	TO	779	545	0	1	47	497	0	270	19	208
PCT7522	MV	588	302	0	0	21	281	0	172	5	104
PCT7522	ED	171	221	0	0	17	204	0	97	9	98
PCT7522	TO	759	523	0	0	38	485	0	269	14	202
PCT7523	MV	564	285	0	0	15	270	0	158	9	103
PCT7523	ED	180	247	0	0	22	225	0	113	8	104
PCT7523	TO	744	532	0	0	37	495	0	271	17	207
PCT7524	MV	481	228	0	0	23	205	0	118	4	83
PCT7524	ED	143	154	0	1	17	136	0	90	4	42
PCT7524	TO	624	382	0	1	40	341	0	208	8	125
PCT7525	MV	594	247	0	0	29	218	0	128	10	80
PCT7525	ED	170	159	0	0	23	136	0	77	3	56
PCT7525	TO	764	406	0	0	52	354	0	205	13	136
PCT7526	MV	825	397	0	0	49	348	0	240	13	95
PCT7526	ED	163	258	0	0	31	227	0	124	16	87
PCT7526	TO	988	655	0	0	80	575	0	364	29	182
PCT7527	MV	538	296	0	2	34	260	0	133	22	105
PCT7527	ED	172	157	0	0	18	139	0	68	15	56
PCT7527	TO	710	453	0	2	52	399	0	201	37	161
PCT7529	MV	749	367	0	0	43	324	0	190	7	127
PCT7529	ED	154	261	0	0	25	236	0	113	10	113
PCT7529	TO	903	628	0	0	68	560	0	303	17	240
PCT7531	MV	714	336	0	0	23	313	0	172	11	130
PCT7531	ED	159	211	0	0	21	190	0	91	4	95
PCT7531	TO	873	547	0	0	44	503	0	263	15	225
PCT7532	MV	668	330	0	0	33	297	0	186	19	92
PCT7532	ED	167	225	0	1	24	200	0	112	17	71
PCT7532	TO	835	555	0	1	57	497	0	298	36	163
PCT7533	MV	777	405	0	1	35	369	0	188	16	165
PCT7533	ED	193	286	0	0	24	262	0	107	10	145
PCT7533	TO	970	691	0	1	59	631	0	295	26	310
PCT7534	MV	670	377	0	0	44	333	0	179	9	145
PCT7534	ED	233	259	0	0	26	233	0	102	8	123
PCT7534	TO	903	636	0	0	70	566	0	281	17	268
PCT7535	MV	606	303	0	1	19	283	0	151	10	122
PCT7535	ED	139	218	0	0	22	196	0	100	7	89
PCT7535	TO	745	521	0	1	41	479	0	251	17	211
PCT7536	MV	670	347	0	0	27	320	0	185	11	124
PCT7536	ED	163	231	0	1	25	205	0	98	10	97
PCT7536	TO	833	578	0	1	52	525	0	283	21	221
PCT7537	MV	619	302	0	0	15	287	0	170	12	105
PCT7537	ED	126	221	0	0	19	202	0	103	9	90
PCT7537	TO	745	523	0	0	34	489	0	273	21	195
PCT7538	MV	562	324	0	1	21	302	0	188	8	106
PCT7538	ED	189	233	0	1	24	208	0	116	1	91
PCT7538	TO	751	557	0	2	45	510	0	304	9	197
PCT7539	MV	696	376	0	0	25	351	0	208	9	134
PCT7539	ED	225	277	0	0	33	244	0	109	7	128
PCT7539	TO	921	653	0	0	58	595	0	317	16	262
PCT7541	MV	601	296	0	0	32	264	0	155	9	100
PCT7541	ED	169	236	0	0	21	215	0	105	6	104
PCT7541	TO	770	532	0	0	53	479	0	260	15	204
PCT7542	MV	632	325	0	0	21	304	0	169	5	130
PCT7542	ED	192	222	0	0	22	200	0	109	5	86
PCT7542	TO	824	547	0	0	43	504	0	278	10	216
PCT7543	MV	694	373	0	0	24	349	0	212	16	121
PCT7543	ED	230	191	0	0	22	169	0	80	4	85
PCT7543	TO	924	564	0	0	46	518	0	292	20	206
PCT7544	MV	731	389	0	1	28	360	0	219	10	131
PCT7544	ED	168	232	0	0	21	211	0	109	11	91
PCT7544	TO	899	621	0	1	49	571	0	328	21	222
PCT7545	MV	723	386	0	1	36	349	0	222	27	100
PCT7545	ED	172	211	0	0	30	181	0	89	9	83
PCT7545	TO	895	597	0	1	66	530	0	311	36	183
PCT7546	MV	770	419	0	0	32	387	0	224	13	150
PCT7546	ED	183	277	0	0	29	248	0	120	14	114
PCT7546	TO	953	696	0	0	61	635	0	344	27	264
PCT7547	MV	799	428	0	1	28	399	0	199	18	182
PCT7547	ED	182	270	0	0	28	242	0	105	12	125
PCT7547	TO	981	698	0	1	56	641	0	304	30	307
PCT7548	MV	803	450	0	1	33	416	0	240	23	153
PCT7548	ED	248	281	0	0	31	250	0	139	6	105
PCT7548	TO	1051	731	0	1	64	666	0	379	29	258
PCT7549	MV	660	359	0	1	29	329	0	188	20	121
PCT7549	ED	146	200	0	0	26	174	0	91	6	77
PCT7549	TO	806	559	0	1	55	503	0	279	26	198
PCT7551	MV	587	304	0	0	20	284	0	155	5	124
PCT7551	ED	136	233	0	0	18	215	0	111	13	91
PCT7551	TO	723	537	0	0	38	499	0	266	18	215
PCT7552	MV	561	289	0	0	33	256	0	175	10	71
PCT7552	ED	124	185	0	0	19	166	0	108	5	53
PCT7552	TO	685	474	0	0	52	422	0	283	15	124
PCT7553	MV	191	96	0	0	10	86	0	59	7	20
PCT7553	ED	0	19	0	0	6	13	0	8	0	5
PCT7553	TO	191	115	0	0	16	99	0	67	7	25
PCT7554	MV	653	382	0	1	29	352	0	235	18	99
PCT7554	ED	168	226	0	0	28	198	0	130	11	57
PCT7554	TO	821	608	0	1	57	550	0	365	29	156
PCT7555	MV	662	418	0	0	56	362	0	250	12	100
PCT7555	ED	210	258	0	0	19	239	0	168	9	62
PCT7555	TO	872	676	0	0	75	601	0	418	21	162
PCT7556	MV	812	514	0	1	41	472	0	340	21	111
PCT7556	ED	154	236	0	0	26	210	0	129	22	59
PCT7556	TO	966	750	0	1	67	682	0	469	43	170
PCT7601	MV	485	207	0	1	15	191	0	107	16	68
PCT7601	ED	192	125	0	0	19	106	0	48	13	45
PCT7601	TO	677	332	0	1	34	297	0	155	29	113
PCT7602	MV	654	277	0	0	15	262	0	130	20	112
PCT7602	ED	232	150	0	1	18	131	0	65	8	58
PCT7602	TO	886	427	0	1	33	393	0	195	28	170
PCT7603	MV	615	296	0	0	24	272	0	147	21	104
PCT7603	ED	200	208	0	0	17	191	0	83	9	99
PCT7603	TO	815	504	0	0	41	463	0	230	30	203
PCT7604	MV	685	270	0	0	20	250	0	131	16	103
PCT7604	ED	259	187	0	0	21	166	0	86	15	65
PCT7604	TO	944	457	0	0	41	416	0	217	31	168
PCT7605	MV	469	192	0	3	15	174	0	108	24	42
PCT7605	ED	192	98	0	0	12	86	0	43	10	33
PCT7605	TO	661	290	0	3	27	260	0	151	34	75
PCT7606	MV	673	267	0	0	25	242	0	128	26	88
PCT7606	ED	210	123	0	0	13	110	0	55	11	44
PCT7606	TO	883	390	0	0	38	352	0	183	37	132
PCT7607	MV	712	288	0	1	25	262	0	154	24	84
PCT7607	ED	207	143	0	0	17	126	0	62	10	54
PCT7607	TO	919	431	0	1	42	388	0	216	34	138
PCT7608	MV	279	96	0	0	4	92	0	59	16	17
PCT7608	ED	101	28	0	0	1	27	0	12	6	9
PCT7608	TO	380	124	0	0	5	119	0	71	22	26
PCT7609	MV	699	287	0	1	27	259	0	187	25	47
PCT7609	ED	185	76	0	1	9	66	0	40	7	19
PCT7609	TO	884	363	0	2	36	325	0	227	32	66
PCT7611	MV	586	236	0	1	24	211	0	132	18	61
PCT7611	ED	202	70	0	1	8	61	0	38	2	21
PCT7611	TO	788	306	0	2	32	272	0	170	20	82
PCT7612	MV	452	216	0	0	27	189	0	113	27	49
PCT7612	ED	105	61	0	0	8	53	0	29	6	18
PCT7612	TO	557	277	0	0	35	242	0	142	33	67
PCT7613	MV	634	244	0	1	19	224	0	114	24	86
PCT7613	ED	249	123	0	0	14	109	0	59	4	46
PCT7613	TO	883	367	0	1	33	333	0	173	28	132
PCT7614	MV	713	255	0	0	23	232	0	132	24	76
PCT7614	ED	203	133	0	0	12	121	0	56	10	55
PCT7614	TO	916	388	0	0	35	353	0	188	34	131
PCT7615	MV	510	165	0	0	11	154	0	81	18	55
PCT7615	ED	240	91	0	0	12	79	0	48	2	29
PCT7615	TO	750	256	0	0	23	233	0	129	20	84
PCT7616	MV	754	332	0	0	42	290	0	209	10	71
PCT7616	ED	82	191	0	0	37	154	0	95	16	43
PCT7616	TO	836	523	0	0	79	444	0	304	26	114
PCT7617	MV	583	222	0	1	24	197	0	114	33	50
PCT7617	ED	169	78	0	0	6	72	0	44	8	20
PCT7617	TO	752	300	0	1	30	269	0	158	41	70
PCT7618	MV	763	365	0	0	23	342	0	203	23	116
PCT7618	ED	151	141	0	0	21	120	0	66	8	46
PCT7618	TO	914	506	0	0	44	462	0	269	31	162
PCT7619	MV	938	439	0	0	35	404	0	242	29	133
PCT7619	ED	169	207	0	0	34	173	0	102	7	64
PCT7619	TO	1107	646	0	0	69	577	0	344	36	197
PCT7621	MV	1006	443	0	1	37	405	0	250	37	118
PCT7621	ED	149	185	0	0	33	152	0	83	11	58
PCT7621	TO	1155	628	0	1	70	557	0	333	48	176
PCT7622	MV	697	216	0	0	16	200	0	109	21	70
PCT7622	ED	263	127	0	0	22	105	0	54	7	44
PCT7622	TO	960	343	0	0	38	305	0	163	28	114
PCT7623	MV	767	256	0	2	20	234	0	132	14	88
PCT7623	ED	237	167	0	0	24	143	0	71	12	60
PCT7623	TO	1004	423	0	2	44	377	0	203	26	148
PCT7624	MV	652	210	0	0	18	192	0	128	17	47
PCT7624	ED	223	114	0	0	19	95	0	53	8	34
PCT7624	TO	875	324	0	0	37	287	0	181	25	81
PCT7625	MV	749	396	0	5	42	349	0	238	60	51
PCT7625	ED	73	51	0	0	7	44	0	28	4	12
PCT7625	TO	822	447	0	5	49	393	0	266	64	63
PCT7626	MV	945	404	0	0	48	356	0	263	38	55
PCT7626	ED	128	164	0	0	15	149	0	94	14	41
PCT7626	TO	1073	568	0	0	63	505	0	357	52	96
PCT7627	MV	457	196	0	0	26	170	0	112	33	25
PCT7627	ED	67	80	0	0	19	61	0	41	6	14
PCT7627	TO	524	276	0	0	45	231	0	153	39	39
PCT7628	MV	718	333	0	0	25	308	0	170	22	116
PCT7628	ED	220	185	0	0	14	171	0	89	13	69
PCT7628	TO	938	518	0	0	39	479	0	259	35	185
PCT7629	MV	691	277	0	1	28	248	0	144	15	89
PCT7629	ED	162	159	0	0	16	143	0	82	6	55
PCT7629	TO	853	436	0	1	44	391	0	226	21	144
PCT7631	MV	1009	442	0	0	37	405	0	273	20	112
PCT7631	ED	210	213	0	1	31	181	0	119	15	47
PCT7631	TO	1219	655	0	1	68	586	0	392	35	159
PCT7632	MV	1002	414	0	2	33	379	0	232	18	129
PCT7632	ED	169	237	0	0	32	205	0	109	9	87
PCT7632	TO	1171	651	0	2	65	584	0	341	27	216
PCT7633	MV	609	278	0	2	14	262	0	184	27	51
PCT7633	ED	126	124	0	0	12	112	0	71	4	37
PCT7633	TO	735	402	0	2	26	374	0	255	31	88
PCT7634	MV	704	344	0	2	39	303	0	189	37	77
PCT7634	ED	186	155	0	1	24	130	0	72	19	39
PCT7634	TO	890	499	0	3	63	433	0	261	56	116
PCT7635	MV	665	274	0	1	23	250	0	175	11	64
PCT7635	ED	188	145	0	0	16	129	0	78	13	38
PCT7635	TO	853	419	0	1	39	379	0	253	24	102
PCT7636	MV	798	331	0	1	33	297	0	188	20	89
PCT7636	ED	161	188	0	0	22	166	0	109	13	44
PCT7636	TO	959	519	0	1	55	463	0	297	33	133
PCT7637	MV	747	344	0	0	35	309	0	213	37	59
PCT7637	ED	121	169	0	0	29	140	0	89	17	34
PCT7637	TO	868	513	0	0	64	449	0	302	54	93
PCT7638	MV	806	374	0	0	50	324	0	212	51	61
PCT7638	ED	83	148	0	0	27	121	0	70	29	22
PCT7638	TO	889	522	0	0	77	445	0	282	80	83
PCT7639	MV	889	397	0	0	46	351	0	244	32	75
PCT7639	ED	133	175	0	1	32	142	0	90	11	41
PCT7639	TO	1022	572	0	1	78	493	0	334	43	116
PCT7641	MV	817	401	0	0	32	369	0	232	64	73
PCT7641	ED	134	158	0	0	16	142	0	93	18	31
PCT7641	TO	951	559	0	0	48	511	0	325	82	104
PCT7642	MV	647	314	0	0	46	268	0	155	35	78
PCT7642	ED	118	157	0	0	30	127	0	77	11	39
PCT7642	TO	765	471	0	0	76	395	0	232	46	117
PCT7643	MV	810	434	0	0	50	384	0	264	39	81
PCT7643	ED	131	135	0	0	23	112	0	74	11	27
PCT7643	TO	941	569	0	0	73	496	0	338	50	108
PCT7644	MV	1014	404	0	0	43	361	0	244	30	87
PCT7644	ED	162	234	0	0	36	198	0	117	10	71
PCT7644	TO	1176	638	0	0	79	559	0	361	40	158
PCT7645	MV	595	286	0	0	32	254	0	173	49	32
PCT7645	ED	61	112	0	1	15	96	0	64	12	20
PCT7645	TO	656	398	0	1	47	350	0	237	61	52
PCT7646	MV	1032	485	0	0	61	424	0	275	41	108
PCT7646	ED	121	251	0	0	42	209	0	116	12	81
PCT7646	TO	1153	736	0	0	103	633	0	391	53	189
PCT7647	MV	724	212	0	1	15	196	0	104	15	77
PCT7647	ED	263	148	0	0	14	134	0	59	13	62
PCT7647	TO	987	360	0	1	29	330	0	163	28	139
PCT7648	MV	2	1	0	0	0	1	0	0	0	1
PCT7648	ED	0	0	0	0	0	0	0	0	0	0
PCT7648	TO	2	1	0	0	0	1	0	0	0	1
PCT7649	MV	724	286	0	0	21	265	0	159	37	69
PCT7649	ED	176	152	0	0	17	135	0	81	14	40
PCT7649	TO	900	438	0	0	38	400	0	240	51	109
PCT7651	MV	834	334	0	0	38	296	0	195	27	74
PCT7651	ED	113	169	0	0	31	138	0	89	19	30
PCT7651	TO	947	503	0	0	69	434	0	284	46	104
PCT7652	MV	535	209	0	0	23	186	0	122	25	39
PCT7652	ED	100	122	0	0	16	106	0	64	8	34
PCT7652	TO	635	331	0	0	39	292	0	186	33	73
PCT7653	MV	750	337	0	0	31	306	0	212	23	71
PCT7653	ED	89	146	0	0	23	123	0	82	10	31
PCT7653	TO	839	483	0	0	54	429	0	294	33	102
PCT7654	MV	413	191	0	0	13	178	0	118	14	46
PCT7654	ED	53	106	0	0	18	88	0	56	3	29
PCT7654	TO	466	297	0	0	31	266	0	174	17	75
PCT7655	MV	583	216	0	0	26	190	0	114	23	53
PCT7655	ED	96	127	0	0	15	112	0	70	8	34
PCT7655	TO	679	343	0	0	41	302	0	184	31	87
PCT7656	MV	603	309	0	0	43	266	0	191	39	36
PCT7656	ED	35	81	0	0	17	64	0	41	15	8
PCT7656	TO	638	390	0	0	60	330	0	232	54	44
PCT7657	MV	561	270	0	0	29	241	0	163	24	54
PCT7657	ED	37	109	0	0	21	88	0	56	9	23
PCT7657	TO	598	379	0	0	50	329	0	219	33	77
PCT7701	MV	869	482	0	0	44	438	0	260	36	142
PCT7701	ED	195	251	0	0	22	229	0	127	19	83
PCT7701	TO	1064	733	0	0	66	667	0	387	55	225
PCT7702	MV	623	378	0	0	29	349	0	228	50	71
PCT7702	ED	133	146	0	0	19	127	0	73	16	38
PCT7702	TO	756	524	0	0	48	476	0	301	66	109
PCT7703	MV	174	71	0	0	9	62	0	41	5	16
PCT7703	ED	0	1	0	0	0	1	0	0	1	0
PCT7703	TO	174	72	0	0	9	63	0	41	6	16
PCT7704	MV	798	491	0	0	57	434	0	274	63	97
PCT7704	ED	204	221	0	0	27	194	0	106	25	63
PCT7704	TO	1002	712	0	0	84	628	0	380	88	160
PCT7705	MV	470	286	0	1	21	264	0	173	40	51
PCT7705	ED	125	148	0	0	13	135	0	85	18	32
PCT7705	TO	595	434	0	1	34	399	0	258	58	83
PCT7706	MV	687	451	0	0	63	388	0	223	58	107
PCT7706	ED	179	198	0	0	27	171	0	88	30	53
PCT7706	TO	866	649	0	0	90	559	0	311	88	160
PCT7707	MV	683	432	0	0	48	384	0	255	32	97
PCT7707	ED	189	226	0	0	16	210	0	115	27	68
PCT7707	TO	872	658	0	0	64	594	0	370	59	165
PCT7708	MV	710	462	0	0	45	417	0	255	59	103
PCT7708	ED	165	192	0	0	19	173	0	93	17	63
PCT7708	TO	875	654	0	0	64	590	0	348	76	166
PCT7709	MV	324	194	0	0	9	185	0	97	19	69
PCT7709	ED	82	107	0	0	11	96	0	40	8	48
PCT7709	TO	406	301	0	0	20	281	0	137	27	117
PCT7711	MV	658	382	0	1	32	349	0	228	36	85
PCT7711	ED	153	163	0	0	12	151	0	74	10	67
PCT7711	TO	811	545	0	1	44	500	0	302	46	152
PCT7712	MV	425	259	0	0	25	234	0	125	28	81
PCT7712	ED	107	135	0	0	11	124	0	65	7	52
PCT7712	TO	532	394	0	0	36	358	0	190	35	133
PCT7801	MV	824	487	0	0	31	456	0	311	26	119
PCT7801	ED	150	249	0	0	10	239	0	141	15	83
PCT7801	TO	974	736	0	0	41	695	0	452	41	202
PCT7802	MV	647	402	0	1	26	375	0	246	22	107
PCT7802	ED	151	212	0	0	14	198	0	122	6	70
PCT7802	TO	798	614	0	1	40	573	0	368	28	177
PCT7803	MV	718	477	0	0	30	447	0	326	20	101
PCT7803	ED	113	160	0	0	19	141	0	86	7	48
PCT7803	TO	831	637	0	0	49	588	0	412	27	149
PCT7804	MV	734	463	0	0	35	428	0	302	17	109
PCT7804	ED	151	246	0	0	23	223	0	160	6	57
PCT7804	TO	885	709	0	0	58	651	0	462	23	166
PCT7805	MV	644	402	0	0	26	376	0	242	11	123
PCT7805	ED	156	216	0	0	16	200	0	113	10	77
PCT7805	TO	800	618	0	0	42	576	0	355	21	200
PCT7806	MV	602	362	0	0	17	345	0	212	12	121
PCT7806	ED	153	208	0	0	15	193	0	118	6	69
PCT7806	TO	755	570	0	0	32	538	0	330	18	190
PCT7807	MV	642	363	0	0	31	332	0	221	10	101
PCT7807	ED	185	247	0	0	23	224	0	129	5	90
PCT7807	TO	827	610	0	0	54	556	0	350	15	191
PCT7808	MV	525	297	0	0	23	274	0	161	10	103
PCT7808	ED	129	170	0	0	21	149	0	84	5	60
PCT7808	TO	654	467	0	0	44	423	0	245	15	163
PCT7809	MV	624	352	0	0	28	324	0	198	12	114
PCT7809	ED	140	184	0	0	19	165	0	100	5	60
PCT7809	TO	764	536	0	0	47	489	0	298	17	174
PCT7811	MV	582	311	0	0	20	291	0	156	7	128
PCT7811	ED	176	218	0	0	16	202	0	111	7	84
PCT7811	TO	758	529	0	0	36	493	0	267	14	212
PCT7812	MV	680	371	0	1	33	337	0	220	13	104
PCT7812	ED	217	232	0	0	28	204	0	105	14	85
PCT7812	TO	897	603	0	1	61	541	0	325	27	189
PCT7813	MV	843	486	0	0	25	461	0	274	15	172
PCT7813	ED	225	300	0	0	18	282	0	144	5	133
PCT7813	TO	1068	786	0	0	43	743	0	418	20	305
PCT7814	MV	660	281	0	3	31	247	0	135	8	104
PCT7814	ED	241	191	0	0	25	166	0	70	9	87
PCT7814	TO	901	472	0	3	56	413	0	205	17	191
PCT7815	MV	749	465	0	0	36	429	0	305	7	117
PCT7815	ED	168	231	0	0	14	217	0	144	4	69
PCT7815	TO	917	696	0	0	50	646	0	449	11	186
PCT7816	MV	724	475	0	0	28	447	0	321	11	115
PCT7816	ED	148	213	0	0	19	194	0	132	5	57
PCT7816	TO	872	688	0	0	47	641	0	453	16	172
PCT7817	MV	652	396	0	0	17	379	0	232	11	136
PCT7817	ED	186	237	0	0	12	225	0	131	5	89
PCT7817	TO	838	633	0	0	29	604	0	363	16	225
PCT7818	MV	668	393	0	0	24	369	0	227	6	136
PCT7818	ED	171	205	0	0	17	188	0	100	5	83
PCT7818	TO	839	598	0	0	41	557	0	327	11	219
PCT7819	MV	635	353	0	0	19	334	0	206	16	112
PCT7819	ED	139	183	0	0	16	167	0	87	10	70
PCT7819	TO	774	536	0	0	35	501	0	293	26	182
PCT7821	MV	806	520	0	0	23	497	0	332	27	138
PCT7821	ED	170	249	0	0	18	231	0	150	7	74
PCT7821	TO	976	769	0	0	41	728	0	482	34	212
PCT7822	MV	673	396	0	0	30	366	0	240	13	113
PCT7822	ED	219	258	0	0	18	240	0	143	8	89
PCT7822	TO	892	654	0	0	48	606	0	383	21	202
PCT7823	MV	706	411	0	1	20	390	0	283	15	92
PCT7823	ED	177	275	0	0	18	257	0	153	4	100
PCT7823	TO	883	686	0	1	38	647	0	436	19	192
PCT7824	MV	615	338	0	0	30	308	0	197	15	96
PCT7824	ED	153	219	0	0	27	192	0	120	4	68
PCT7824	TO	768	557	0	0	57	500	0	317	19	164
PCT7825	MV	457	252	0	0	8	244	0	145	8	91
PCT7825	ED	151	186	0	0	10	176	0	93	6	77
PCT7825	TO	608	438	0	0	18	420	0	238	14	168
PCT7826	MV	486	263	0	0	16	247	0	140	13	94
PCT7826	ED	204	227	0	0	15	212	0	115	12	85
PCT7826	TO	690	490	0	0	31	459	0	255	25	179
PCT7827	MV	609	320	0	1	23	296	0	146	17	133
PCT7827	ED	217	222	0	0	20	202	0	84	8	110
PCT7827	TO	826	542	0	1	43	498	0	230	25	243
PCT7828	MV	857	479	0	1	25	453	0	305	18	130
PCT7828	ED	171	251	0	0	24	227	0	124	13	90
PCT7828	TO	1028	730	0	1	49	680	0	429	31	220
PCT7829	MV	742	468	0	0	30	438	0	314	26	98
PCT7829	ED	149	204	0	0	10	194	0	122	8	64
PCT7829	TO	891	672	0	0	40	632	0	436	34	162
PCT7831	MV	763	486	0	0	25	461	0	308	19	134
PCT7831	ED	139	205	0	0	6	199	0	118	6	75
PCT7831	TO	902	691	0	0	31	660	0	426	25	209
PCT7832	MV	663	415	0	1	18	396	0	259	22	115
PCT7832	ED	118	170	0	0	12	158	0	101	7	50
PCT7832	TO	781	585	0	1	30	554	0	360	29	165
PCT7833	MV	587	345	0	1	21	323	0	177	12	134
PCT7833	ED	146	191	0	0	12	179	0	99	4	76
PCT7833	TO	733	536	0	1	33	502	0	276	16	210
PCT7834	MV	700	377	0	0	35	342	0	207	14	121
PCT7834	ED	194	258	0	0	33	225	0	107	7	111
PCT7834	TO	894	635	0	0	68	567	0	314	21	232
PCT7835	MV	721	430	0	0	34	396	0	244	29	123
PCT7835	ED	142	202	0	0	16	186	0	94	6	86
PCT7835	TO	863	632	0	0	50	582	0	338	35	209
PCT7836	MV	850	507	0	0	37	470	0	306	35	129
PCT7836	ED	193	232	0	0	15	217	0	131	14	72
PCT7836	TO	1043	739	0	0	52	687	0	437	49	201
PCT7837	MV	718	425	0	0	40	385	0	269	16	100
PCT7837	ED	205	264	0	0	17	247	0	170	8	69
PCT7837	TO	923	689	0	0	57	632	0	439	24	169
PCT7838	MV	752	494	0	0	29	465	0	325	26	114
PCT7838	ED	143	210	0	0	14	196	0	126	7	63
PCT7838	TO	895	704	0	0	43	661	0	451	33	177
PCT7839	MV	731	459	0	0	28	431	0	278	33	120
PCT7839	ED	130	201	0	0	17	184	0	126	11	47
PCT7839	TO	861	660	0	0	45	615	0	404	44	167
PCT7841	MV	752	459	0	0	37	422	0	278	17	127
PCT7841	ED	198	264	0	0	24	240	0	143	12	85
PCT7841	TO	950	723	0	0	61	662	0	421	29	212
PCT7842	MV	702	396	0	0	31	365	0	202	17	146
PCT7842	ED	177	243	0	0	22	221	0	108	12	101
PCT7842	TO	879	639	0	0	53	586	0	310	29	247
PCT7843	MV	546	296	0	2	17	277	0	143	15	119
PCT7843	ED	183	220	0	0	21	199	0	103	5	91
PCT7843	TO	729	516	0	2	38	476	0	246	20	210
PCT7844	MV	499	282	0	0	18	264	0	133	13	118
PCT7844	ED	152	187	0	0	23	164	0	75	7	82
PCT7844	TO	651	469	0	0	41	428	0	208	20	200
PCT7845	MV	676	405	0	0	24	381	0	255	20	106
PCT7845	ED	204	225	0	0	25	200	0	125	13	62
PCT7845	TO	880	630	0	0	49	581	0	380	33	168
PCT7846	MV	736	467	0	0	47	420	0	270	34	116
PCT7846	ED	172	234	0	0	19	215	0	136	14	65
PCT7846	TO	908	701	0	0	66	635	0	406	48	181
PCT7847	MV	698	432	0	0	41	391	0	255	16	120
PCT7847	ED	193	231	0	0	19	212	0	125	15	72
PCT7847	TO	891	663	0	0	60	603	0	380	31	192
PCT7848	MV	665	438	0	0	32	406	0	278	18	110
PCT7848	ED	182	226	0	0	17	209	0	145	9	55
PCT7848	TO	847	664	0	0	49	615	0	423	27	165
PCT7849	MV	729	443	0	0	29	414	0	265	21	128
PCT7849	ED	172	260	0	0	28	232	0	125	10	97
PCT7849	TO	901	703	0	0	57	646	0	390	31	225
PCT7851	MV	414	272	0	0	30	242	0	190	15	37
PCT7851	ED	112	118	0	0	17	101	0	74	9	18
PCT7851	TO	526	390	0	0	47	343	0	264	24	55
PCT7852	MV	533	351	0	1	23	327	0	219	32	76
PCT7852	ED	111	133	0	0	14	119	0	80	11	28
PCT7852	TO	644	484	0	1	37	446	0	299	43	104
PCT7853	MV	694	395	0	0	36	359	0	240	21	98
PCT7853	ED	161	196	0	1	19	176	0	111	14	51
PCT7853	TO	855	591	0	1	55	535	0	351	35	149
PCT7854	MV	703	430	0	0	34	396	0	259	25	112
PCT7854	ED	175	221	0	0	13	208	0	128	8	72
PCT7854	TO	878	651	0	0	47	604	0	387	33	184
PCT7855	MV	763	451	0	0	44	407	0	263	25	119
PCT7855	ED	211	264	0	0	25	239	0	143	8	88
PCT7855	TO	974	715	0	0	69	646	0	406	33	207
PCT7856	MV	643	378	0	0	28	350	0	218	10	122
PCT7856	ED	204	250	0	0	20	230	0	148	7	75
PCT7856	TO	847	628	0	0	48	580	0	366	17	197
PCT7857	MV	748	438	0	1	40	397	0	238	22	137
PCT7857	ED	158	220	0	0	18	202	0	99	12	91
PCT7857	TO	906	658	0	1	58	599	0	337	34	228
PCT7858	MV	622	351	0	0	24	327	0	195	8	124
PCT7858	ED	157	206	0	0	19	187	0	87	6	94
PCT7858	TO	779	557	0	0	43	514	0	282	14	218
