area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	40:PHIL COLLINS	41:ROQUE "ROCKY" DE LA FUENTE	42:CHARLES KRAUT	43:J.R. MYERS	44:DON BLANKENSHIP
PCT7334	ED	131	1	0	0	0	1	1	0	0	0	0	0
PCT7334	TO	819	3	0	0	2	1	1	0	0	0	0	0
PCT7335	MV	788	5	0	0	3	2	0	0	0	2	0	0
PCT7335	ED	146	2	0	0	0	2	0	1	0	1	0	0
PCT7335	TO	934	7	0	0	3	4	0	1	0	3	0	0
PCT7336	MV	779	4	0	0	2	2	0	1	0	0	1	0
PCT7336	ED	175	2	0	0	1	1	0	0	0	1	0	0
PCT7336	TO	954	6	0	0	3	3	0	1	0	1	1	0
PCT7337	MV	772	3	0	0	3	0	0	0	0	0	0	0
PCT7337	ED	125	1	0	0	0	1	0	1	0	0	0	0
PCT7337	TO	897	4	0	0	3	1	0	1	0	0	0	0
PCT7338	MV	770	6	0	0	3	3	0	1	0	0	1	1
PCT7338	ED	125	0	0	0	0	0	0	0	0	0	0	0
PCT7338	TO	895	6	0	0	3	3	0	1	0	0	1	1
PCT7339	MV	605	1	0	0	0	1	0	1	0	0	0	0
PCT7339	ED	150	1	0	0	0	1	0	0	0	0	1	0
PCT7339	TO	755	2	0	0	0	2	0	1	0	0	1	0
PCT7341	MV	675	8	0	0	3	5	0	4	1	0	0	0
PCT7341	ED	178	3	0	0	1	2	2	0	0	0	0	0
PCT7341	TO	853	11	0	0	4	7	2	4	1	0	0	0
PCT7342	MV	674	6	0	0	6	0	0	0	0	0	0	0
PCT7342	ED	230	3	0	0	1	2	2	0	0	0	0	0
PCT7342	TO	904	9	0	0	7	2	2	0	0	0	0	0
PCT7343	MV	554	1	0	0	0	1	0	1	0	0	0	0
PCT7343	ED	150	1	0	0	0	1	1	0	0	0	0	0
PCT7343	TO	704	2	0	0	0	2	1	1	0	0	0	0
PCT7344	MV	863	1	0	0	1	0	0	0	0	0	0	0
PCT7344	ED	201	1	0	0	0	1	0	1	0	0	0	0
PCT7344	TO	1064	2	0	0	1	1	0	1	0	0	0	0
PCT7345	MV	904	8	0	0	5	3	0	1	0	0	0	2
PCT7345	ED	210	0	0	0	0	0	0	0	0	0	0	0
PCT7345	TO	1114	8	0	0	5	3	0	1	0	0	0	2
PCT7346	MV	681	4	0	0	2	2	0	2	0	0	0	0
PCT7346	ED	208	4	0	0	0	4	2	0	1	0	0	1
PCT7346	TO	889	8	0	0	2	6	2	2	1	0	0	1
PCT7347	MV	833	4	0	0	4	0	0	0	0	0	0	0
PCT7347	ED	170	2	0	0	0	2	0	1	1	0	0	0
PCT7347	TO	1003	6	0	0	4	2	0	1	1	0	0	0
PCT7348	MV	650	4	0	0	1	3	0	1	1	1	0	0
PCT7348	ED	193	0	0	0	0	0	0	0	0	0	0	0
PCT7348	TO	843	4	0	0	1	3	0	1	1	1	0	0
PCT7349	MV	710	5	0	0	4	1	0	0	0	0	0	1
PCT7349	ED	202	3	0	0	1	2	0	0	1	0	0	1
PCT7349	TO	912	8	0	0	5	3	0	0	1	0	0	2
PCT7501	MV	456	1	0	0	1	0	0	0	0	0	0	0
PCT7501	ED	95	2	0	0	1	1	0	1	0	0	0	0
PCT7501	TO	551	3	0	0	2	1	0	1	0	0	0	0
PCT7502	MV	668	0	0	0	0	0	0	0	0	0	0	0
PCT7502	ED	121	4	0	0	2	2	1	0	0	1	0	0
PCT7502	TO	789	4	0	0	2	2	1	0	0	1	0	0
PCT7503	MV	614	4	0	0	2	2	0	2	0	0	0	0
PCT7503	ED	148	1	0	0	0	1	0	0	1	0	0	0
PCT7503	TO	762	5	0	0	2	3	0	2	1	0	0	0
PCT7504	MV	404	1	0	0	0	1	0	0	0	0	1	0
PCT7504	ED	84	0	0	0	0	0	0	0	0	0	0	0
PCT7504	TO	488	1	0	0	0	1	0	0	0	0	1	0
PCT7505	MV	729	6	0	0	3	3	0	1	1	0	1	0
PCT7505	ED	133	1	0	0	0	1	0	0	0	0	1	0
PCT7505	TO	862	7	0	0	3	4	0	1	1	0	2	0
PCT7506	MV	842	4	0	0	1	3	0	2	0	1	0	0
PCT7506	ED	158	1	0	0	0	1	0	0	0	0	1	0
PCT7506	TO	1000	5	0	0	1	4	0	2	0	1	1	0
PCT7507	MV	694	4	0	0	2	2	0	0	0	0	2	0
PCT7507	ED	262	0	0	0	0	0	0	0	0	0	0	0
PCT7507	TO	956	4	0	0	2	2	0	0	0	0	2	0
PCT7508	MV	618	2	0	0	1	1	0	0	0	0	0	1
PCT7508	ED	126	1	0	0	0	1	1	0	0	0	0	0
PCT7508	TO	744	3	0	0	1	2	1	0	0	0	0	1
PCT7509	MV	756	2	0	0	2	0	0	0	0	0	0	0
PCT7509	ED	173	3	0	0	1	2	1	1	0	0	0	0
PCT7509	TO	929	5	0	0	3	2	1	1	0	0	0	0
PCT7512	MV	475	2	0	0	2	0	0	0	0	0	0	0
PCT7512	ED	125	0	0	0	0	0	0	0	0	0	0	0
PCT7512	TO	600	2	0	0	2	0	0	0	0	0	0	0
PCT7513	MV	575	6	0	0	6	0	0	0	0	0	0	0
PCT7513	ED	231	0	0	0	0	0	0	0	0	0	0	0
PCT7513	TO	806	6	0	0	6	0	0	0	0	0	0	0
PCT7514	MV	709	2	0	0	1	1	0	0	0	0	1	0
PCT7514	ED	207	0	0	0	0	0	0	0	0	0	0	0
PCT7514	TO	916	2	0	0	1	1	0	0	0	0	1	0
PCT7515	MV	663	2	0	0	2	0	0	0	0	0	0	0
PCT7515	ED	201	1	0	0	1	0	0	0	0	0	0	0
PCT7515	TO	864	3	0	0	3	0	0	0	0	0	0	0
PCT7516	MV	773	1	0	0	1	0	0	0	0	0	0	0
PCT7516	ED	147	0	0	0	0	0	0	0	0	0	0	0
PCT7516	TO	920	1	0	0	1	0	0	0	0	0	0	0
PCT7517	MV	645	3	0	0	1	2	0	1	1	0	0	0
PCT7517	ED	223	0	0	0	0	0	0	0	0	0	0	0
PCT7517	TO	868	3	0	0	1	2	0	1	1	0	0	0
PCT7518	MV	708	4	0	0	2	2	0	1	0	1	0	0
PCT7518	ED	218	0	0	0	0	0	0	0	0	0	0	0
PCT7518	TO	926	4	0	0	2	2	0	1	0	1	0	0
PCT7519	MV	543	3	0	0	2	1	0	0	0	1	0	0
PCT7519	ED	172	1	0	0	0	1	1	0	0	0	0	0
PCT7519	TO	715	4	0	0	2	2	1	0	0	1	0	0
PCT7521	MV	597	0	0	0	0	0	0	0	0	0	0	0
PCT7521	ED	182	3	0	0	2	1	0	1	0	0	0	0
PCT7521	TO	779	3	0	0	2	1	0	1	0	0	0	0
PCT7522	MV	588	3	0	0	1	2	0	1	0	1	0	0
PCT7522	ED	171	1	0	0	0	1	1	0	0	0	0	0
PCT7522	TO	759	4	0	0	1	3	1	1	0	1	0	0
PCT7523	MV	564	0	0	0	0	0	0	0	0	0	0	0
PCT7523	ED	180	2	0	0	0	2	1	0	0	1	0	0
PCT7523	TO	744	2	0	0	0	2	1	0	0	1	0	0
PCT7524	MV	480	3	0	0	2	1	0	0	0	0	0	1
PCT7524	ED	144	0	0	0	0	0	0	0	0	0	0	0
PCT7524	TO	624	3	0	0	2	1	0	0	0	0	0	1
PCT7525	MV	594	1	0	0	1	0	0	0	0	0	0	0
PCT7525	ED	170	2	0	0	1	1	0	1	0	0	0	0
PCT7525	TO	764	3	0	0	2	1	0	1	0	0	0	0
PCT7526	MV	826	6	0	0	3	3	0	1	0	0	0	2
PCT7526	ED	162	0	0	0	0	0	0	0	0	0	0	0
PCT7526	TO	988	6	0	0	3	3	0	1	0	0	0	2
PCT7527	MV	538	4	0	0	3	1	0	0	1	0	0	0
PCT7527	ED	172	1	0	0	0	1	0	0	0	0	1	0
PCT7527	TO	710	5	0	0	3	2	0	0	1	0	1	0
PCT7529	MV	749	0	0	0	0	0	0	0	0	0	0	0
PCT7529	ED	154	0	0	0	0	0	0	0	0	0	0	0
PCT7529	TO	903	0	0	0	0	0	0	0	0	0	0	0
PCT7531	MV	714	3	0	0	3	0	0	0	0	0	0	0
PCT7531	ED	159	0	0	0	0	0	0	0	0	0	0	0
PCT7531	TO	873	3	0	0	3	0	0	0	0	0	0	0
PCT7532	MV	668	4	0	0	3	1	0	0	0	0	0	1
PCT7532	ED	167	0	0	0	0	0	0	0	0	0	0	0
PCT7532	TO	835	4	0	0	3	1	0	0	0	0	0	1
PCT7533	MV	776	3	0	0	1	2	0	2	0	0	0	0
PCT7533	ED	194	0	0	0	0	0	0	0	0	0	0	0
PCT7533	TO	970	3	0	0	1	2	0	2	0	0	0	0
PCT7534	MV	670	0	0	0	0	0	0	0	0	0	0	0
PCT7534	ED	233	1	0	0	0	1	1	0	0	0	0	0
PCT7534	TO	903	1	0	0	0	1	1	0	0	0	0	0
PCT7535	MV	606	5	0	0	3	2	0	1	1	0	0	0
PCT7535	ED	139	0	0	0	0	0	0	0	0	0	0	0
PCT7535	TO	745	5	0	0	3	2	0	1	1	0	0	0
PCT7536	MV	670	1	0	0	1	0	0	0	0	0	0	0
PCT7536	ED	163	2	0	0	0	2	1	1	0	0	0	0
PCT7536	TO	833	3	0	0	1	2	1	1	0	0	0	0
PCT7537	MV	619	3	0	0	3	0	0	0	0	0	0	0
PCT7537	ED	126	1	0	0	0	1	0	1	0	0	0	0
PCT7537	TO	745	4	0	0	3	1	0	1	0	0	0	0
PCT7538	MV	562	2	0	0	2	0	0	0	0	0	0	0
PCT7538	ED	189	0	0	0	0	0	0	0	0	0	0	0
PCT7538	TO	751	2	0	0	2	0	0	0	0	0	0	0
PCT7539	MV	696	0	0	0	0	0	0	0	0	0	0	0
PCT7539	ED	225	0	0	0	0	0	0	0	0	0	0	0
PCT7539	TO	921	0	0	0	0	0	0	0	0	0	0	0
PCT7541	MV	600	1	0	0	1	0	0	0	0	0	0	0
PCT7541	ED	170	1	0	0	0	1	0	0	0	1	0	0
PCT7541	TO	770	2	0	0	1	1	0	0	0	1	0	0
PCT7542	MV	632	3	0	0	1	2	0	0	1	0	1	0
PCT7542	ED	192	1	0	0	0	1	0	1	0	0	0	0
PCT7542	TO	824	4	0	0	1	3	0	1	1	0	1	0
PCT7543	MV	694	4	0	0	4	0	0	0	0	0	0	0
PCT7543	ED	230	0	0	0	0	0	0	0	0	0	0	0
PCT7543	TO	924	4	0	0	4	0	0	0	0	0	0	0
PCT7544	MV	731	2	0	0	2	0	0	0	0	0	0	0
PCT7544	ED	168	1	0	0	0	1	0	0	0	1	0	0
PCT7544	TO	899	3	0	0	2	1	0	0	0	1	0	0
PCT7545	MV	723	4	0	0	1	3	0	0	1	0	2	0
PCT7545	ED	172	0	0	0	0	0	0	0	0	0	0	0
PCT7545	TO	895	4	0	0	1	3	0	0	1	0	2	0
PCT7546	MV	770	4	0	0	2	2	0	0	1	1	0	0
PCT7546	ED	183	0	0	0	0	0	0	0	0	0	0	0
PCT7546	TO	953	4	0	0	2	2	0	0	1	1	0	0
PCT7547	MV	798	1	0	0	1	0	0	0	0	0	0	0
PCT7547	ED	183	0	0	0	0	0	0	0	0	0	0	0
PCT7547	TO	981	1	0	0	1	0	0	0	0	0	0	0
PCT7548	MV	802	2	0	0	2	0	0	0	0	0	0	0
PCT7548	ED	249	3	0	0	1	2	1	0	1	0	0	0
PCT7548	TO	1051	5	0	0	3	2	1	0	1	0	0	0
PCT7549	MV	660	6	0	1	3	2	0	0	0	2	0	0
PCT7549	ED	146	0	0	0	0	0	0	0	0	0	0	0
PCT7549	TO	806	6	0	1	3	2	0	0	0	2	0	0
PCT7551	MV	587	2	0	0	2	0	0	0	0	0	0	0
PCT7551	ED	136	1	0	0	1	0	0	0	0	0	0	0
PCT7551	TO	723	3	0	0	3	0	0	0	0	0	0	0
PCT7552	MV	561	1	0	0	1	0	0	0	0	0	0	0
PCT7552	ED	124	1	0	0	0	1	0	0	0	0	0	1
PCT7552	TO	685	2	0	0	1	1	0	0	0	0	0	1
PCT7553	MV	211	0	0	0	0	0	0	0	0	0	0	0
PCT7553	ED	-20	0	0	0	0	0	0	0	0	0	0	0
PCT7553	TO	191	0	0	0	0	0	0	0	0	0	0	0
PCT7554	MV	653	6	0	0	0	6	0	0	1	3	2	0
PCT7554	ED	168	2	0	0	1	1	0	1	0	0	0	0
PCT7554	TO	821	8	0	0	1	7	0	1	1	3	2	0
PCT7555	MV	662	2	0	0	1	1	0	0	1	0	0	0
PCT7555	ED	210	1	0	0	1	0	0	0	0	0	0	0
PCT7555	TO	872	3	0	0	2	1	0	0	1	0	0	0
PCT7556	MV	812	5	0	0	3	2	0	0	1	0	0	1
PCT7556	ED	154	2	0	0	0	2	0	1	1	0	0	0
PCT7556	TO	966	7	0	0	3	4	0	1	2	0	0	1
PCT7601	MV	485	2	0	0	1	1	0	0	1	0	0	0
PCT7601	ED	192	2	0	0	2	0	0	0	0	0	0	0
PCT7601	TO	677	4	0	0	3	1	0	0	1	0	0	0
PCT7602	MV	654	7	0	0	4	3	0	0	2	0	0	1
PCT7602	ED	232	2	0	0	1	1	1	0	0	0	0	0
PCT7602	TO	886	9	0	0	5	4	1	0	2	0	0	1
PCT7603	MV	615	3	0	0	1	2	0	0	0	1	0	1
PCT7603	ED	200	2	0	0	1	1	1	0	0	0	0	0
PCT7603	TO	815	5	0	0	2	3	1	0	0	1	0	1
PCT7604	MV	685	9	0	0	6	3	0	1	2	0	0	0
PCT7604	ED	259	1	0	0	0	1	0	1	0	0	0	0
PCT7604	TO	944	10	0	0	6	4	0	2	2	0	0	0
PCT7605	MV	468	2	0	0	2	0	0	0	0	0	0	0
PCT7605	ED	193	0	0	0	0	0	0	0	0	0	0	0
PCT7605	TO	661	2	0	0	2	0	0	0	0	0	0	0
PCT7606	MV	673	5	0	0	3	2	0	1	0	0	0	1
PCT7606	ED	210	0	0	0	0	0	0	0	0	0	0	0
PCT7606	TO	883	5	0	0	3	2	0	1	0	0	0	1
PCT7607	MV	712	2	0	0	2	0	0	0	0	0	0	0
PCT7607	ED	207	2	0	0	1	1	0	1	0	0	0	0
PCT7607	TO	919	4	0	0	3	1	0	1	0	0	0	0
PCT7608	MV	279	1	0	0	1	0	0	0	0	0	0	0
PCT7608	ED	101	0	0	0	0	0	0	0	0	0	0	0
PCT7608	TO	380	1	0	0	1	0	0	0	0	0	0	0
PCT7609	MV	699	5	0	0	3	2	0	0	1	0	1	0
PCT7609	ED	185	1	0	0	0	1	0	0	0	0	1	0
PCT7609	TO	884	6	0	0	3	3	0	0	1	0	2	0
PCT7611	MV	586	7	0	0	3	4	0	1	0	1	0	2
PCT7611	ED	202	1	0	0	0	1	1	0	0	0	0	0
PCT7611	TO	788	8	0	0	3	5	1	1	0	1	0	2
PCT7612	MV	452	6	0	0	3	3	0	1	1	1	0	0
PCT7612	ED	105	1	0	0	0	1	0	0	0	0	0	1
PCT7612	TO	557	7	0	0	3	4	0	1	1	1	0	1
PCT7613	MV	634	7	0	0	2	5	0	0	3	1	1	0
PCT7613	ED	249	1	0	0	0	1	0	1	0	0	0	0
PCT7613	TO	883	8	0	0	2	6	0	1	3	1	1	0
PCT7614	MV	713	3	0	0	1	2	0	1	1	0	0	0
PCT7614	ED	203	0	0	0	0	0	0	0	0	0	0	0
PCT7614	TO	916	3	0	0	1	2	0	1	1	0	0	0
PCT7615	MV	510	3	0	0	1	2	0	1	0	0	0	1
PCT7615	ED	240	2	0	0	0	2	1	1	0	0	0	0
PCT7615	TO	750	5	0	0	1	4	1	2	0	0	0	1
PCT7616	MV	754	1	0	0	1	0	0	0	0	0	0	0
PCT7616	ED	82	0	0	0	0	0	0	0	0	0	0	0
PCT7616	TO	836	1	0	0	1	0	0	0	0	0	0	0
PCT7617	MV	583	6	0	0	3	3	0	1	0	0	1	1
PCT7617	ED	169	1	0	0	0	1	0	1	0	0	0	0
PCT7617	TO	752	7	0	0	3	4	0	2	0	0	1	1
PCT7618	MV	763	3	0	0	3	0	0	0	0	0	0	0
PCT7618	ED	151	0	0	0	0	0	0	0	0	0	0	0
PCT7618	TO	914	3	0	0	3	0	0	0	0	0	0	0
PCT7619	MV	937	4	0	0	4	0	0	0	0	0	0	0
PCT7619	ED	170	0	0	0	0	0	0	0	0	0	0	0
PCT7619	TO	1107	4	0	0	4	0	0	0	0	0	0	0
PCT7621	MV	1006	5	0	0	3	2	0	0	0	0	2	0
PCT7621	ED	149	0	0	0	0	0	0	0	0	0	0	0
PCT7621	TO	1155	5	0	0	3	2	0	0	0	0	2	0
PCT7622	MV	697	1	0	0	1	0	0	0	0	0	0	0
PCT7622	ED	263	3	0	0	0	3	2	0	1	0	0	0
PCT7622	TO	960	4	0	0	1	3	2	0	1	0	0	0
PCT7623	MV	767	5	0	0	1	4	0	0	1	0	2	1
PCT7623	ED	237	0	0	0	0	0	0	0	0	0	0	0
PCT7623	TO	1004	5	0	0	1	4	0	0	1	0	2	1
PCT7624	MV	652	10	0	0	2	8	0	4	1	2	1	0
PCT7624	ED	223	2	0	0	0	2	0	0	0	1	0	1
PCT7624	TO	875	12	0	0	2	10	0	4	1	3	1	1
PCT7625	MV	749	2	0	0	0	2	0	0	0	2	0	0
PCT7625	ED	73	1	0	0	1	0	0	0	0	0	0	0
PCT7625	TO	822	3	0	0	1	2	0	0	0	2	0	0
PCT7626	MV	944	4	0	0	4	0	0	0	0	0	0	0
PCT7626	ED	129	0	0	0	0	0	0	0	0	0	0	0
PCT7626	TO	1073	4	0	0	4	0	0	0	0	0	0	0
PCT7627	MV	457	3	0	0	3	0	0	0	0	0	0	0
PCT7627	ED	67	0	0	0	0	0	0	0	0	0	0	0
PCT7627	TO	524	3	0	0	3	0	0	0	0	0	0	0
PCT7628	MV	718	4	0	0	2	2	0	2	0	0	0	0
PCT7628	ED	220	1	0	0	0	1	0	1	0	0	0	0
PCT7628	TO	938	5	0	0	2	3	0	3	0	0	0	0
PCT7629	MV	691	2	0	0	1	1	0	0	0	0	0	1
PCT7629	ED	162	1	0	0	1	0	0	0	0	0	0	0
PCT7629	TO	853	3	0	0	2	1	0	0	0	0	0	1
PCT7631	MV	1009	2	0	0	1	1	0	0	1	0	0	0
PCT7631	ED	210	0	0	0	0	0	0	0	0	0	0	0
PCT7631	TO	1219	2	0	0	1	1	0	0	1	0	0	0
PCT7632	MV	1002	0	0	0	0	0	0	0	0	0	0	0
PCT7632	ED	169	1	0	0	0	1	0	1	0	0	0	0
PCT7632	TO	1171	1	0	0	0	1	0	1	0	0	0	0
PCT7633	MV	609	1	0	0	0	1	0	1	0	0	0	0
PCT7633	ED	126	1	0	0	0	1	1	0	0	0	0	0
PCT7633	TO	735	2	0	0	0	2	1	1	0	0	0	0
PCT7634	MV	704	5	0	0	2	3	0	0	1	2	0	0
PCT7634	ED	186	2	0	0	0	2	0	0	1	1	0	0
PCT7634	TO	890	7	0	0	2	5	0	0	2	3	0	0
PCT7635	MV	665	5	0	0	3	2	0	1	1	0	0	0
PCT7635	ED	188	0	0	0	0	0	0	0	0	0	0	0
PCT7635	TO	853	5	0	0	3	2	0	1	1	0	0	0
PCT7636	MV	798	3	0	0	0	3	0	1	0	2	0	0
PCT7636	ED	161	1	0	0	1	0	0	0	0	0	0	0
PCT7636	TO	959	4	0	0	1	3	0	1	0	2	0	0
PCT7637	MV	747	1	0	0	0	1	0	0	1	0	0	0
PCT7637	ED	121	0	0	0	0	0	0	0	0	0	0	0
PCT7637	TO	868	1	0	0	0	1	0	0	1	0	0	0
PCT7638	MV	806	5	0	0	2	3	0	0	1	0	1	1
PCT7638	ED	83	1	0	0	0	1	0	1	0	0	0	0
PCT7638	TO	889	6	0	0	2	4	0	1	1	0	1	1
PCT7639	MV	889	4	0	0	2	2	0	0	2	0	0	0
PCT7639	ED	133	0	0	0	0	0	0	0	0	0	0	0
PCT7639	TO	1022	4	0	0	2	2	0	0	2	0	0	0
PCT7641	MV	817	10	0	0	8	2	0	1	1	0	0	0
PCT7641	ED	134	0	0	0	0	0	0	0	0	0	0	0
PCT7641	TO	951	10	0	0	8	2	0	1	1	0	0	0
PCT7642	MV	647	1	0	0	1	0	0	0	0	0	0	0
PCT7642	ED	118	1	0	0	0	1	0	0	0	0	0	1
PCT7642	TO	765	2	0	0	1	1	0	0	0	0	0	1
PCT7643	MV	810	3	0	0	3	0	0	0	0	0	0	0
PCT7643	ED	131	0	0	0	0	0	0	0	0	0	0	0
PCT7643	TO	941	3	0	0	3	0	0	0	0	0	0	0
PCT7644	MV	1014	0	0	0	0	0	0	0	0	0	0	0
PCT7644	ED	162	0	0	0	0	0	0	0	0	0	0	0
PCT7644	TO	1176	0	0	0	0	0	0	0	0	0	0	0
PCT7645	MV	595	2	0	0	2	0	0	0	0	0	0	0
PCT7645	ED	61	2	0	0	1	1	0	0	1	0	0	0
PCT7645	TO	656	4	0	0	3	1	0	0	1	0	0	0
PCT7646	MV	1032	7	0	0	6	1	0	0	0	0	1	0
PCT7646	ED	121	2	0	0	1	1	0	0	1	0	0	0
PCT7646	TO	1153	9	0	0	7	2	0	0	1	0	1	0
PCT7647	MV	724	3	0	0	3	0	0	0	0	0	0	0
PCT7647	ED	263	0	0	0	0	0	0	0	0	0	0	0
PCT7647	TO	987	3	0	0	3	0	0	0	0	0	0	0
PCT7648	MV	2	0	0	0	0	0	0	0	0	0	0	0
PCT7648	ED	0	0	0	0	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0	0	0	0
PCT7649	MV	723	4	0	0	2	2	0	0	1	0	1	0
PCT7649	ED	177	2	0	0	0	2	0	0	0	0	2	0
PCT7649	TO	900	6	0	0	2	4	0	0	1	0	3	0
PCT7651	MV	834	2	0	0	1	1	0	0	1	0	0	0
PCT7651	ED	113	0	0	0	0	0	0	0	0	0	0	0
PCT7651	TO	947	2	0	0	1	1	0	0	1	0	0	0
PCT7652	MV	535	1	0	0	1	0	0	0	0	0	0	0
PCT7652	ED	100	0	0	0	0	0	0	0	0	0	0	0
PCT7652	TO	635	1	0	0	1	0	0	0	0	0	0	0
PCT7653	MV	750	0	0	0	0	0	0	0	0	0	0	0
PCT7653	ED	89	1	0	0	1	0	0	0	0	0	0	0
PCT7653	TO	839	1	0	0	1	0	0	0	0	0	0	0
PCT7654	MV	413	1	0	0	1	0	0	0	0	0	0	0
PCT7654	ED	53	1	0	0	0	1	0	0	0	0	0	1
PCT7654	TO	466	2	0	0	1	1	0	0	0	0	0	1
PCT7655	MV	583	2	0	0	1	1	0	1	0	0	0	0
PCT7655	ED	96	0	0	0	0	0	0	0	0	0	0	0
PCT7655	TO	679	2	0	0	1	1	0	1	0	0	0	0
PCT7656	MV	603	0	0	0	0	0	0	0	0	0	0	0
PCT7656	ED	35	0	0	0	0	0	0	0	0	0	0	0
PCT7656	TO	638	0	0	0	0	0	0	0	0	0	0	0
PCT7657	MV	561	4	0	0	3	1	0	1	0	0	0	0
PCT7657	ED	37	1	0	0	1	0	0	0	0	0	0	0
PCT7657	TO	598	5	0	0	4	1	0	1	0	0	0	0
PCT7701	MV	868	2	0	0	2	0	0	0	0	0	0	0
PCT7701	ED	196	2	0	0	2	0	0	0	0	0	0	0
PCT7701	TO	1064	4	0	0	4	0	0	0	0	0	0	0
PCT7702	MV	623	2	0	0	2	0	0	0	0	0	0	0
PCT7702	ED	133	0	0	0	0	0	0	0	0	0	0	0
PCT7702	TO	756	2	0	0	2	0	0	0	0	0	0	0
PCT7703	MV	187	1	0	0	0	1	0	0	0	0	0	1
PCT7703	ED	-13	0	0	0	0	0	0	0	0	0	0	0
PCT7703	TO	174	1	0	0	0	1	0	0	0	0	0	1
PCT7704	MV	798	3	0	0	3	0	0	0	0	0	0	0
PCT7704	ED	204	2	0	0	2	0	0	0	0	0	0	0
PCT7704	TO	1002	5	0	0	5	0	0	0	0	0	0	0
PCT7705	MV	470	4	0	0	3	1	0	0	1	0	0	0
PCT7705	ED	125	2	0	0	2	0	0	0	0	0	0	0
PCT7705	TO	595	6	0	0	5	1	0	0	1	0	0	0
PCT7706	MV	687	5	0	0	4	1	0	0	1	0	0	0
PCT7706	ED	179	1	0	0	0	1	0	0	1	0	0	0
PCT7706	TO	866	6	0	0	4	2	0	0	2	0	0	0
PCT7707	MV	683	8	0	0	5	3	0	2	0	1	0	0
PCT7707	ED	189	0	0	0	0	0	0	0	0	0	0	0
PCT7707	TO	872	8	0	0	5	3	0	2	0	1	0	0
PCT7708	MV	710	0	0	0	0	0	0	0	0	0	0	0
PCT7708	ED	165	1	0	0	1	0	0	0	0	0	0	0
PCT7708	TO	875	1	0	0	1	0	0	0	0	0	0	0
PCT7709	MV	324	2	0	0	2	0	0	0	0	0	0	0
PCT7709	ED	82	0	0	0	0	0	0	0	0	0	0	0
PCT7709	TO	406	2	0	0	2	0	0	0	0	0	0	0
PCT7711	MV	658	3	0	0	3	0	0	0	0	0	0	0
PCT7711	ED	153	0	0	0	0	0	0	0	0	0	0	0
PCT7711	TO	811	3	0	0	3	0	0	0	0	0	0	0
PCT7712	MV	425	4	0	0	4	0	0	0	0	0	0	0
PCT7712	ED	107	0	0	0	0	0	0	0	0	0	0	0
PCT7712	TO	532	4	0	0	4	0	0	0	0	0	0	0
PCT7801	MV	823	4	0	0	3	1	0	1	0	0	0	0
PCT7801	ED	151	1	0	0	1	0	0	0	0	0	0	0
PCT7801	TO	974	5	0	0	4	1	0	1	0	0	0	0
PCT7802	MV	646	2	0	0	2	0	0	0	0	0	0	0
PCT7802	ED	152	0	0	0	0	0	0	0	0	0	0	0
PCT7802	TO	798	2	0	0	2	0	0	0	0	0	0	0
PCT7803	MV	718	2	0	0	1	1	0	1	0	0	0	0
PCT7803	ED	113	2	0	0	0	2	2	0	0	0	0	0
PCT7803	TO	831	4	0	0	1	3	2	1	0	0	0	0
PCT7804	MV	734	5	0	0	3	2	0	2	0	0	0	0
PCT7804	ED	151	0	0	0	0	0	0	0	0	0	0	0
PCT7804	TO	885	5	0	0	3	2	0	2	0	0	0	0
PCT7805	MV	644	3	0	0	2	1	0	0	1	0	0	0
PCT7805	ED	156	0	0	0	0	0	0	0	0	0	0	0
PCT7805	TO	800	3	0	0	2	1	0	0	1	0	0	0
PCT7806	MV	602	1	0	0	1	0	0	0	0	0	0	0
PCT7806	ED	153	0	0	0	0	0	0	0	0	0	0	0
PCT7806	TO	755	1	0	0	1	0	0	0	0	0	0	0
PCT7807	MV	642	0	0	0	0	0	0	0	0	0	0	0
PCT7807	ED	185	3	0	0	0	3	0	1	2	0	0	0
PCT7807	TO	827	3	0	0	0	3	0	1	2	0	0	0
PCT7808	MV	525	2	0	0	2	0	0	0	0	0	0	0
PCT7808	ED	129	0	0	0	0	0	0	0	0	0	0	0
PCT7808	TO	654	2	0	0	2	0	0	0	0	0	0	0
PCT7809	MV	624	1	0	0	1	0	0	0	0	0	0	0
PCT7809	ED	140	0	0	0	0	0	0	0	0	0	0	0
PCT7809	TO	764	1	0	0	1	0	0	0	0	0	0	0
PCT7811	MV	582	3	0	0	2	1	0	0	1	0	0	0
PCT7811	ED	176	0	0	0	0	0	0	0	0	0	0	0
PCT7811	TO	758	3	0	0	2	1	0	0	1	0	0	0
PCT7812	MV	680	4	0	0	3	1	0	1	0	0	0	0
PCT7812	ED	217	1	0	0	0	1	0	0	1	0	0	0
PCT7812	TO	897	5	0	0	3	2	0	1	1	0	0	0
PCT7813	MV	843	2	0	0	2	0	0	0	0	0	0	0
PCT7813	ED	225	2	0	0	2	0	0	0	0	0	0	0
PCT7813	TO	1068	4	0	0	4	0	0	0	0	0	0	0
PCT7814	MV	660	4	0	0	4	0	0	0	0	0	0	0
PCT7814	ED	241	1	0	0	0	1	0	0	0	0	0	1
PCT7814	TO	901	5	0	0	4	1	0	0	0	0	0	1
