area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSTot	RSWri	82:DAVID CHIU	177:Starchild
PCT7601	ED	193	89	0	0	32	57	4	53	0
PCT7601	TO	677	183	0	0	53	130	4	126	0
PCT7602	MV	653	120	0	0	24	96	0	96	0
PCT7602	ED	233	103	0	0	31	72	3	69	0
PCT7602	TO	886	223	0	0	55	168	3	165	0
PCT7603	MV	610	119	0	0	45	74	0	74	0
PCT7603	ED	205	167	0	0	50	117	3	114	0
PCT7603	TO	815	286	0	0	95	191	3	188	0
PCT7604	MV	684	116	0	0	31	85	0	85	0
PCT7604	ED	260	133	0	0	41	92	5	87	0
PCT7604	TO	944	249	0	0	72	177	5	172	0
PCT7605	MV	466	94	0	0	26	68	0	68	0
PCT7605	ED	195	62	0	0	13	49	5	44	0
PCT7605	TO	661	156	0	0	39	117	5	112	0
PCT7606	MV	671	114	0	0	37	77	0	77	0
PCT7606	ED	212	79	0	0	23	56	1	55	0
PCT7606	TO	883	193	0	0	60	133	1	132	0
PCT7607	MV	707	119	0	0	33	86	0	86	0
PCT7607	ED	212	100	0	0	25	75	1	74	0
PCT7607	TO	919	219	0	0	58	161	1	160	0
PCT7608	MV	279	67	0	0	12	55	0	55	0
PCT7608	ED	101	19	0	0	4	15	1	14	0
PCT7608	TO	380	86	0	0	16	70	1	69	0
PCT7609	MV	698	178	0	0	31	147	0	147	0
PCT7609	ED	186	49	0	0	16	33	2	31	0
PCT7609	TO	884	227	0	0	47	180	2	178	0
PCT7611	MV	586	126	0	0	29	97	0	97	0
PCT7611	ED	202	43	0	0	7	36	2	34	0
PCT7611	TO	788	169	0	0	36	133	2	131	0
PCT7612	MV	452	95	0	0	22	73	0	73	0
PCT7612	ED	105	29	0	0	8	21	0	21	0
PCT7612	TO	557	124	0	0	30	94	0	94	0
PCT7613	MV	629	100	0	0	30	70	0	70	0
PCT7613	ED	254	86	0	0	19	67	3	64	0
PCT7613	TO	883	186	0	0	49	137	3	134	0
PCT7614	MV	708	109	0	0	28	81	0	81	0
PCT7614	ED	208	78	0	0	20	58	2	56	0
PCT7614	TO	916	187	0	0	48	139	2	137	0
PCT7615	MV	510	75	0	0	19	56	0	56	0
PCT7615	ED	240	58	0	0	15	43	1	42	0
PCT7615	TO	750	133	0	0	34	99	1	98	0
PCT7616	MV	750	77	0	0	22	55	0	55	0
PCT7616	ED	86	86	0	0	31	55	2	53	0
PCT7616	TO	836	163	0	0	53	110	2	108	0
PCT7617	MV	583	113	0	0	44	69	0	69	0
PCT7617	ED	169	42	0	0	16	26	1	25	0
PCT7617	TO	752	155	0	0	60	95	1	94	0
PCT7618	MV	762	133	0	0	43	90	0	90	0
PCT7618	ED	152	84	0	0	27	57	2	55	0
PCT7618	TO	914	217	0	0	70	147	2	145	0
PCT7619	MV	932	158	0	0	53	105	0	105	0
PCT7619	ED	175	117	0	0	34	83	2	81	0
PCT7619	TO	1107	275	0	0	87	188	2	186	0
PCT7621	MV	1000	177	0	0	48	129	0	129	0
PCT7621	ED	155	103	0	0	25	78	5	73	0
PCT7621	TO	1155	280	0	0	73	207	5	202	0
PCT7622	MV	695	100	0	0	25	75	0	75	0
PCT7622	ED	265	73	0	0	23	50	2	48	0
PCT7622	TO	960	173	0	0	48	125	2	123	0
PCT7623	MV	762	99	0	0	25	74	0	74	0
PCT7623	ED	242	98	0	0	28	70	4	66	0
PCT7623	TO	1004	197	0	0	53	144	4	140	0
PCT7624	MV	649	118	0	0	22	96	0	96	0
PCT7624	ED	226	72	0	0	23	49	2	47	0
PCT7624	TO	875	190	0	0	45	145	2	143	0
PCT7625	MV	747	265	0	0	76	189	0	189	0
PCT7625	ED	75	34	0	0	6	28	0	28	0
PCT7625	TO	822	299	0	0	82	217	0	217	0
PCT7626	MV	944	158	0	0	45	113	0	113	0
PCT7626	ED	129	105	0	0	15	90	2	88	0
PCT7626	TO	1073	263	0	0	60	203	2	201	0
PCT7627	MV	456	81	0	0	36	45	0	45	0
PCT7627	ED	68	57	0	0	20	37	2	35	0
PCT7627	TO	524	138	0	0	56	82	2	80	0
PCT7628	MV	716	116	0	0	39	77	0	77	0
PCT7628	ED	222	110	0	0	32	78	3	75	0
PCT7628	TO	938	226	0	0	71	155	3	152	0
PCT7629	MV	685	100	0	0	42	58	0	58	0
PCT7629	ED	168	86	0	0	15	71	0	71	0
PCT7629	TO	853	186	0	0	57	129	0	129	0
PCT7631	MV	1007	164	0	0	47	117	0	117	0
PCT7631	ED	212	110	0	0	34	76	3	73	0
PCT7631	TO	1219	274	0	0	81	193	3	190	0
PCT7632	MV	995	154	0	0	49	105	0	105	0
PCT7632	ED	176	128	0	0	39	89	7	82	0
PCT7632	TO	1171	282	0	0	88	194	7	187	0
PCT7633	MV	608	134	0	0	30	104	0	104	0
PCT7633	ED	127	96	0	0	31	65	3	62	0
PCT7633	TO	735	230	0	0	61	169	3	166	0
PCT7634	MV	704	162	0	0	43	119	0	119	0
PCT7634	ED	186	101	0	0	24	77	5	72	0
PCT7634	TO	890	263	0	0	67	196	5	191	0
PCT7635	MV	662	103	0	0	28	75	0	75	0
PCT7635	ED	191	62	0	0	20	42	1	41	0
PCT7635	TO	853	165	0	0	48	117	1	116	0
PCT7636	MV	797	130	0	0	33	97	0	97	0
PCT7636	ED	162	107	0	0	29	78	1	77	0
PCT7636	TO	959	237	0	0	62	175	1	174	0
PCT7637	MV	746	143	0	0	44	99	0	99	0
PCT7637	ED	122	98	0	0	27	71	1	70	0
PCT7637	TO	868	241	0	0	71	170	1	169	0
PCT7638	MV	806	156	0	0	52	104	0	104	0
PCT7638	ED	83	87	0	0	33	54	1	53	0
PCT7638	TO	889	243	0	0	85	158	1	157	0
PCT7639	MV	888	138	0	0	36	102	0	102	0
PCT7639	ED	134	132	0	0	51	81	2	79	0
PCT7639	TO	1022	270	0	0	87	183	2	181	0
PCT7641	MV	817	182	0	0	53	129	0	129	0
PCT7641	ED	134	92	0	0	25	67	2	65	0
PCT7641	TO	951	274	0	0	78	196	2	194	0
PCT7642	MV	646	92	0	0	25	67	0	67	0
PCT7642	ED	119	79	0	0	30	49	2	47	0
PCT7642	TO	765	171	0	0	55	116	2	114	0
PCT7643	MV	808	177	0	0	44	133	0	133	0
PCT7643	ED	133	105	0	0	22	83	3	80	0
PCT7643	TO	941	282	0	0	66	216	3	213	0
PCT7644	MV	1013	141	0	0	40	101	0	101	0
PCT7644	ED	163	142	0	0	29	113	2	111	0
PCT7644	TO	1176	283	0	0	69	214	2	212	0
PCT7645	MV	595	127	0	0	46	81	0	81	0
PCT7645	ED	61	56	0	0	17	39	1	38	0
PCT7645	TO	656	183	0	0	63	120	1	119	0
PCT7646	MV	1029	157	0	0	48	109	0	109	0
PCT7646	ED	124	133	0	0	34	99	3	96	0
PCT7646	TO	1153	290	0	0	82	208	3	205	0
PCT7647	MV	721	85	0	0	25	60	0	60	0
PCT7647	ED	266	79	0	0	23	56	6	50	0
PCT7647	TO	987	164	0	0	48	116	6	110	0
PCT7648	MV	2	0	0	0	0	0	0	0	0
PCT7648	ED	0	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0
PCT7649	MV	714	127	0	0	34	93	0	93	0
PCT7649	ED	186	78	0	0	23	55	1	54	0
PCT7649	TO	900	205	0	0	57	148	1	147	0
PCT7651	MV	833	124	0	0	28	96	0	96	0
PCT7651	ED	114	72	0	0	19	53	0	53	0
PCT7651	TO	947	196	0	0	47	149	0	149	0
PCT7652	MV	530	77	0	0	21	56	0	56	0
PCT7652	ED	105	86	0	0	29	57	0	57	0
PCT7652	TO	635	163	0	0	50	113	0	113	0
PCT7653	MV	749	107	0	0	32	75	0	75	0
PCT7653	ED	90	79	0	0	32	47	1	46	0
PCT7653	TO	839	186	0	0	64	122	1	121	0
PCT7654	MV	407	66	0	0	11	55	0	55	0
PCT7654	ED	59	83	0	0	30	53	1	52	0
PCT7654	TO	466	149	0	0	41	108	1	107	0
PCT7655	MV	578	92	0	0	23	69	0	69	0
PCT7655	ED	101	59	0	0	14	45	0	45	0
PCT7655	TO	679	151	0	0	37	114	0	114	0
PCT7656	MV	603	130	0	0	46	84	0	84	0
PCT7656	ED	35	40	0	0	17	23	0	23	0
PCT7656	TO	638	170	0	0	63	107	0	107	0
PCT7657	MV	559	75	0	0	15	60	0	60	0
PCT7657	ED	39	61	0	0	24	37	0	37	0
PCT7657	TO	598	136	0	0	39	97	0	97	0
PCT7701	MV	868	190	0	0	57	133	0	133	0
PCT7701	ED	196	173	0	0	48	125	4	121	0
PCT7701	TO	1064	363	0	0	105	258	4	254	0
PCT7702	MV	623	125	0	0	45	80	0	80	0
PCT7702	ED	133	103	0	0	36	67	4	63	0
PCT7702	TO	756	228	0	0	81	147	4	143	0
PCT7703	MV	187	42	0	0	9	33	0	33	0
PCT7703	ED	-13	0	0	0	0	0	0	0	0
PCT7703	TO	174	42	0	0	9	33	0	33	0
PCT7704	MV	798	186	0	0	64	122	0	122	0
PCT7704	ED	204	173	0	0	60	113	2	111	0
PCT7704	TO	1002	359	0	0	124	235	2	233	0
PCT7705	MV	467	119	0	0	31	88	0	88	0
PCT7705	ED	128	110	0	0	38	72	2	70	0
PCT7705	TO	595	229	0	0	69	160	2	158	0
PCT7706	MV	686	177	0	0	66	111	0	111	0
PCT7706	ED	180	162	0	0	39	123	6	117	0
PCT7706	TO	866	339	0	0	105	234	6	228	0
PCT7707	MV	683	148	0	0	36	112	0	112	0
PCT7707	ED	189	179	0	0	45	134	2	132	0
PCT7707	TO	872	327	0	0	81	246	2	244	0
PCT7708	MV	710	182	0	0	54	128	0	128	0
PCT7708	ED	165	152	0	0	37	115	3	112	0
PCT7708	TO	875	334	0	0	91	243	3	240	0
PCT7709	MV	322	67	0	0	11	56	0	56	0
PCT7709	ED	84	90	0	0	25	65	5	60	0
PCT7709	TO	406	157	0	0	36	121	5	116	0
PCT7711	MV	657	127	0	0	44	83	0	83	0
PCT7711	ED	154	125	0	0	37	88	2	86	0
PCT7711	TO	811	252	0	0	81	171	2	169	0
PCT7712	MV	423	81	0	0	28	53	0	53	0
PCT7712	ED	109	106	0	0	35	71	2	69	0
PCT7712	TO	532	187	0	0	63	124	2	122	0
PCT7801	MV	821	162	0	0	60	102	0	102	0
PCT7801	ED	153	190	0	0	55	135	1	134	0
PCT7801	TO	974	352	0	0	115	237	1	236	0
PCT7802	MV	646	154	0	0	52	102	0	102	0
PCT7802	ED	152	157	0	0	39	118	5	113	0
PCT7802	TO	798	311	0	0	91	220	5	215	0
PCT7803	MV	717	166	0	0	52	114	0	114	0
PCT7803	ED	114	128	0	0	38	90	0	90	0
PCT7803	TO	831	294	0	0	90	204	0	204	0
PCT7804	MV	729	148	0	0	40	108	0	108	0
PCT7804	ED	156	180	0	0	58	122	3	119	0
PCT7804	TO	885	328	0	0	98	230	3	227	0
PCT7805	MV	641	142	0	0	41	101	0	101	0
PCT7805	ED	159	155	0	0	41	114	5	109	0
PCT7805	TO	800	297	0	0	82	215	5	210	0
PCT7806	MV	601	99	0	0	28	71	0	71	0
PCT7806	ED	154	152	0	0	44	108	3	105	0
PCT7806	TO	755	251	0	0	72	179	3	176	0
PCT7807	MV	642	137	0	0	39	98	0	98	0
PCT7807	ED	185	174	0	0	52	122	2	120	0
PCT7807	TO	827	311	0	0	91	220	2	218	0
PCT7808	MV	525	91	0	0	29	62	0	62	0
PCT7808	ED	129	129	0	0	37	92	2	90	0
PCT7808	TO	654	220	0	0	66	154	2	152	0
PCT7809	MV	624	132	0	0	31	101	0	101	0
PCT7809	ED	140	135	0	0	46	89	0	89	0
PCT7809	TO	764	267	0	0	77	190	0	190	0
PCT7811	MV	575	94	0	0	26	68	0	68	0
PCT7811	ED	183	155	0	0	41	114	0	114	0
PCT7811	TO	758	249	0	0	67	182	0	182	0
PCT7812	MV	680	146	0	0	49	97	0	97	0
PCT7812	ED	217	163	0	0	47	116	6	110	0
PCT7812	TO	897	309	0	0	96	213	6	207	0
PCT7813	MV	836	171	0	0	51	120	0	120	0
PCT7813	ED	232	214	0	0	68	146	4	142	0
PCT7813	TO	1068	385	0	0	119	266	4	262	0
PCT7814	MV	660	99	0	0	31	68	0	68	0
PCT7814	ED	241	118	0	0	34	84	4	80	0
PCT7814	TO	901	217	0	0	65	152	4	148	0
PCT7815	MV	749	167	0	0	47	120	0	120	0
PCT7815	ED	168	176	0	0	33	143	2	141	0
PCT7815	TO	917	343	0	0	80	263	2	261	0
PCT7816	MV	721	164	0	0	46	118	0	118	0
PCT7816	ED	151	149	0	0	41	108	0	108	0
PCT7816	TO	872	313	0	0	87	226	0	226	0
PCT7817	MV	648	149	0	0	38	111	0	111	0
PCT7817	ED	190	182	0	0	51	131	4	127	0
PCT7817	TO	838	331	0	0	89	242	4	238	0
PCT7818	MV	667	126	0	0	34	92	0	92	0
PCT7818	ED	172	149	0	0	37	112	3	109	0
PCT7818	TO	839	275	0	0	71	204	3	201	0
PCT7819	MV	632	120	0	0	25	95	0	95	0
PCT7819	ED	142	89	0	0	22	67	2	65	0
PCT7819	TO	774	209	0	0	47	162	2	160	0
PCT7821	MV	806	155	0	0	41	114	0	114	0
PCT7821	ED	170	189	0	0	53	136	3	133	0
PCT7821	TO	976	344	0	0	94	250	3	247	0
PCT7822	MV	673	140	0	0	33	107	0	107	0
PCT7822	ED	219	222	0	0	63	159	2	157	0
PCT7822	TO	892	362	0	0	96	266	2	264	0
PCT7823	MV	703	159	0	0	39	120	0	120	0
PCT7823	ED	180	188	0	0	43	145	1	144	0
PCT7823	TO	883	347	0	0	82	265	1	264	0
PCT7824	MV	613	104	0	0	39	65	0	65	0
PCT7824	ED	155	158	0	0	42	116	0	116	0
PCT7824	TO	768	262	0	0	81	181	0	181	0
PCT7825	MV	457	82	0	0	19	63	0	63	0
PCT7825	ED	151	130	0	0	38	92	3	89	0
PCT7825	TO	608	212	0	0	57	155	3	152	0
PCT7826	MV	485	82	0	0	25	57	0	57	0
PCT7826	ED	205	162	0	0	42	120	3	117	0
PCT7826	TO	690	244	0	0	67	177	3	174	0
PCT7827	MV	601	80	0	0	22	58	0	58	0
PCT7827	ED	225	145	0	0	43	102	3	99	0
PCT7827	TO	826	225	0	0	65	160	3	157	0
PCT7828	MV	855	178	0	0	46	132	0	132	0
PCT7828	ED	173	177	0	0	51	126	1	125	0
PCT7828	TO	1028	355	0	0	97	258	1	257	0
PCT7829	MV	740	151	0	0	37	114	0	114	0
PCT7829	ED	151	151	0	0	35	116	4	112	0
PCT7829	TO	891	302	0	0	72	230	4	226	0
PCT7831	MV	762	174	0	0	60	114	0	114	0
PCT7831	ED	140	137	0	0	39	98	2	96	0
PCT7831	TO	902	311	0	0	99	212	2	210	0
PCT7832	MV	662	154	0	0	42	112	0	112	0
PCT7832	ED	119	127	0	0	33	94	2	92	0
PCT7832	TO	781	281	0	0	75	206	2	204	0
PCT7833	MV	585	102	0	0	29	73	0	73	0
PCT7833	ED	148	145	0	0	49	96	2	94	0
PCT7833	TO	733	247	0	0	78	169	2	167	0
PCT7834	MV	696	109	0	0	37	72	0	72	0
PCT7834	ED	198	175	0	0	65	110	4	106	0
PCT7834	TO	894	284	0	0	102	182	4	178	0
PCT7835	MV	720	158	0	0	45	113	0	113	0
PCT7835	ED	143	147	0	0	44	103	1	102	0
PCT7835	TO	863	305	0	0	89	216	1	215	0
PCT7836	MV	849	209	0	0	63	146	0	146	0
PCT7836	ED	194	169	0	0	48	121	3	118	0
PCT7836	TO	1043	378	0	0	111	267	3	264	0
PCT7837	MV	717	140	0	0	33	107	0	107	0
PCT7837	ED	206	198	0	0	51	147	0	147	0
PCT7837	TO	923	338	0	0	84	254	0	254	0
PCT7838	MV	752	174	0	0	48	126	0	126	0
PCT7838	ED	143	155	0	0	37	118	4	114	0
PCT7838	TO	895	329	0	0	85	244	4	240	0
PCT7839	MV	731	156	0	0	50	106	0	106	0
PCT7839	ED	130	136	0	0	40	96	0	96	0
PCT7839	TO	861	292	0	0	90	202	0	202	0
PCT7841	MV	752	138	0	0	48	90	0	90	0
PCT7841	ED	198	207	0	0	68	139	1	138	0
PCT7841	TO	950	345	0	0	116	229	1	228	0
PCT7842	MV	701	114	0	0	44	70	0	70	0
PCT7842	ED	178	154	0	0	46	108	4	104	0
PCT7842	TO	879	268	0	0	90	178	4	174	0
PCT7843	MV	545	88	0	0	34	54	0	54	0
PCT7843	ED	184	163	0	0	47	116	1	115	0
PCT7843	TO	729	251	0	0	81	170	1	169	0
PCT7844	MV	499	84	0	0	27	57	0	57	0
PCT7844	ED	152	136	0	0	41	95	5	90	0
PCT7844	TO	651	220	0	0	68	152	5	147	0
PCT7845	MV	675	129	0	0	27	102	0	102	0
PCT7845	ED	205	177	0	0	56	121	2	119	0
PCT7845	TO	880	306	0	0	83	223	2	221	0
PCT7846	MV	735	147	0	0	51	96	0	96	0
PCT7846	ED	173	166	0	0	44	122	1	121	0
PCT7846	TO	908	313	0	0	95	218	1	217	0
PCT7847	MV	698	142	0	0	46	96	0	96	0
PCT7847	ED	193	181	0	0	56	125	7	118	0
PCT7847	TO	891	323	0	0	102	221	7	214	0
PCT7848	MV	663	131	0	0	44	87	0	87	0
PCT7848	ED	184	168	0	0	49	119	2	117	0
PCT7848	TO	847	299	0	0	93	206	2	204	0
PCT7849	MV	729	141	0	0	47	94	0	94	0
PCT7849	ED	172	186	0	0	48	138	4	134	0
PCT7849	TO	901	327	0	0	95	232	4	228	0
PCT7851	MV	413	113	0	0	33	80	0	80	0
PCT7851	ED	113	84	0	0	22	62	0	62	0
PCT7851	TO	526	197	0	0	55	142	0	142	0
PCT7852	MV	532	139	0	0	34	105	0	105	0
PCT7852	ED	112	103	0	0	26	77	2	75	0
PCT7852	TO	644	242	0	0	60	182	2	180	0
PCT7853	MV	694	136	0	0	34	102	0	102	0
PCT7853	ED	161	137	0	0	32	105	1	104	0
PCT7853	TO	855	273	0	0	66	207	1	206	0
PCT7854	MV	703	138	0	0	43	95	0	95	0
PCT7854	ED	175	172	0	0	51	121	0	121	0
PCT7854	TO	878	310	0	0	94	216	0	216	0
PCT7855	MV	760	150	0	0	54	96	0	96	0
PCT7855	ED	214	202	0	0	57	145	2	143	0
PCT7855	TO	974	352	0	0	111	241	2	239	0
PCT7856	MV	643	106	0	0	25	81	0	81	0
PCT7856	ED	204	193	0	0	60	133	1	132	0
PCT7856	TO	847	299	0	0	85	214	1	213	0
PCT7857	MV	745	144	0	0	45	99	0	99	0
PCT7857	ED	161	153	0	0	50	103	3	100	0
PCT7857	TO	906	297	0	0	95	202	3	199	0
PCT7858	MV	618	120	0	0	29	91	0	91	0
PCT7858	ED	161	147	0	0	48	99	3	96	0
PCT7858	TO	779	267	0	0	77	190	3	187	0
PCT7859	MV	747	152	0	0	41	111	0	111	0
PCT7859	ED	152	165	0	0	53	112	0	112	0
PCT7859	TO	899	317	0	0	94	223	0	223	0
PCT7861	MV	699	144	0	0	45	99	0	99	0
PCT7861	ED	164	171	0	0	48	123	4	119	0
PCT7861	TO	863	315	0	0	93	222	4	218	0
PCT7862	MV	669	143	0	0	47	96	0	96	0
PCT7862	ED	195	197	0	0	52	145	2	143	0
PCT7862	TO	864	340	0	0	99	241	2	239	0
PCT7863	MV	690	102	0	0	30	72	0	72	0
PCT7863	ED	211	205	0	0	62	143	3	140	0
PCT7863	TO	901	307	0	0	92	215	3	212	0
PCT7864	MV	660	115	0	0	32	83	0	83	0
PCT7864	ED	154	157	0	0	35	122	4	118	0
PCT7864	TO	814	272	0	0	67	205	4	201	0
PCT7865	MV	677	132	0	0	46	86	0	86	0
PCT7865	ED	163	157	0	0	59	98	1	97	0
PCT7865	TO	840	289	0	0	105	184	1	183	0
PCT7866	MV	689	173	0	0	52	121	0	121	0
PCT7866	ED	159	141	0	0	31	110	4	106	0
PCT7866	TO	848	314	0	0	83	231	4	227	0
PCT7867	MV	763	179	0	0	51	128	0	128	0
PCT7867	ED	215	182	0	0	41	141	3	138	0
PCT7867	TO	978	361	0	0	92	269	3	266	0
PCT7868	MV	657	157	0	0	35	122	0	122	0
PCT7868	ED	219	161	0	0	34	127	7	120	0
PCT7868	TO	876	318	0	0	69	249	7	242	0
PCT7869	MV	682	157	0	0	54	103	0	103	0
PCT7869	ED	179	189	0	0	48	141	2	139	0
PCT7869	TO	861	346	0	0	102	244	2	242	0
PCT7871	MV	701	153	0	0	30	123	0	123	0
PCT7871	ED	201	157	0	0	47	110	4	106	0
PCT7871	TO	902	310	0	0	77	233	4	229	0
PCT7872	MV	675	149	0	0	51	98	0	98	0
PCT7872	ED	199	185	0	0	44	141	2	139	0
PCT7872	TO	874	334	0	0	95	239	2	237	0
PCT7873	MV	687	135	0	0	44	91	0	91	0
PCT7873	ED	204	212	0	0	54	158	3	155	0
PCT7873	TO	891	347	0	0	98	249	3	246	0
PCT7874	MV	370	58	0	0	17	41	0	41	0
PCT7874	ED	119	107	0	0	29	78	5	73	0
PCT7874	TO	489	165	0	0	46	119	5	114	0
PCT7875	MV	500	83	0	0	25	58	0	58	0
PCT7875	ED	147	114	0	0	29	85	0	85	0
PCT7875	TO	647	197	0	0	54	143	0	143	0
PCT7876	MV	462	93	0	0	27	66	0	66	0
PCT7876	ED	106	91	0	0	26	65	1	64	0
PCT7876	TO	568	184	0	0	53	131	1	130	0
PCT7901	MV	399	81	0	0	27	54	0	54	0
PCT7901	ED	150	65	0	0	21	44	1	43	0
PCT7901	TO	549	146	0	0	48	98	1	97	0
PCT7902	MV	678	102	0	0	25	77	0	77	0
PCT7902	ED	234	139	0	0	53	86	2	84	0
PCT7902	TO	912	241	0	0	78	163	2	161	0
PCT7903	MV	620	107	0	0	38	69	0	69	0
PCT7903	ED	232	123	0	0	46	77	1	76	0
PCT7903	TO	852	230	0	0	84	146	1	145	0
PCT7904	MV	675	104	0	0	28	76	0	76	0
PCT7904	ED	162	115	0	0	37	78	4	74	0
PCT7904	TO	837	219	0	0	65	154	4	150	0
PCT7905	MV	683	145	0	0	49	96	0	96	0
PCT7905	ED	192	183	0	0	65	118	4	114	0
PCT7905	TO	875	328	0	0	114	214	4	210	0
PCT7906	MV	596	79	0	0	20	59	0	59	0
PCT7906	ED	190	115	0	0	43	72	2	70	0
PCT7906	TO	786	194	0	0	63	131	2	129	0
PCT7907	MV	702	112	0	0	33	79	0	79	0
PCT7907	ED	240	163	0	0	50	113	4	109	0
PCT7907	TO	942	275	0	0	83	192	4	188	0
PCT7908	MV	748	142	0	0	44	98	0	98	0
PCT7908	ED	244	169	0	0	70	99	5	94	0
PCT7908	TO	992	311	0	0	114	197	5	192	0
PCT7909	MV	558	89	0	0	30	59	0	59	0
PCT7909	ED	185	140	0	0	36	104	8	96	0
PCT7909	TO	743	229	0	0	66	163	8	155	0
PCT7911	MV	666	107	0	0	36	71	0	71	0
PCT7911	ED	205	129	0	0	32	97	4	93	0
PCT7911	TO	871	236	0	0	68	168	4	164	0
PCT7912	MV	799	118	0	0	39	79	0	79	0
PCT7912	ED	260	176	0	0	70	106	5	101	0
PCT7912	TO	1059	294	0	0	109	185	5	180	0
PCT7913	MV	658	123	0	0	37	86	0	86	0
PCT7913	ED	265	212	0	0	69	143	7	136	0
PCT7913	TO	923	335	0	0	106	229	7	222	0
PCT7914	MV	715	106	0	0	30	76	0	76	0
PCT7914	ED	187	140	0	0	50	90	2	88	0
PCT7914	TO	902	246	0	0	80	166	2	164	0
PCT7915	MV	604	87	0	0	23	64	0	64	0
PCT7915	ED	239	181	0	0	60	121	4	117	0
PCT7915	TO	843	268	0	0	83	185	4	181	0
PCT7916	MV	637	100	0	0	27	73	0	73	0
PCT7916	ED	221	160	0	0	43	117	4	113	0
PCT7916	TO	858	260	0	0	70	190	4	186	0
PCT7917	MV	714	112	0	0	42	70	0	70	0
PCT7917	ED	273	187	0	0	61	126	5	121	0
PCT7917	TO	987	299	0	0	103	196	5	191	0
PCT7918	MV	594	79	0	0	21	58	0	58	0
PCT7918	ED	230	143	0	0	43	100	4	96	0
PCT7918	TO	824	222	0	0	64	158	4	154	0
PCT7919	MV	608	102	0	0	30	72	0	72	0
PCT7919	ED	258	175	0	0	58	117	1	116	0
PCT7919	TO	866	277	0	0	88	189	1	188	0
PCT7921	MV	679	113	0	0	34	79	0	79	0
PCT7921	ED	232	101	0	0	33	68	1	67	0
PCT7921	TO	911	214	0	0	67	147	1	146	0
PCT7922	MV	644	114	0	0	27	87	0	87	0
PCT7922	ED	214	155	0	0	60	95	1	94	0
PCT7922	TO	858	269	0	0	87	182	1	181	0
PCT7923	MV	665	108	0	0	38	70	0	70	0
PCT7923	ED	215	170	0	0	59	111	3	108	0
PCT7923	TO	880	278	0	0	97	181	3	178	0
PCT7924	MV	648	93	0	0	32	61	0	61	0
PCT7924	ED	203	124	0	0	41	83	4	79	0
PCT7924	TO	851	217	0	0	73	144	4	140	0
PCT7925	MV	434	81	0	0	24	57	0	57	0
PCT7925	ED	110	89	0	0	40	49	2	47	0
PCT7925	TO	544	170	0	0	64	106	2	104	0
PCT7926	MV	610	97	0	0	39	58	0	58	0
PCT7926	ED	178	150	0	0	43	107	6	101	0
PCT7926	TO	788	247	0	0	82	165	6	159	0
PCT7927	MV	579	106	0	0	41	65	0	65	0
PCT7927	ED	163	152	0	0	46	106	5	101	0
PCT7927	TO	742	258	0	0	87	171	5	166	0
PCT7928	MV	700	130	0	0	52	78	0	78	0
PCT7928	ED	217	208	0	0	52	156	8	148	0
PCT7928	TO	917	338	0	0	104	234	8	226	0
PCT7929	MV	678	128	0	0	46	82	0	82	0
PCT7929	ED	169	170	0	1	39	130	1	129	0
PCT7929	TO	847	298	0	1	85	212	1	211	0
PCT7931	MV	609	114	0	0	35	79	0	79	0
PCT7931	ED	142	149	0	0	34	115	3	112	0
PCT7931	TO	751	263	0	0	69	194	3	191	0
PCT7932	MV	442	98	0	0	27	71	0	71	0
PCT7932	ED	119	95	0	0	30	65	1	64	0
PCT7932	TO	561	193	0	0	57	136	1	135	0
PCT7933	MV	9	2	0	0	1	1	0	1	0
PCT7933	ED	-1	0	0	0	0	0	0	0	0
PCT7933	TO	8	2	0	0	1	1	0	1	0
PCT7934	MV	701	140	0	0	48	92	0	92	0
PCT7934	ED	183	154	0	0	58	96	1	95	0
PCT7934	TO	884	294	0	0	106	188	1	187	0
PCT7935	MV	715	138	0	0	43	95	0	95	0
PCT7935	ED	228	225	0	0	69	156	1	155	0
PCT7935	TO	943	363	0	0	112	251	1	250	0
PCT7936	MV	619	119	0	0	39	80	0	80	0
PCT7936	ED	237	220	0	0	74	146	5	141	0
PCT7936	TO	856	339	0	0	113	226	5	221	0
PCT7937	MV	697	143	0	0	38	105	0	105	0
PCT7937	ED	203	171	0	0	55	116	1	115	0
PCT7937	TO	900	314	0	0	93	221	1	220	0
PCT7938	MV	536	105	0	0	30	75	0	75	0
PCT7938	ED	215	120	0	0	37	83	3	80	0
PCT7938	TO	751	225	0	0	67	158	3	155	0
PCT7939	MV	480	76	0	0	23	53	0	53	0
PCT7939	ED	206	191	0	0	60	131	5	126	0
PCT7939	TO	686	267	0	0	83	184	5	179	0
PCT7941	MV	574	92	0	0	29	63	0	63	0
PCT7941	ED	198	170	0	0	49	121	1	120	0
PCT7941	TO	772	262	0	0	78	184	1	183	0
PCT7942	MV	658	134	0	0	36	98	0	98	0
PCT7942	ED	274	141	0	0	42	99	3	96	0
PCT7942	TO	932	275	0	0	78	197	3	194	0
PCT7943	MV	686	128	0	0	44	84	0	84	0
PCT7943	ED	214	156	0	0	43	113	3	110	0
PCT7943	TO	900	284	0	0	87	197	3	194	0
PCT7944	MV	583	104	0	0	36	68	0	68	0
PCT7944	ED	231	196	0	0	62	134	6	128	0
PCT7944	TO	814	300	0	0	98	202	6	196	0
