area_id	subtotal_type	RSReg	RSCst	RSRej	RSUnc	RSOvr	RSUnd	RSTot	RSWri	124:EVA I. CHAO	125:BRIAN J. LARKIN	126:JONATHAN LYENS	127:JANICE LI	128:MELANIE NUTTER	129:WILLIAM WALKER
PCT9417	MV	752	402	0	0	2	95	305	1	52	47	36	106	57	6
PCT9418	ED	790	211	0	0	2	48	161	0	32	19	15	65	20	10
PCT9418	MV	790	376	0	0	5	91	280	0	63	50	31	66	58	12
PCT9419	ED	924	222	0	0	5	48	169	0	53	19	19	42	26	10
PCT9419	MV	924	468	0	0	2	126	340	2	66	51	32	126	52	11
PCT9421	ED	906	237	0	0	2	64	171	1	32	23	11	60	36	8
PCT9421	MV	906	446	0	0	4	103	339	1	85	39	24	134	48	8
PCT9422	ED	1056	283	0	0	2	65	216	2	35	29	28	84	30	8
PCT9422	MV	1056	513	0	0	3	112	398	1	74	56	54	145	54	14
PCT9423	ED	889	219	0	0	4	63	152	0	23	20	17	56	27	9
PCT9423	MV	889	440	0	0	3	101	336	0	49	51	46	137	33	20
PCT9424	ED	952	224	0	0	3	56	165	0	37	23	12	61	19	13
PCT9424	MV	952	496	0	0	4	95	397	1	96	56	34	145	59	6
PCT9425	ED	933	199	0	0	2	61	136	0	22	18	18	55	12	11
PCT9425	MV	933	465	0	0	5	101	359	0	97	53	31	131	36	11
PCT9426	ED	823	198	0	0	4	52	142	0	40	14	14	60	9	5
PCT9426	MV	823	408	0	0	5	90	313	1	83	29	23	123	45	9
PCT9427	ED	948	210	0	0	3	64	143	0	31	17	18	47	24	6
PCT9427	MV	948	447	0	0	3	106	338	5	98	38	35	115	35	12
PCT9428	ED	961	183	0	0	1	62	120	2	21	24	9	44	14	6
PCT9428	MV	961	518	0	0	4	110	404	0	109	46	31	162	47	9
PCT9429	ED	899	228	1	0	2	56	169	1	32	22	21	64	18	11
PCT9429	MV	899	432	0	0	6	85	341	1	79	50	28	129	45	9
PCT9431	ED	973	235	0	0	0	51	184	0	34	35	17	60	30	8
PCT9431	MV	973	464	0	0	7	96	361	0	89	47	36	125	53	11
PCT9432	ED	945	214	0	0	1	64	149	0	21	25	14	58	22	9
PCT9432	MV	945	468	0	0	7	105	356	1	74	38	41	146	45	11
PCT9433	ED	945	195	0	0	1	46	148	0	33	23	13	58	14	7
PCT9433	MV	945	487	0	0	4	125	358	1	93	29	42	120	63	10
PCT9434	ED	979	260	0	0	3	61	196	0	36	27	15	75	29	14
PCT9434	MV	979	481	1	0	3	97	380	1	77	46	61	124	59	12
PCT9435	ED	969	251	0	0	0	68	183	0	29	26	17	73	29	9
PCT9435	MV	969	448	0	0	4	97	347	2	87	36	34	121	60	7
PCT9436	ED	1006	231	0	0	0	62	169	1	35	23	18	55	32	5
PCT9436	MV	1006	495	0	0	8	97	390	2	72	36	50	153	66	11
PCT9437	ED	897	219	0	0	2	51	166	0	34	18	24	50	34	6
PCT9437	MV	897	435	0	0	2	93	340	2	93	36	39	118	41	11
PCT9438	ED	948	202	0	0	1	57	144	1	25	16	18	49	24	11
PCT9438	MV	948	496	0	0	2	95	399	0	111	68	39	125	49	7
PCT9439	ED	879	173	0	0	0	48	125	0	21	23	13	45	17	6
PCT9439	MV	879	425	0	0	3	100	322	0	72	40	42	107	49	12
PCT9441	ED	980	261	0	0	1	57	203	0	39	22	28	71	25	18
PCT9441	MV	980	462	0	0	7	86	369	1	83	34	38	134	68	11
PCT9442	ED	1008	280	0	0	3	62	215	0	41	35	19	70	35	15
PCT9442	MV	1008	461	0	0	0	92	369	0	83	42	47	138	48	11
PCT9443	ED	937	219	1	0	3	51	164	1	30	15	25	56	25	12
PCT9443	MV	937	442	0	0	8	75	359	1	83	41	40	129	46	19
PCT9444	ED	937	190	1	0	1	55	133	0	31	26	10	44	15	7
PCT9444	MV	937	442	0	0	2	91	349	2	107	37	30	113	52	8
PCT9445	ED	981	230	0	0	2	52	176	2	29	37	17	64	24	3
PCT9445	MV	981	493	0	0	7	99	387	1	91	49	52	131	48	15
PCT9446	ED	1090	240	0	0	1	60	179	1	33	27	21	70	27	0
PCT9446	MV	1090	564	0	0	7	111	446	0	109	62	43	139	72	21
PCT9447	ED	906	236	0	0	0	51	185	0	30	25	14	78	32	6
PCT9447	MV	906	448	0	0	8	100	340	4	66	46	39	125	53	7
PCT9448	ED	909	232	0	0	2	47	183	0	30	21	14	78	24	16
PCT9448	MV	909	429	0	0	7	97	325	2	81	28	31	121	51	11
PCT9449	ED	830	177	2	0	3	49	123	0	21	20	17	45	13	7
PCT9449	MV	830	428	0	0	5	90	333	0	106	46	22	112	39	8
PCT9451	ED	420	97	0	0	3	24	70	0	15	10	12	16	13	4
PCT9451	MV	420	218	0	0	3	60	155	0	39	25	20	52	17	2
PCT9452	ED	840	259	0	0	1	68	190	0	38	31	22	56	29	14
PCT9452	MV	840	412	0	0	2	99	311	1	88	33	24	111	41	13
PCT9453	ED	500	135	0	0	0	35	100	0	21	14	16	25	17	7
PCT9453	MV	500	242	0	0	2	67	173	0	30	26	19	60	32	6
PCT9502	MV	245	177	0	0	1	40	136	0	24	15	19	45	28	5
PCT9703	ED	986	232	0	0	0	63	169	0	35	23	20	56	26	9
PCT9703	MV	986	529	0	0	4	122	403	1	59	38	53	165	75	12
PCT9704	ED	950	279	0	0	0	70	209	0	29	30	19	89	37	5
PCT9704	MV	950	504	0	0	4	128	372	0	71	38	31	161	61	10
PCT9705	ED	919	260	3	0	0	65	192	0	18	27	35	73	33	6
PCT9705	MV	919	483	0	0	3	113	367	1	39	43	40	157	76	11
PCT9707	ED	821	172	0	0	0	60	112	0	24	13	8	35	26	6
PCT9707	MV	821	491	0	0	5	116	370	2	77	49	44	119	72	7
PCT9708	ED	948	248	0	0	2	67	179	1	27	22	22	68	28	11
PCT9708	MV	948	500	0	0	6	125	369	0	51	32	49	149	81	7
PCT9709	ED	1028	281	7	0	3	75	196	0	39	29	24	54	38	12
PCT9709	MV	1028	517	0	0	7	123	387	0	68	64	40	139	65	11
PCT9711	ED	641	195	0	0	4	45	146	0	23	22	17	43	36	5
PCT9711	MV	641	336	0	0	2	72	262	0	52	29	33	86	59	3
PCT9712	ED	649	160	0	0	1	36	123	0	21	17	10	36	35	4
PCT9712	MV	649	398	1	0	4	100	293	1	65	35	31	76	72	13
PCT9713	ED	960	225	1	0	2	56	166	1	46	17	17	56	21	8
PCT9713	MV	960	489	0	0	7	125	357	0	86	46	30	127	64	4
PCT9714	ED	931	207	1	0	2	54	150	1	30	29	18	31	33	8
PCT9714	MV	931	538	0	0	4	136	398	1	71	60	44	110	100	12
PCT9715	ED	569	180	0	0	1	48	131	1	29	9	17	23	49	3
PCT9715	MV	569	309	0	0	2	85	222	0	52	23	26	51	67	3
PCT9716	ED	947	238	0	0	0	56	182	0	31	24	16	61	42	8
PCT9716	MV	947	481	0	0	2	111	368	2	77	54	40	118	69	8
PCT9717	ED	972	265	0	0	1	61	203	1	33	37	18	62	47	5
PCT9717	MV	972	532	0	0	9	118	405	0	62	54	53	155	73	8
PCT9718	ED	862	227	0	0	1	51	175	1	34	16	23	49	46	6
PCT9718	MV	862	496	0	0	6	102	388	0	59	46	55	113	104	11
PCT9719	ED	901	245	0	0	2	62	181	1	37	13	12	39	69	10
PCT9719	MV	901	524	2	0	10	134	378	1	66	49	39	97	115	11
PCT9721	ED	662	198	0	0	1	43	154	1	22	17	25	34	45	10
PCT9721	MV	662	357	0	0	2	93	262	2	37	44	33	65	75	6
PCT9722	ED	605	119	1	0	1	28	89	1	19	12	16	20	18	3
PCT9722	MV	605	355	0	0	1	73	281	1	52	46	38	63	72	9
PCT9723	ED	481	98	0	0	1	27	70	1	21	8	15	13	11	1
PCT9723	MV	481	275	0	0	3	81	191	0	51	28	17	56	35	4
PCT9724	ED	991	205	0	0	1	52	152	0	44	22	14	39	24	9
PCT9724	MV	991	565	0	0	7	134	424	1	110	79	38	110	61	25
PCT9725	ED	970	213	0	0	1	65	147	0	31	24	19	36	26	11
PCT9725	MV	970	499	0	0	4	141	354	0	77	60	28	112	61	16
PCT9726	ED	655	262	0	0	2	49	211	0	36	34	13	68	35	25
PCT9726	MV	655	241	0	0	3	57	181	0	23	24	24	60	34	16
PCT9727	ED	459	79	0	0	0	17	62	0	8	13	10	14	10	7
PCT9727	MV	459	271	0	0	0	62	209	0	64	30	25	46	37	7
PCT9728	ED	926	230	0	0	2	62	166	0	45	26	28	27	33	7
PCT9728	MV	926	503	0	0	3	120	380	0	85	59	58	84	86	8
PCT9729	ED	800	191	0	0	0	59	132	0	28	21	10	26	44	3
PCT9729	MV	800	442	0	0	2	136	304	0	49	51	29	63	104	8
PCT9731	ED	556	167	0	0	3	46	118	0	30	20	11	26	26	5
PCT9731	MV	556	282	0	0	3	72	207	4	52	32	27	37	51	4
PCT9732	MV	70	56	0	0	1	10	45	0	5	4	6	13	12	5
PCT9733	MV	235	191	0	0	3	31	157	0	24	22	15	49	43	4
PCT9734	ED	603	154	0	0	0	45	109	0	30	22	13	14	27	3
PCT9734	MV	603	341	0	0	6	71	264	0	49	46	35	56	71	7
PCT9735	ED	809	206	0	0	1	72	133	1	32	13	13	27	38	9
PCT9735	MV	809	449	0	0	4	101	344	1	57	55	51	73	95	12
PCT9736	ED	713	173	0	0	2	43	128	1	23	16	19	29	32	8
PCT9736	MV	713	410	0	0	5	81	324	1	43	37	43	92	92	16
PCT9737	ED	818	208	0	0	0	60	148	0	25	18	15	58	28	4
PCT9737	MV	818	476	0	0	1	104	371	1	49	43	69	130	71	8
PCT9738	ED	848	185	0	0	0	47	138	0	18	21	20	44	24	11
PCT9738	MV	848	404	0	0	5	81	318	0	52	52	45	76	75	18
PCT9739	ED	828	220	0	0	0	32	188	2	23	31	24	68	28	12
PCT9739	MV	828	335	0	0	5	52	278	1	35	44	44	86	54	14
PCT9741	ED	552	227	0	0	3	48	176	0	24	23	13	89	10	17
PCT9741	MV	552	105	0	0	1	19	85	0	10	8	6	27	24	10
PCT9742	ED	677	180	4	0	0	43	133	0	35	21	19	30	23	5
PCT9742	MV	677	289	0	0	3	59	227	1	56	42	21	68	32	7
PCT9743	ED	1163	310	0	0	3	62	245	2	42	38	26	78	35	24
PCT9743	MV	1163	501	0	0	7	108	386	1	64	68	47	103	89	14
PCT9744	ED	911	244	1	0	2	53	188	1	35	33	15	65	18	21
PCT9744	MV	911	390	0	0	1	82	307	0	57	56	45	76	61	12
PCT9745	ED	991	281	0	0	2	71	208	2	34	38	27	47	36	24
PCT9745	MV	991	346	0	0	4	47	295	2	37	48	51	92	52	13
PCT9746	ED	884	231	0	0	2	58	171	0	46	26	24	30	38	7
PCT9746	MV	884	451	0	0	9	126	316	1	61	42	37	75	90	10
PCT9747	ED	973	246	0	0	1	44	201	0	30	27	21	66	39	18
PCT9747	MV	973	470	0	0	2	111	357	3	51	27	36	143	73	24
PCT9748	ED	931	229	0	0	4	34	191	0	41	33	16	55	35	11
PCT9748	MV	931	475	1	0	7	90	377	1	62	51	46	139	68	10
PCT9749	ED	913	224	2	0	2	48	172	2	26	18	25	56	31	14
PCT9749	MV	913	384	0	0	2	69	313	1	79	42	33	121	25	12
PCT9751	ED	1016	253	0	0	1	66	186	1	25	26	22	48	49	15
PCT9751	MV	1016	522	0	0	8	106	408	2	78	46	52	120	92	18
PCT9752	ED	710	175	3	0	3	38	131	3	24	18	18	27	31	10
PCT9752	MV	710	392	0	0	6	77	309	0	52	38	54	72	83	10
PCT9753	ED	756	186	0	0	0	43	143	0	22	12	19	51	33	6
PCT9753	MV	756	387	0	0	7	83	297	1	36	53	32	94	57	24
PCT9756	ED	941	185	0	0	2	41	142	1	26	29	17	39	24	6
PCT9756	MV	941	477	0	0	5	82	390	3	110	59	39	103	59	17
CONG12	TO	173681	130687	31	0	1218	32185	97253	242	19182	12552	11344	31993	18415	3525
CONG14	TO	50054	35544	16	0	392	7684	27452	99	5312	3959	3340	7974	5230	1538
ASSM17	TO	37971	26320	6	0	265	6440	19609	51	4092	2444	2199	5891	4062	870
ASSM19	TO	185764	139911	41	0	1345	33429	105096	290	20402	14067	12485	34076	19583	4193
BART8	TO	223735	166231	47	0	1610	39869	124705	341	24494	16511	14684	39967	23645	5063
SUPV1	TO	42612	32592	6	0	300	7194	25092	71	4136	3378	3182	9254	4176	895
SUPV2	TO	46248	37041	1	0	341	10816	25883	48	5594	3326	3139	6625	6442	709
SUPV3	TO	22196	15534	1	0	140	3935	11458	25	2413	1342	1228	3651	2373	426
SUPV4	TO	42363	31231	8	0	283	7039	23901	67	4926	3049	2562	8941	3395	961
SUPV5	TO	245	194	0	0	1	44	149	0	27	18	19	51	28	6
SUPV7	TO	39490	30593	28	0	275	7063	23227	63	4258	3235	2818	6894	4969	990
SUPV10	TO	8589	4780	3	0	74	970	3733	22	872	549	376	1032	569	313
SUPV11	TO	21992	14266	0	0	196	2808	11262	45	2268	1614	1360	3519	1693	763
NEIG1	TO	852	563	0	0	7	116	440	0	111	58	53	117	76	25
NEIG2	TO	11797	8133	1	0	63	2179	5890	13	1293	658	575	1973	1157	221
NEIG3	TO	3380	2174	0	0	24	479	1671	4	406	214	173	510	293	71
NEIG5	TO	11728	7614	0	0	100	1507	6007	32	1270	954	732	1769	903	347
NEIG7	TO	12118	7922	2	0	107	1541	6272	20	1239	808	742	2069	929	465
NEIG9	TO	8390	5906	1	0	55	1308	4542	13	824	739	531	1345	793	297
NEIG10	TO	8572	6749	0	0	71	1610	5068	13	859	652	665	1701	1021	157
NEIG11	TO	35161	28012	1	0	245	8393	19373	38	4293	2499	2289	4822	4882	550
NEIG15	TO	7019	5227	0	0	53	1277	3897	8	714	470	480	1168	923	134
NEIG17	TO	37322	28480	5	0	249	6256	21970	59	3681	2966	2737	8140	3603	784
NEIG18	TO	8050	6586	1	0	77	1795	4713	9	924	605	649	1267	1140	119
NEIG21	TO	42363	31231	8	0	283	7039	23901	67	4926	3049	2562	8941	3395	961
NEIG23	TO	7737	4217	3	0	67	854	3293	22	761	491	323	915	493	288
NEIG24	TO	29246	23417	25	0	209	5515	17668	43	3193	2348	2173	5230	4037	644
