area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	130:CARMEN CHU	131:PAUL BELLAR
PCT7643	MV	920	507	3	0	80	0	424	1	340	83
PCT7644	ED	1175	330	0	0	67	0	263	0	209	54
PCT7644	MV	1175	554	7	2	83	0	462	0	368	94
PCT7645	ED	640	120	1	0	26	0	93	1	68	24
PCT7645	MV	640	377	8	1	65	0	303	1	244	58
PCT7646	ED	1100	267	0	0	53	0	214	1	158	55
PCT7646	MV	1100	592	9	3	90	0	490	2	393	95
PCT7647	ED	1075	205	-2	0	30	0	177	1	108	68
PCT7647	MV	1075	283	1	0	30	0	252	1	168	83
PCT7648	MV	1	0	0	0	0	0	0	0	0	0
PCT7649	ED	891	178	2	0	23	0	153	1	96	56
PCT7649	MV	891	395	4	0	48	0	343	4	246	93
PCT7651	ED	677	166	1	0	38	0	127	1	97	29
PCT7651	MV	677	351	13	0	63	0	275	0	218	57
PCT7652	ED	628	135	0	1	28	0	106	0	81	25
PCT7652	MV	628	301	9	1	46	0	245	0	195	50
PCT7653	ED	1280	300	5	0	75	0	220	2	163	55
PCT7653	MV	1280	673	7	0	139	0	527	3	441	83
PCT7701	ED	1064	296	0	0	55	0	241	2	182	57
PCT7701	MV	1064	597	8	1	98	0	490	0	374	116
PCT7702	ED	748	180	3	0	27	0	150	1	129	20
PCT7702	MV	748	415	9	0	42	0	364	1	307	56
PCT7703	MV	171	79	5	1	6	0	67	0	51	16
PCT7704	ED	1008	257	1	0	36	0	220	3	173	44
PCT7704	MV	1008	557	6	0	57	0	494	2	391	101
PCT7705	ED	568	149	-2	0	18	0	133	1	98	34
PCT7705	MV	568	335	2	0	41	0	292	2	241	49
PCT7706	ED	840	252	1	0	28	0	223	0	177	46
PCT7706	MV	840	467	5	0	50	0	412	3	339	70
PCT7707	ED	857	241	0	0	22	0	219	0	177	42
PCT7707	MV	857	495	12	0	61	0	422	1	363	58
PCT7708	ED	871	205	2	0	32	0	171	1	139	31
PCT7708	MV	871	540	7	0	43	0	490	1	411	78
PCT7709	ED	391	102	0	0	7	0	95	0	61	34
PCT7709	MV	391	222	1	0	14	0	207	0	155	52
PCT7711	ED	766	198	9	0	21	0	168	0	129	39
PCT7711	MV	766	422	8	2	50	0	362	1	296	65
PCT7712	ED	529	149	1	0	23	0	125	2	95	28
PCT7712	MV	529	296	1	1	37	0	257	2	184	71
PCT7801	ED	1001	264	2	0	37	0	225	1	169	55
PCT7801	MV	1001	596	8	0	91	0	497	2	388	107
PCT7802	ED	788	230	0	0	48	0	182	0	138	44
PCT7802	MV	788	458	3	0	72	0	383	2	297	84
PCT7803	ED	828	174	0	0	30	0	144	1	108	35
PCT7803	MV	828	552	7	3	72	0	470	0	381	89
PCT7804	ED	893	257	1	0	48	0	208	0	161	47
PCT7804	MV	893	533	8	1	69	0	455	2	355	98
PCT7805	ED	825	228	0	0	36	0	192	0	142	50
PCT7805	MV	825	484	7	0	63	0	414	0	335	79
PCT7806	ED	716	208	17	0	14	0	177	0	115	62
PCT7806	MV	716	407	3	0	42	0	362	1	269	92
PCT7807	ED	844	276	0	0	30	0	246	1	166	79
PCT7807	MV	844	417	3	0	53	0	361	1	262	98
PCT7808	ED	655	211	5	0	31	0	175	0	129	46
PCT7808	MV	655	333	7	0	49	0	277	1	192	84
PCT7809	ED	781	238	3	0	44	0	191	0	124	67
PCT7809	MV	781	405	7	0	43	0	355	3	267	85
PCT7811	ED	783	249	2	0	24	0	223	0	143	80
PCT7811	MV	783	404	11	0	44	0	349	1	242	106
PCT7812	ED	877	257	0	0	47	0	210	0	144	66
PCT7812	MV	877	454	4	0	62	0	388	1	286	101
PCT7813	ED	1064	308	4	0	61	0	243	4	157	82
PCT7813	MV	1064	585	13	0	71	0	501	0	366	135
PCT7814	ED	936	228	1	1	35	0	191	0	97	94
PCT7814	MV	936	341	2	3	32	0	304	2	195	107
PCT7815	ED	954	238	-1	0	47	0	192	2	137	53
PCT7815	MV	954	573	11	0	63	0	499	3	391	105
PCT7816	ED	865	236	0	0	40	0	196	0	146	50
PCT7816	MV	865	531	4	0	71	0	456	1	380	75
PCT7817	ED	823	277	2	1	40	0	234	0	160	74
PCT7817	MV	823	439	3	1	56	0	379	0	287	92
PCT7818	ED	860	234	1	0	35	0	198	1	128	69
PCT7818	MV	860	452	9	0	58	0	385	1	276	108
PCT7819	ED	793	191	0	0	34	0	157	1	104	52
PCT7819	MV	793	420	7	1	58	0	354	1	263	90
PCT7821	ED	985	248	2	0	38	0	208	2	153	53
PCT7821	MV	985	630	10	0	68	0	552	1	427	124
PCT7822	ED	908	275	0	1	38	0	236	0	165	71
PCT7822	MV	908	480	4	1	56	0	419	0	298	121
PCT7823	ED	879	270	26	0	26	0	218	0	143	75
PCT7823	MV	879	501	6	0	62	0	433	1	322	110
PCT7824	ED	768	247	1	0	46	0	200	0	135	65
PCT7824	MV	768	383	7	0	57	0	319	5	241	73
PCT7825	ED	597	191	0	0	28	0	163	2	102	59
PCT7825	MV	597	302	3	1	43	0	255	0	177	78
PCT7826	ED	684	258	6	0	41	0	211	1	151	59
PCT7826	MV	684	319	5	0	52	0	262	2	182	78
PCT7827	ED	831	261	0	0	45	0	216	2	128	86
PCT7827	MV	831	361	7	0	49	0	305	2	194	109
PCT7828	ED	1018	261	1	1	40	0	219	0	157	62
PCT7828	MV	1018	549	4	1	59	0	485	3	372	110
PCT7829	ED	907	237	1	0	31	0	205	0	149	56
PCT7829	MV	907	557	7	0	61	0	489	3	402	84
PCT7831	ED	882	233	-16	0	38	0	211	4	148	59
PCT7831	MV	882	544	19	0	59	0	466	1	366	99
PCT7832	ED	780	188	16	0	18	0	154	0	122	32
PCT7832	MV	780	488	4	1	66	0	417	0	342	75
PCT7833	ED	747	230	7	0	48	0	175	0	105	70
PCT7833	MV	747	412	-2	0	63	0	351	1	233	117
PCT7834	ED	867	277	0	0	53	0	224	2	136	86
PCT7834	MV	867	439	8	0	59	0	372	1	253	118
PCT7835	ED	847	211	0	0	34	0	177	1	116	60
PCT7835	MV	847	505	9	0	55	0	441	0	343	98
PCT7836	ED	1023	260	0	0	55	0	205	0	144	61
PCT7836	MV	1023	623	9	0	79	0	535	1	408	126
PCT7837	ED	911	260	1	0	39	0	220	0	169	51
PCT7837	MV	911	509	9	0	72	0	428	0	356	72
PCT7838	ED	926	239	0	0	32	0	207	0	143	64
PCT7838	MV	926	546	9	0	57	0	480	0	403	77
PCT7839	ED	842	205	0	0	37	0	168	1	126	41
PCT7839	MV	842	515	1	0	79	0	435	0	360	75
PCT7841	ED	937	291	1	0	56	0	234	3	156	75
PCT7841	MV	937	526	12	0	68	0	446	1	352	93
PCT7842	ED	903	283	0	0	49	0	234	0	141	93
PCT7842	MV	903	434	4	0	67	0	363	2	254	107
PCT7843	ED	767	232	0	0	43	0	189	2	106	81
PCT7843	MV	767	380	1	0	54	0	325	3	243	79
PCT7844	ED	663	196	2	0	29	0	165	1	90	74
PCT7844	MV	663	329	6	0	48	0	275	0	204	71
PCT7845	ED	849	241	16	0	36	0	189	0	138	51
PCT7845	MV	849	469	2	1	65	0	401	1	342	58
PCT7846	ED	904	262	0	0	49	0	213	0	157	56
PCT7846	MV	904	509	10	0	70	0	429	1	347	81
PCT7847	ED	929	261	1	1	45	0	214	0	141	73
PCT7847	MV	929	529	1	0	83	0	445	0	347	98
PCT7848	ED	834	233	0	0	50	0	183	0	138	45
PCT7848	MV	834	491	3	1	67	0	420	0	320	100
PCT7849	ED	929	264	1	0	46	0	217	1	139	77
PCT7849	MV	929	522	8	2	75	0	437	1	331	105
PCT7851	ED	513	136	0	0	23	0	113	0	96	17
PCT7851	MV	513	298	0	0	22	0	276	2	245	29
PCT7852	ED	647	143	0	0	18	0	125	1	105	19
PCT7852	MV	647	394	1	0	42	0	351	1	285	65
PCT7853	ED	850	214	11	0	17	0	186	1	139	46
PCT7853	MV	850	479	12	0	50	0	417	1	333	83
PCT7854	ED	894	248	0	0	50	0	198	1	140	57
PCT7854	MV	894	500	11	1	60	0	428	2	331	95
PCT7855	ED	986	301	2	1	51	0	247	0	178	69
PCT7855	MV	986	522	5	1	78	0	438	0	331	107
PCT7856	ED	800	265	0	1	33	0	231	0	166	65
PCT7856	MV	800	425	5	0	48	0	372	0	291	81
PCT7857	ED	933	276	1	1	62	0	212	1	143	68
PCT7857	MV	933	517	3	0	82	0	432	1	301	130
PCT7858	ED	775	245	2	0	34	0	209	0	113	96
PCT7858	MV	775	394	5	0	54	0	335	1	217	117
PCT7859	ED	891	250	1	0	37	0	212	0	163	49
PCT7859	MV	891	513	3	0	62	0	448	0	370	78
PCT7861	ED	859	217	0	0	36	0	181	1	129	51
PCT7861	MV	859	510	9	0	68	0	433	2	341	90
PCT7862	ED	866	302	2	0	40	0	260	1	183	76
PCT7862	MV	866	472	12	0	50	0	410	1	311	98
PCT7863	ED	907	311	0	1	45	0	265	2	178	85
PCT7863	MV	907	440	4	0	65	0	371	1	274	96
PCT7864	ED	807	232	0	0	39	0	193	0	131	62
PCT7864	MV	807	427	5	1	54	0	367	0	273	94
PCT7865	ED	823	241	0	0	51	0	190	1	119	70
PCT7865	MV	823	463	7	1	59	0	396	2	280	114
PCT7866	ED	836	209	0	0	28	0	181	0	140	41
PCT7866	MV	836	491	6	1	41	0	443	3	373	67
PCT7867	ED	955	266	2	0	41	0	223	1	169	53
PCT7867	MV	955	512	8	0	54	0	450	2	349	99
PCT7868	ED	881	242	-1	1	31	0	211	0	167	44
PCT7868	MV	881	449	5	0	36	0	408	0	328	80
PCT7869	ED	867	239	1	1	29	0	208	1	158	49
PCT7869	MV	867	489	4	1	65	0	419	0	343	76
PCT7871	ED	900	259	1	0	31	0	227	1	179	47
PCT7871	MV	900	502	4	2	49	0	447	2	367	78
PCT7872	ED	862	288	23	0	35	0	230	0	188	42
PCT7872	MV	862	472	8	0	59	0	405	3	325	77
PCT7873	ED	861	257	4	0	24	0	229	0	154	75
PCT7873	MV	861	502	4	1	53	0	444	1	332	111
PCT7874	ED	477	137	2	0	17	0	118	4	86	28
PCT7874	MV	477	256	4	0	36	0	216	2	162	52
PCT7875	ED	623	180	0	0	27	0	153	1	89	63
PCT7875	MV	623	285	0	1	39	0	245	2	173	70
PCT7876	ED	498	154	11	0	29	0	114	0	80	34
PCT7876	MV	498	269	2	0	36	0	231	1	176	54
PCT7901	ED	522	136	1	2	24	0	109	0	70	39
PCT7901	MV	522	198	1	0	23	0	174	2	122	50
PCT7902	ED	968	258	0	0	43	0	215	0	135	80
PCT7902	MV	968	401	5	1	53	0	342	0	216	126
PCT7903	ED	840	201	0	3	36	0	162	0	96	66
PCT7903	MV	840	350	2	0	57	0	291	0	200	91
PCT7904	ED	877	212	2	0	30	0	180	2	106	72
PCT7904	MV	877	403	3	0	55	0	345	1	245	99
PCT7905	ED	851	254	0	0	56	0	198	0	133	65
PCT7905	MV	851	409	8	0	48	0	353	0	263	90
PCT7906	ED	787	245	2	0	39	0	204	0	113	91
PCT7906	MV	787	335	4	0	39	0	292	1	192	99
PCT7907	ED	950	278	0	0	52	0	226	0	130	96
PCT7907	MV	950	425	6	0	44	0	375	1	271	103
PCT7908	ED	949	284	0	0	37	0	247	1	153	93
PCT7908	MV	949	408	5	2	49	0	352	1	229	122
PCT7909	ED	733	251	0	1	32	0	218	2	113	103
PCT7909	MV	733	303	1	0	40	0	262	0	167	95
PCT7911	ED	860	244	-1	1	33	0	211	2	125	84
PCT7911	MV	860	395	2	0	51	0	342	0	232	110
PCT7912	ED	1065	291	-1	0	56	0	236	1	145	90
PCT7912	MV	1065	463	9	1	68	0	385	0	259	126
PCT7913	ED	913	312	5	0	37	0	270	0	152	118
PCT7913	MV	913	378	8	0	38	0	332	0	213	119
PCT7914	ED	883	278	-1	0	45	0	234	3	148	83
PCT7914	MV	883	425	7	1	52	0	365	0	244	121
PCT7915	ED	831	266	1	0	25	0	240	0	142	98
PCT7915	MV	831	351	4	0	40	0	307	2	205	100
PCT7916	ED	888	284	5	0	42	0	237	1	132	104
PCT7916	MV	888	421	8	1	41	0	371	1	245	125
PCT7917	ED	1015	315	3	0	51	0	261	2	145	114
PCT7917	MV	1015	428	5	1	40	0	382	0	219	163
PCT7918	ED	836	253	3	0	42	0	208	6	115	87
PCT7918	MV	836	379	7	1	36	0	335	1	204	130
PCT7919	ED	895	309	2	0	42	0	265	0	154	111
PCT7919	MV	895	376	5	1	40	0	330	2	218	110
PCT7921	ED	917	232	3	0	30	0	199	0	97	102
PCT7921	MV	917	366	3	1	38	0	324	3	214	107
PCT7922	ED	831	250	1	1	40	0	208	0	114	94
PCT7922	MV	831	383	1	0	41	0	341	0	213	128
PCT7923	ED	885	262	0	0	28	0	234	0	123	111
PCT7923	MV	885	403	4	0	51	0	348	2	216	130
PCT7924	ED	842	238	1	0	42	0	195	1	108	86
PCT7924	MV	842	382	3	0	42	0	337	0	213	124
PCT7925	ED	567	156	0	0	21	0	135	0	70	65
PCT7925	MV	567	293	2	2	28	0	261	0	172	89
PCT7926	ED	795	229	0	0	36	0	193	2	132	59
PCT7926	MV	795	390	3	2	50	0	335	0	224	111
PCT7927	ED	747	241	1	0	35	0	205	3	117	85
PCT7927	MV	747	392	4	0	52	0	336	1	248	87
PCT7928	ED	931	284	1	0	37	0	246	2	165	79
PCT7928	MV	931	489	6	0	66	0	417	1	273	143
PCT7929	ED	864	248	0	0	23	0	225	0	149	76
PCT7929	MV	864	509	3	1	60	0	445	1	342	102
PCT7931	ED	738	219	0	0	34	0	185	1	138	46
PCT7931	MV	738	408	3	0	54	0	351	0	280	71
PCT7932	ED	551	157	1	0	25	0	131	0	92	39
PCT7932	MV	551	285	5	0	28	0	252	1	191	60
PCT7933	MV	6	4	0	0	1	0	3	0	1	2
PCT7934	ED	890	250	3	1	38	0	208	1	127	80
PCT7934	MV	890	472	4	1	45	0	422	3	280	139
PCT7935	ED	970	305	0	0	50	0	255	1	179	75
PCT7935	MV	970	519	8	1	62	0	448	1	323	124
PCT7936	ED	856	287	1	0	41	0	245	1	156	88
PCT7936	MV	856	428	3	1	43	0	381	1	280	100
PCT7937	ED	886	267	3	1	45	0	218	0	150	68
PCT7937	MV	886	435	7	0	35	0	393	2	298	93
PCT7938	ED	788	213	1	0	31	0	181	2	104	75
PCT7938	MV	788	337	4	1	34	0	298	0	208	90
PCT7939	ED	688	254	0	0	42	0	212	0	135	77
PCT7939	MV	688	326	5	2	44	0	275	0	202	73
PCT7941	ED	751	218	-2	0	35	0	185	1	137	47
PCT7941	MV	751	348	5	1	35	0	307	1	221	85
PCT7942	ED	914	259	0	1	26	0	232	4	158	70
PCT7942	MV	914	412	3	3	47	0	359	2	275	82
PCT7943	ED	872	258	6	1	37	0	214	2	153	59
PCT7943	MV	872	439	4	2	42	0	391	1	281	109
PCT7944	ED	801	243	0	1	34	0	208	2	139	67
PCT7944	MV	801	381	5	0	27	0	349	0	255	94
PCT7945	ED	915	186	0	0	29	0	157	0	107	50
PCT7945	MV	915	414	3	1	47	0	363	0	265	98
PCT7946	ED	945	183	0	0	25	0	158	1	115	42
PCT7946	MV	945	451	8	0	40	0	403	2	332	69
PCT7947	ED	946	182	0	2	32	0	148	0	102	46
PCT7947	MV	946	430	5	1	18	0	406	1	338	67
PCT7948	ED	928	210	0	0	32	0	178	0	118	60
PCT7948	MV	928	422	-4	1	36	0	389	2	318	69
PCT7949	ED	569	100	0	0	19	0	81	0	63	18
PCT7949	MV	569	292	3	0	28	0	261	0	226	35
PCT7951	ED	854	166	2	0	31	0	133	0	96	37
PCT7951	MV	854	425	7	0	42	0	376	2	308	66
PCT7952	ED	866	167	0	0	20	0	147	1	98	48
PCT7952	MV	866	359	5	1	17	0	336	3	265	68
PCT7953	ED	824	186	15	0	19	0	152	1	102	49
PCT7953	MV	824	402	5	0	36	0	361	2	292	67
PCT7955	ED	902	199	4	0	32	0	163	2	110	51
PCT7955	MV	902	435	6	0	39	0	390	3	315	72
PCT7956	ED	823	136	-2	1	22	0	115	1	84	30
PCT7956	MV	823	353	4	1	34	0	314	1	245	68
PCT7957	ED	646	147	-2	0	21	0	128	1	89	38
PCT7957	MV	646	298	1	1	24	0	272	3	216	53
PCT7958	MV	290	141	3	0	7	0	131	5	84	42
PCT7959	ED	727	160	4	1	24	0	131	0	86	45
PCT7959	MV	727	326	5	0	36	0	285	3	195	87
PCT9001	MV	273	142	1	0	7	0	134	0	103	31
PCT9101	ED	888	260	1	0	48	0	211	2	154	55
PCT9101	MV	888	438	11	1	42	0	384	1	307	76
PCT9102	ED	985	257	0	0	38	0	219	1	158	60
PCT9102	MV	985	471	8	1	51	0	411	0	310	101
PCT9103	ED	954	273	4	0	31	0	238	2	185	51
PCT9103	MV	954	431	12	0	46	0	373	1	295	77
PCT9104	ED	988	239	0	0	44	0	195	7	122	66
PCT9104	MV	988	465	2	0	61	0	402	2	306	94
PCT9105	ED	919	247	2	0	41	0	204	0	153	51
PCT9105	MV	919	488	3	0	61	0	424	2	315	107
PCT9106	ED	937	268	3	0	41	0	224	2	163	59
PCT9106	MV	937	497	7	0	60	0	430	0	353	77
PCT9107	ED	849	219	1	0	22	0	196	4	136	56
PCT9107	MV	849	372	3	0	44	0	325	1	235	89
PCT9108	ED	790	247	0	1	35	0	211	0	145	66
PCT9108	MV	790	373	10	0	34	0	329	0	239	90
PCT9109	ED	884	263	1	0	52	0	210	1	158	51
PCT9109	MV	884	428	5	0	62	0	361	1	289	71
PCT9111	ED	779	229	0	0	41	0	188	0	131	57
PCT9111	MV	779	346	5	0	44	0	297	1	223	73
PCT9112	ED	976	284	-1	0	46	0	239	2	163	74
PCT9112	MV	976	467	12	0	59	0	396	0	312	84
PCT9113	ED	999	311	2	0	50	0	259	1	189	69
PCT9113	MV	999	505	13	0	57	0	435	3	344	88
PCT9114	ED	877	263	0	0	50	0	213	0	149	64
PCT9114	MV	877	405	5	0	43	0	357	1	264	92
PCT9115	ED	911	258	3	0	42	0	213	1	144	68
PCT9115	MV	911	429	4	0	57	0	368	2	266	100
PCT9116	ED	944	281	2	0	38	0	241	0	146	95
PCT9116	MV	944	473	12	0	66	0	395	0	290	105
PCT9117	ED	783	222	0	1	37	0	184	1	143	40
PCT9117	MV	783	398	3	0	39	0	356	1	286	69
PCT9118	ED	974	286	-1	0	64	0	223	1	146	76
PCT9118	MV	974	426	9	0	52	0	365	1	275	89
PCT9119	ED	891	237	0	1	50	0	186	0	142	44
PCT9119	MV	891	447	14	0	49	0	384	1	282	101
PCT9121	ED	930	256	-1	0	40	0	217	2	155	60
PCT9121	MV	930	434	6	0	38	0	390	2	308	80
PCT9122	ED	953	210	1	0	47	0	162	0	122	40
PCT9122	MV	953	454	11	0	60	0	383	0	304	79
PCT9123	ED	858	232	0	0	29	0	203	1	148	54
PCT9123	MV	858	418	10	1	37	0	370	1	282	87
PCT9124	ED	874	202	0	0	30	0	172	4	131	37
PCT9124	MV	874	438	7	1	56	0	374	1	283	90
PCT9125	ED	861	210	1	0	29	0	180	0	145	35
PCT9125	MV	861	437	11	1	41	0	384	1	296	87
PCT9126	ED	1015	245	-2	0	35	0	212	0	146	66
PCT9126	MV	1015	533	7	0	56	0	470	1	378	91
PCT9127	ED	960	269	-1	0	51	0	219	1	156	62
PCT9127	MV	960	498	10	0	64	0	424	1	323	100
PCT9128	ED	828	248	-1	0	50	0	199	0	143	56
PCT9128	MV	828	412	7	0	50	0	355	1	287	67
PCT9129	ED	741	243	1	0	42	0	200	1	143	56
PCT9129	MV	741	348	3	0	29	0	316	1	262	53
PCT9131	ED	759	193	13	0	28	0	152	1	115	36
PCT9131	MV	759	403	6	0	48	0	349	1	271	77
PCT9132	ED	837	248	0	0	52	0	196	2	119	75
PCT9132	MV	837	371	4	0	43	0	324	1	225	98
PCT9133	ED	1021	271	1	1	46	0	223	1	164	58
PCT9133	MV	1021	503	7	1	57	0	438	0	336	102
PCT9134	ED	893	210	0	0	49	0	161	1	115	45
PCT9134	MV	893	469	12	0	46	0	411	2	323	86
PCT9135	ED	808	215	1	1	44	0	169	0	108	61
PCT9135	MV	808	389	10	1	63	0	315	0	240	75
PCT9136	ED	929	253	2	0	47	0	204	0	142	62
PCT9136	MV	929	439	10	2	52	0	375	0	307	68
PCT9137	ED	1006	260	0	0	39	0	221	2	152	67
PCT9137	MV	1006	467	6	0	54	0	407	3	309	95
PCT9138	ED	943	226	3	0	38	0	185	0	132	53
PCT9138	MV	943	477	3	0	44	0	430	1	352	77
PCT9139	ED	975	243	3	0	52	0	188	1	141	46
PCT9139	MV	975	510	10	0	51	0	449	1	343	105
PCT9141	ED	953	252	-1	0	38	0	215	0	159	56
PCT9141	MV	953	477	10	0	51	0	416	1	338	77
PCT9142	ED	966	276	0	1	42	0	233	0	173	60
PCT9142	MV	966	459	4	1	43	0	411	1	325	85
PCT9143	ED	920	251	13	0	31	0	207	3	152	52
PCT9143	MV	920	463	11	0	49	0	403	0	313	90
PCT9144	ED	962	293	1	0	38	0	254	0	183	71
PCT9144	MV	962	482	13	0	53	0	416	1	308	107
PCT9145	ED	861	249	1	0	36	0	212	2	149	61
PCT9145	MV	861	423	8	1	55	0	359	2	285	72
PCT9146	ED	885	245	0	0	42	0	203	0	141	62
PCT9146	MV	885	464	10	0	61	0	393	0	286	107
PCT9147	ED	971	281	0	0	51	0	230	2	165	63
PCT9147	MV	971	492	4	1	53	0	434	1	323	110
PCT9148	ED	1034	325	8	0	40	0	277	1	207	69
PCT9148	MV	1034	513	10	0	63	0	440	0	335	105
PCT9149	ED	948	264	0	0	49	0	215	2	142	71
PCT9149	MV	948	478	10	1	51	0	416	0	307	109
PCT9151	ED	872	227	0	0	41	0	186	2	135	49
PCT9151	MV	872	418	9	0	54	0	355	1	284	70
PCT9152	ED	721	270	-3	0	48	0	225	0	163	62
PCT9152	MV	721	279	4	0	36	0	239	2	177	60
PCT9201	ED	1004	300	0	0	67	0	233	0	153	80
PCT9201	MV	1004	475	3	0	69	0	403	1	269	133
PCT9202	ED	971	294	6	0	63	0	225	1	155	69
PCT9202	MV	971	426	1	0	75	0	350	1	260	89
PCT9203	ED	1002	239	-1	0	79	0	161	0	108	53
PCT9203	MV	1002	536	12	1	113	0	410	1	302	107
PCT9204	ED	873	273	17	0	67	0	189	0	132	57
PCT9204	MV	873	393	4	0	84	0	305	2	228	75
PCT9205	ED	728	208	-1	0	60	0	149	1	109	39
PCT9205	MV	728	376	9	0	75	0	292	1	222	69
PCT9206	ED	931	249	3	0	69	0	177	1	120	56
PCT9206	MV	931	479	9	1	102	0	367	4	279	84
PCT9207	ED	981	262	1	0	75	0	186	6	126	54
PCT9207	MV	981	502	11	0	109	0	382	0	302	80
PCT9208	ED	1002	287	0	2	81	0	204	1	135	68
PCT9208	MV	1002	491	8	3	103	0	377	0	277	100
PCT9209	ED	711	245	1	0	56	0	188	0	137	51
PCT9209	MV	711	327	8	0	66	0	253	1	199	53
PCT9211	ED	889	234	0	0	68	0	166	1	111	54
PCT9211	MV	889	432	5	0	100	0	327	0	228	99
PCT9212	ED	803	234	0	0	61	0	173	0	113	60
PCT9212	MV	803	400	8	0	79	0	313	2	236	75
PCT9213	ED	951	264	1	0	61	0	202	0	130	72
PCT9213	MV	951	508	14	1	112	0	381	1	304	76
PCT9214	ED	640	166	0	0	42	0	124	1	84	39
PCT9214	MV	640	334	2	0	60	0	272	1	208	63
PCT9215	ED	652	194	3	0	44	0	147	0	103	44
PCT9215	MV	652	327	5	1	76	0	245	1	200	44
PCT9216	ED	845	246	0	0	65	0	181	0	130	51
PCT9216	MV	845	379	3	0	85	0	291	1	227	63
PCT9217	ED	698	194	0	1	48	0	145	0	93	52
PCT9217	MV	698	349	6	0	65	0	278	1	212	65
PCT9218	ED	841	249	1	0	69	0	179	0	131	48
PCT9218	MV	841	412	8	1	85	0	318	2	231	85
PCT9219	ED	802	242	-2	0	52	0	192	1	125	66
PCT9219	MV	802	399	9	0	74	0	316	0	241	75
PCT9221	ED	651	145	0	0	36	0	109	0	96	13
PCT9221	MV	651	399	4	0	70	0	325	0	278	47
PCT9222	ED	883	249	11	0	64	0	174	0	121	53
PCT9222	MV	883	449	9	0	94	0	346	0	283	63
PCT9223	ED	638	160	0	0	37	0	123	1	80	42
PCT9223	MV	638	338	7	1	77	0	253	0	197	56
PCT9224	ED	960	263	2	1	58	0	202	0	155	47
PCT9224	MV	960	506	18	0	98	0	390	2	312	76
PCT9225	ED	958	299	0	0	79	0	220	0	148	72
PCT9225	MV	958	469	5	0	104	0	360	3	268	89
PCT9226	ED	926	271	1	0	62	0	208	1	153	54
PCT9226	MV	926	486	8	3	106	0	369	3	299	67
PCT9227	ED	738	188	1	0	33	0	154	0	124	30
PCT9227	MV	738	404	8	2	58	0	336	1	278	57
PCT9228	ED	747	189	0	0	45	0	144	0	107	37
PCT9228	MV	747	424	4	1	53	0	366	4	291	71
PCT9229	ED	598	162	0	0	47	0	115	1	96	18
PCT9229	MV	598	316	4	1	44	0	267	2	218	47
PCT9231	ED	953	313	4	0	65	0	244	1	192	51
PCT9231	MV	953	488	3	0	78	0	407	2	338	67
PCT9232	ED	735	212	0	1	58	0	153	0	109	44
PCT9232	MV	735	396	2	0	54	0	340	0	269	71
PCT9233	ED	793	209	0	1	47	0	161	0	117	44
PCT9233	MV	793	434	6	0	89	0	339	0	265	74
PCT9234	ED	746	187	0	0	46	0	141	0	107	34
PCT9234	MV	746	438	13	0	80	0	345	0	283	62
PCT9235	ED	884	239	0	1	38	0	200	0	156	44
PCT9235	MV	884	488	7	2	103	0	376	0	313	63
PCT9236	ED	683	201	0	0	56	0	145	1	107	37
PCT9236	MV	683	358	8	0	69	0	281	1	233	47
PCT9237	ED	936	229	5	0	65	0	159	0	125	34
PCT9237	MV	936	539	4	0	113	0	422	0	346	76
PCT9238	ED	842	230	21	1	46	0	162	1	108	53
PCT9238	MV	842	456	5	1	83	0	367	2	267	98
PCT9239	ED	881	200	7	0	51	0	142	1	99	42
PCT9239	MV	881	499	9	1	105	0	384	0	309	75
PCT9241	ED	1005	255	2	0	68	0	185	0	137	48
PCT9241	MV	1005	578	11	2	98	0	467	1	371	95
PCT9242	ED	972	277	2	0	63	0	212	0	148	64
PCT9242	MV	972	513	9	1	86	0	417	0	327	90
PCT9243	ED	594	193	0	0	46	0	147	0	103	44
PCT9243	MV	594	307	0	2	53	0	252	0	202	50
PCT9244	ED	903	255	1	0	63	0	191	2	154	35
PCT9244	MV	903	485	6	1	103	0	375	2	296	77
PCT9245	ED	742	209	1	0	56	0	152	1	116	35
PCT9245	MV	742	375	7	0	59	0	309	1	248	60
PCT9246	ED	929	257	0	0	72	0	185	1	139	45
PCT9246	MV	929	528	10	1	117	0	400	1	320	79
PCT9247	ED	927	264	1	0	62	0	201	2	127	72
PCT9247	MV	927	515	6	0	83	0	426	3	320	103
PCT9248	ED	907	258	1	0	54	0	203	0	139	64
PCT9248	MV	907	487	5	1	100	0	381	1	301	79
PCT9249	ED	917	271	0	0	61	0	210	0	149	61
PCT9249	MV	917	495	12	0	77	0	406	0	320	86
PCT9251	ED	995	287	-1	0	65	0	223	0	169	54
PCT9251	MV	995	530	13	3	89	0	425	0	338	87
PCT9252	ED	944	219	0	0	41	0	178	0	129	49
PCT9252	MV	944	550	9	0	73	0	468	1	359	108
PCT9253	ED	772	187	1	0	36	0	150	0	108	42
PCT9253	MV	772	397	0	0	62	0	335	2	251	82
PCT9254	ED	935	230	0	0	42	0	188	0	140	48
PCT9254	MV	935	538	2	1	92	0	443	2	358	83
PCT9255	ED	553	183	1	0	36	0	146	0	99	47
PCT9255	MV	553	263	6	0	48	0	209	1	156	52
PCT9256	ED	474	130	0	0	19	0	111	0	82	29
