area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	20:MANOHAR "MANO" RAJU
PCT7616	MV	1246	348	0	0	79	0	269	0	269
PCT7616	TO	1246	438	0	0	93	0	345	0	345
PCT7617	ED	737	49	0	0	12	0	37	0	37
PCT7617	MV	737	196	0	0	42	0	154	0	154
PCT7617	TO	737	245	0	0	54	0	191	0	191
PCT7618	ED	873	82	0	0	17	0	65	0	65
PCT7618	MV	873	237	0	0	63	0	174	0	174
PCT7618	TO	873	319	0	0	80	0	239	0	239
PCT7619	ED	1055	89	0	0	18	0	71	0	71
PCT7619	MV	1055	301	0	0	76	0	225	0	225
PCT7619	TO	1055	390	0	0	94	0	296	0	296
PCT7621	ED	1064	89	0	0	15	0	74	0	74
PCT7621	MV	1064	290	0	0	65	0	225	0	225
PCT7621	TO	1064	379	0	0	80	0	299	0	299
PCT7622	ED	923	69	0	0	14	0	55	0	55
PCT7622	MV	923	159	0	0	36	0	123	0	123
PCT7622	TO	923	228	0	0	50	0	178	0	178
PCT7623	ED	965	81	0	0	12	0	69	0	69
PCT7623	MV	965	188	0	0	44	0	144	0	144
PCT7623	TO	965	269	0	0	56	0	213	0	213
PCT7624	ED	835	59	0	0	11	0	48	0	48
PCT7624	MV	835	173	0	0	27	0	146	0	146
PCT7624	TO	835	232	0	0	38	0	194	0	194
PCT7625	ED	809	40	0	0	7	0	33	0	33
PCT7625	MV	809	398	0	0	102	0	296	0	296
PCT7625	TO	809	438	0	0	109	0	329	0	329
PCT7626	ED	1037	61	0	0	7	0	54	0	54
PCT7626	MV	1037	294	0	0	69	0	225	0	225
PCT7626	TO	1037	355	0	0	76	0	279	0	279
PCT7628	ED	933	98	0	0	17	0	81	0	81
PCT7628	MV	933	231	0	0	60	0	171	0	171
PCT7628	TO	933	329	0	0	77	0	252	0	252
PCT7629	ED	847	75	0	0	12	0	63	0	63
PCT7629	MV	847	188	0	0	56	0	132	0	132
PCT7629	TO	847	263	0	0	68	0	195	0	195
PCT7632	ED	1112	95	0	0	17	0	78	0	78
PCT7632	MV	1112	258	0	0	55	0	203	0	203
PCT7632	TO	1112	353	0	0	72	0	281	0	281
PCT7633	ED	1902	153	0	0	33	0	120	0	120
PCT7633	MV	1902	514	0	0	133	0	381	0	381
PCT7633	TO	1902	667	0	0	166	0	501	0	501
PCT7634	ED	864	86	0	0	23	0	63	0	63
PCT7634	MV	864	254	0	0	57	0	197	0	197
PCT7634	TO	864	340	0	0	80	0	260	0	260
PCT7635	ED	821	60	0	0	7	0	53	0	53
PCT7635	MV	821	221	0	0	50	0	171	0	171
PCT7635	TO	821	281	0	0	57	0	224	0	224
PCT7636	ED	945	79	0	0	13	0	66	0	66
PCT7636	MV	945	233	0	1	70	0	162	0	162
PCT7636	TO	945	312	0	1	83	0	228	0	228
PCT7637	ED	841	56	0	0	11	0	45	0	45
PCT7637	MV	841	231	0	0	57	0	174	0	174
PCT7637	TO	841	287	0	0	68	0	219	0	219
PCT7638	ED	1467	89	0	0	35	0	54	0	54
PCT7638	MV	1467	460	0	0	136	0	324	0	324
PCT7638	TO	1467	549	0	0	171	0	378	0	378
PCT7639	ED	1935	137	0	0	32	0	105	0	105
PCT7639	MV	1935	596	0	0	178	0	418	0	418
PCT7639	TO	1935	733	0	0	210	0	523	0	523
PCT7642	ED	946	68	0	0	19	0	49	0	49
PCT7642	MV	946	209	0	0	63	0	146	0	146
PCT7642	TO	946	277	0	0	82	0	195	0	195
PCT7643	ED	927	87	0	0	13	0	74	0	74
PCT7643	MV	927	308	0	0	71	0	237	0	237
PCT7643	TO	927	395	0	0	84	0	311	0	311
PCT7644	ED	1111	87	0	0	18	0	69	0	69
PCT7644	MV	1111	250	0	0	58	0	192	0	192
PCT7644	TO	1111	337	0	0	76	0	261	0	261
PCT7645	ED	626	42	0	0	8	0	34	0	34
PCT7645	MV	626	218	0	0	69	0	149	0	149
PCT7645	TO	626	260	0	0	77	0	183	0	183
PCT7646	ED	1090	60	0	0	11	0	49	0	49
PCT7646	MV	1090	346	0	0	87	0	259	0	259
PCT7646	TO	1090	406	0	0	98	0	308	0	308
PCT7647	ED	968	55	0	0	7	0	48	0	48
PCT7647	MV	968	136	0	0	28	0	108	0	108
PCT7647	TO	968	191	0	0	35	0	156	0	156
PCT7648	ED	2	0	0	0	0	0	0	0	0
PCT7648	MV	2	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0
PCT7649	ED	888	58	0	0	11	0	47	0	47
PCT7649	MV	888	212	0	0	43	0	169	0	169
PCT7649	TO	888	270	0	0	54	0	216	0	216
PCT7651	ED	830	50	0	0	6	0	44	0	44
PCT7651	MV	830	206	0	0	54	0	152	0	152
PCT7651	TO	830	256	0	0	60	0	196	0	196
PCT7652	ED	596	48	0	0	9	0	39	0	39
PCT7652	MV	596	152	0	0	40	0	112	0	112
PCT7652	TO	596	200	0	0	49	0	151	0	151
PCT7653	ED	1373	79	0	0	9	0	70	0	70
PCT7653	MV	1373	366	0	0	91	0	275	0	275
PCT7653	TO	1373	445	0	0	100	0	345	0	345
PCT7655	ED	1150	63	0	0	24	0	39	0	39
PCT7655	MV	1150	270	0	0	64	0	206	0	206
PCT7655	TO	1150	333	0	0	88	0	245	0	245
PCT7701	ED	1035	139	0	0	31	0	108	0	108
PCT7701	MV	1035	372	0	0	85	0	287	0	287
PCT7701	TO	1035	511	0	0	116	0	395	0	395
PCT7703	ED	178	1	0	0	0	0	1	0	1
PCT7703	MV	178	54	0	1	13	0	40	0	40
PCT7703	TO	178	55	0	1	13	0	41	0	41
PCT7704	ED	1723	249	0	0	59	0	190	0	190
PCT7704	MV	1723	632	0	0	150	0	482	0	482
PCT7704	TO	1723	881	0	0	209	0	672	0	672
PCT7705	ED	570	91	0	0	19	0	72	0	72
PCT7705	MV	570	219	0	0	54	0	165	0	165
PCT7705	TO	570	310	0	0	73	0	237	0	237
PCT7706	ED	839	151	0	0	29	0	122	0	122
PCT7706	MV	839	337	0	0	88	0	249	0	249
PCT7706	TO	839	488	0	0	117	0	371	0	371
PCT7707	ED	861	139	0	0	18	0	121	0	121
PCT7707	MV	861	344	0	0	84	0	260	0	260
PCT7707	TO	861	483	0	0	102	0	381	0	381
PCT7708	ED	881	116	0	0	25	0	91	0	91
PCT7708	MV	881	358	0	0	77	0	281	0	281
PCT7708	TO	881	474	0	0	102	0	372	0	372
PCT7709	ED	395	75	0	0	11	0	64	0	64
PCT7709	MV	395	149	0	0	29	0	120	0	120
PCT7709	TO	395	224	0	0	40	0	184	0	184
PCT7712	ED	1308	198	0	0	29	0	169	0	169
PCT7712	MV	1308	453	0	0	107	0	346	0	346
PCT7712	TO	1308	651	0	0	136	0	515	0	515
PCT7801	ED	968	138	0	0	22	0	116	0	116
PCT7801	MV	968	365	0	0	80	0	285	0	285
PCT7801	TO	968	503	0	0	102	0	401	0	401
PCT7802	ED	788	131	0	0	12	0	119	0	119
PCT7802	MV	788	275	0	0	68	0	207	0	207
PCT7802	TO	788	406	0	0	80	0	326	0	326
PCT7803	ED	822	85	0	0	14	0	71	0	71
PCT7803	MV	822	373	0	0	79	0	294	0	294
PCT7803	TO	822	458	0	0	93	0	365	0	365
PCT7805	ED	1683	283	0	0	48	0	235	0	235
PCT7805	MV	1683	632	0	0	142	0	490	0	490
PCT7805	TO	1683	915	0	0	190	0	725	0	725
PCT7807	ED	796	155	0	0	26	0	129	0	129
PCT7807	MV	796	243	0	0	60	0	183	0	183
PCT7807	TO	796	398	0	0	86	0	312	0	312
PCT7808	ED	1377	244	0	0	43	0	201	0	201
PCT7808	MV	1377	462	0	0	97	0	365	0	365
PCT7808	TO	1377	706	0	0	140	0	566	0	566
PCT7809	ED	770	112	0	0	15	0	97	0	97
PCT7809	MV	770	249	0	0	57	0	192	0	192
PCT7809	TO	770	361	0	0	72	0	289	0	289
PCT7811	ED	726	126	0	0	17	0	109	0	109
PCT7811	MV	726	199	0	0	36	0	163	0	163
PCT7811	TO	726	325	0	0	53	0	272	0	272
PCT7812	ED	871	132	0	0	26	0	106	0	106
PCT7812	MV	871	285	0	0	62	0	223	0	223
PCT7812	TO	871	417	0	0	88	0	329	0	329
PCT7813	ED	1037	179	0	0	28	0	151	0	151
PCT7813	MV	1037	347	0	1	57	0	289	0	289
PCT7813	TO	1037	526	0	1	85	0	440	0	440
PCT7814	ED	887	122	0	0	30	0	92	0	92
PCT7814	MV	887	215	0	1	50	0	164	0	164
PCT7814	TO	887	337	0	1	80	0	256	0	256
PCT7815	ED	1779	231	0	0	36	0	195	0	195
PCT7815	MV	1779	662	0	0	129	0	533	0	533
PCT7815	TO	1779	893	0	0	165	0	728	0	728
PCT7817	ED	1641	291	0	0	37	0	254	0	254
PCT7817	MV	1641	586	0	0	116	0	470	0	470
PCT7817	TO	1641	877	0	0	153	0	724	0	724
PCT7819	ED	1585	230	0	0	35	0	195	0	195
PCT7819	MV	1585	500	0	0	117	0	383	0	383
PCT7819	TO	1585	730	0	0	152	0	578	0	578
PCT7821	ED	965	168	0	0	30	0	138	0	138
PCT7821	MV	965	372	0	0	84	0	288	0	288
PCT7821	TO	965	540	0	0	114	0	426	0	426
PCT7822	ED	1748	322	0	0	37	0	285	0	285
PCT7822	MV	1748	626	0	0	133	0	493	0	493
PCT7822	TO	1748	948	0	0	170	0	778	0	778
PCT7824	ED	1353	243	0	0	38	0	205	0	205
PCT7824	MV	1353	417	0	0	89	0	328	0	328
PCT7824	TO	1353	660	0	0	127	0	533	0	533
PCT7826	ED	661	140	0	0	26	0	114	0	114
PCT7826	MV	661	175	0	0	43	0	132	0	132
PCT7826	TO	661	315	0	0	69	0	246	0	246
PCT7828	ED	997	132	0	0	16	0	116	0	116
PCT7828	MV	997	326	0	0	63	0	263	0	263
PCT7828	TO	997	458	0	0	79	0	379	0	379
PCT7829	ED	884	134	0	0	19	0	115	0	115
PCT7829	MV	884	346	0	0	89	0	257	0	257
PCT7829	TO	884	480	0	0	108	0	372	0	372
PCT7832	ED	773	103	0	0	16	0	87	0	87
PCT7832	MV	773	291	0	0	58	0	233	0	233
PCT7832	TO	773	394	0	0	74	0	320	0	320
PCT7834	ED	1593	279	0	0	54	0	225	0	225
PCT7834	MV	1593	473	0	1	87	0	385	0	385
PCT7834	TO	1593	752	0	1	141	0	610	0	610
PCT7835	ED	847	97	0	0	9	0	88	0	88
PCT7835	MV	847	289	0	0	50	0	239	0	239
PCT7835	TO	847	386	0	0	59	0	327	0	327
PCT7836	ED	1011	131	0	0	22	0	109	0	109
PCT7836	MV	1011	375	0	0	79	0	296	0	296
PCT7836	TO	1011	506	0	0	101	0	405	0	405
PCT7837	ED	1784	281	0	0	46	0	235	0	235
PCT7837	MV	1784	675	0	0	152	0	523	0	523
PCT7837	TO	1784	956	0	0	198	0	758	0	758
PCT7839	ED	1718	238	0	0	42	0	196	0	196
PCT7839	MV	1718	681	0	0	170	0	511	0	511
PCT7839	TO	1718	919	0	0	212	0	707	0	707
PCT7841	ED	1778	331	0	0	50	0	281	0	281
PCT7841	MV	1778	562	0	0	115	0	447	0	447
PCT7841	TO	1778	893	0	0	165	0	728	0	728
PCT7843	ED	719	148	0	0	25	0	123	0	123
PCT7843	MV	719	225	0	0	56	0	169	0	169
PCT7843	TO	719	373	0	0	81	0	292	0	292
PCT7844	ED	630	105	0	0	12	0	93	0	93
PCT7844	MV	630	199	0	0	35	0	164	0	164
PCT7844	TO	630	304	0	0	47	0	257	0	257
PCT7845	ED	870	137	0	0	21	0	116	0	116
PCT7845	MV	870	298	0	0	51	0	247	0	247
PCT7845	TO	870	435	0	0	72	0	363	0	363
PCT7846	ED	888	122	0	0	28	0	94	0	94
PCT7846	MV	888	307	0	0	78	0	229	0	229
PCT7846	TO	888	429	0	0	106	0	323	0	323
PCT7847	ED	1718	274	0	0	51	0	223	0	223
PCT7847	MV	1718	593	0	0	140	0	453	0	453
PCT7847	TO	1718	867	0	0	191	0	676	0	676
PCT7849	ED	887	165	0	0	21	0	144	0	144
PCT7849	MV	887	312	0	0	55	0	257	0	257
PCT7849	TO	887	477	0	0	76	0	401	0	401
PCT7852	ED	1153	158	0	0	41	0	117	0	117
PCT7852	MV	1153	478	0	0	74	0	404	0	404
PCT7852	TO	1153	636	0	0	115	0	521	0	521
PCT7853	ED	1736	230	0	1	34	0	195	0	195
PCT7853	MV	1736	604	0	0	133	0	471	0	471
PCT7853	TO	1736	834	0	1	167	0	666	0	666
PCT7854	ED	866	127	0	0	23	0	104	0	104
PCT7854	MV	866	314	0	0	75	0	239	0	239
PCT7854	TO	866	441	0	0	98	0	343	0	343
PCT7855	ED	1775	307	0	0	42	0	265	0	265
PCT7855	MV	1775	596	0	0	136	0	460	0	460
PCT7855	TO	1775	903	0	0	178	0	725	0	725
PCT7858	ED	1646	251	0	0	35	0	216	0	216
PCT7858	MV	1646	530	0	0	113	0	417	0	417
PCT7858	TO	1646	781	0	0	148	0	633	0	633
PCT7861	ED	854	131	0	0	23	0	108	0	108
PCT7861	MV	854	311	0	0	77	0	234	0	234
PCT7861	TO	854	442	0	0	100	0	342	0	342
PCT7862	ED	857	155	0	0	14	0	141	0	141
PCT7862	MV	857	275	0	0	54	0	221	0	221
PCT7862	TO	857	430	0	0	68	0	362	0	362
PCT7863	ED	881	155	0	0	26	0	129	0	129
PCT7863	MV	881	264	0	0	53	0	211	0	211
PCT7863	TO	881	419	0	0	79	0	340	0	340
PCT7864	ED	804	127	0	0	13	0	114	0	114
PCT7864	MV	804	267	0	0	63	0	204	0	204
PCT7864	TO	804	394	0	0	76	0	318	0	318
PCT7866	ED	822	129	0	0	21	0	108	0	108
PCT7866	MV	822	357	0	0	100	0	257	0	257
PCT7866	TO	822	486	0	0	121	0	365	0	365
PCT7867	ED	969	149	0	0	24	0	125	0	125
PCT7867	MV	969	365	0	0	53	0	312	0	312
PCT7867	TO	969	514	0	0	77	0	437	0	437
PCT7868	ED	870	151	0	0	22	0	129	0	129
PCT7868	MV	870	267	0	0	55	0	212	0	212
PCT7868	TO	870	418	0	0	77	0	341	0	341
PCT7869	ED	863	146	0	0	15	0	131	0	131
PCT7869	MV	863	355	0	0	87	0	268	0	268
PCT7869	TO	863	501	0	0	102	0	399	0	399
PCT7871	ED	877	151	0	0	39	0	112	0	112
PCT7871	MV	877	303	0	0	54	0	249	0	249
PCT7871	TO	877	454	0	0	93	0	361	0	361
PCT7872	ED	863	157	0	0	27	0	130	0	130
PCT7872	MV	863	332	0	0	73	0	259	0	259
PCT7872	TO	863	489	0	0	100	0	389	0	389
PCT7873	ED	1688	279	0	0	48	0	231	0	231
PCT7873	MV	1688	618	0	0	154	0	464	0	464
PCT7873	TO	1688	897	0	0	202	0	695	0	695
PCT7874	ED	474	67	0	0	11	0	56	0	56
PCT7874	MV	474	143	0	0	30	0	113	0	113
PCT7874	TO	474	210	0	0	41	0	169	0	169
PCT7875	ED	624	82	0	0	21	0	61	0	61
PCT7875	MV	624	179	0	1	47	0	131	0	131
PCT7875	TO	624	261	0	1	68	0	192	0	192
PCT7876	ED	523	68	0	0	11	0	57	0	57
PCT7876	MV	523	182	0	0	46	0	136	0	136
PCT7876	TO	523	250	0	0	57	0	193	0	193
PCT7902	ED	1729	212	0	0	36	0	176	0	176
PCT7902	MV	1729	392	0	0	99	0	293	0	293
PCT7902	TO	1729	604	0	0	135	0	469	0	469
PCT7903	ED	826	112	0	0	21	0	91	0	91
PCT7903	MV	826	219	0	0	51	0	168	0	168
PCT7903	TO	826	331	0	0	72	0	259	0	259
PCT7905	ED	880	135	0	0	16	0	119	0	119
PCT7905	MV	880	263	0	0	63	0	200	0	200
PCT7905	TO	880	398	0	0	79	0	319	0	319
PCT7906	ED	757	104	0	0	20	0	84	0	84
PCT7906	MV	757	174	0	0	34	0	140	0	140
PCT7906	TO	757	278	0	0	54	0	224	0	224
PCT7908	ED	1907	267	0	0	48	0	219	0	219
PCT7908	MV	1907	514	0	0	93	0	421	0	421
PCT7908	TO	1907	781	0	0	141	0	640	0	640
PCT7909	ED	718	120	0	0	17	0	103	0	103
PCT7909	MV	718	198	0	0	35	0	163	0	163
PCT7909	TO	718	318	0	0	52	0	266	0	266
PCT7911	ED	845	122	0	0	19	0	103	0	103
PCT7911	MV	845	197	0	0	38	0	159	0	159
PCT7911	TO	845	319	0	0	57	0	262	0	262
PCT7912	ED	1940	319	0	0	46	0	273	0	273
PCT7912	MV	1940	488	0	0	99	0	389	0	389
PCT7912	TO	1940	807	0	0	145	0	662	0	662
PCT7915	ED	1692	283	0	0	49	0	234	0	234
PCT7915	MV	1692	427	0	0	81	0	346	0	346
PCT7915	TO	1692	710	0	0	130	0	580	0	580
PCT7916	ED	842	145	0	0	20	0	125	0	125
PCT7916	MV	842	237	0	0	47	0	190	0	190
PCT7916	TO	842	382	0	0	67	0	315	0	315
PCT7917	ED	1823	298	0	1	47	0	250	0	250
PCT7917	MV	1823	461	0	0	94	0	367	0	367
PCT7917	TO	1823	759	0	1	141	0	617	0	617
PCT7918	ED	798	129	0	0	21	0	108	0	108
PCT7918	MV	798	194	0	0	33	0	161	0	161
PCT7918	TO	798	323	0	0	54	0	269	0	269
PCT7921	ED	1729	219	0	0	42	0	177	0	177
PCT7921	MV	1729	436	0	0	96	0	340	0	340
PCT7921	TO	1729	655	0	0	138	0	517	0	517
PCT7923	ED	1708	233	0	0	28	0	205	0	205
PCT7923	MV	1708	432	0	0	103	0	329	0	329
PCT7923	TO	1708	665	0	0	131	0	534	0	534
PCT7925	ED	530	74	0	0	13	0	61	0	61
PCT7925	MV	530	165	0	0	37	0	128	0	128
PCT7925	TO	530	239	0	0	50	0	189	0	189
PCT7926	ED	783	143	0	0	19	0	124	0	124
PCT7926	MV	783	233	0	0	39	0	194	0	194
PCT7926	TO	783	376	0	0	58	0	318	0	318
PCT7928	ED	1661	310	0	0	49	0	261	0	261
PCT7928	MV	1661	532	0	0	111	0	421	0	421
PCT7928	TO	1661	842	0	0	160	0	682	0	682
PCT7929	ED	830	151	0	0	19	0	132	0	132
PCT7929	MV	830	311	0	0	51	0	260	0	260
PCT7929	TO	830	462	0	0	70	0	392	0	392
PCT7931	ED	742	116	0	0	20	0	96	0	96
PCT7931	MV	742	284	0	0	46	0	238	0	238
PCT7931	TO	742	400	0	0	66	0	334	0	334
PCT7932	ED	547	84	0	0	11	0	73	0	73
PCT7932	MV	547	177	0	0	38	0	139	0	139
PCT7932	TO	547	261	0	0	49	0	212	0	212
PCT7933	ED	7	0	0	0	0	0	0	0	0
PCT7933	MV	7	4	0	0	1	0	3	0	3
PCT7933	TO	7	4	0	0	1	0	3	0	3
PCT7934	ED	866	125	0	0	17	0	108	0	108
PCT7934	MV	866	304	0	1	43	0	260	0	260
PCT7934	TO	866	429	0	1	60	0	368	0	368
PCT7935	ED	927	173	0	0	27	0	146	0	146
PCT7935	MV	927	310	0	0	68	0	242	0	242
PCT7935	TO	927	483	0	0	95	0	388	0	388
PCT7936	ED	1508	340	0	0	47	0	293	0	293
PCT7936	MV	1508	452	0	0	96	0	356	0	356
PCT7936	TO	1508	792	0	0	143	0	649	0	649
PCT7937	ED	899	155	0	0	21	0	134	0	134
PCT7937	MV	899	300	0	0	62	0	238	0	238
PCT7937	TO	899	455	0	0	83	0	372	0	372
PCT7938	ED	758	114	0	0	23	0	91	0	91
PCT7938	MV	758	203	0	0	30	0	173	0	173
PCT7938	TO	758	317	0	0	53	0	264	0	264
PCT7941	ED	752	117	0	0	13	0	104	0	104
PCT7941	MV	752	223	0	0	48	0	175	0	175
PCT7941	TO	752	340	0	0	61	0	279	0	279
PCT7942	ED	923	92	0	0	11	0	81	0	81
PCT7942	MV	923	267	0	0	50	0	217	0	217
PCT7942	TO	923	359	0	0	61	0	298	0	298
PCT7943	ED	1675	262	0	0	45	0	217	0	217
PCT7943	MV	1675	514	0	0	101	0	413	0	413
PCT7943	TO	1675	776	0	0	146	0	630	0	630
PCT7945	ED	940	67	0	0	11	0	56	0	56
PCT7945	MV	940	264	0	0	49	0	215	0	215
PCT7945	TO	940	331	0	0	60	0	271	0	271
PCT7946	ED	1553	132	0	0	23	0	109	0	109
PCT7946	MV	1553	470	0	0	132	0	338	0	338
PCT7946	TO	1553	602	0	0	155	0	447	0	447
PCT7947	ED	960	71	0	0	17	0	54	0	54
PCT7947	MV	960	290	0	0	79	0	211	0	211
PCT7947	TO	960	361	0	0	96	0	265	0	265
PCT7948	ED	918	94	0	0	19	0	75	0	75
PCT7948	MV	918	291	0	0	81	0	210	0	210
PCT7948	TO	918	385	0	0	100	0	285	0	285
PCT7951	ED	1818	138	0	0	24	0	114	0	114
PCT7951	MV	1818	589	0	1	170	0	418	0	418
PCT7951	TO	1818	727	0	1	194	0	532	0	532
PCT7953	ED	824	83	0	0	14	0	69	0	69
PCT7953	MV	824	245	0	0	64	0	181	0	181
PCT7953	TO	824	328	0	0	78	0	250	0	250
PCT7954	ED	1	0	0	0	0	0	0	0	0
PCT7954	MV	1	1	0	0	0	0	1	0	1
PCT7954	TO	1	1	0	0	0	0	1	0	1
PCT7956	ED	1759	120	0	0	20	0	100	0	100
PCT7956	MV	1759	461	0	0	122	0	339	0	339
PCT7956	TO	1759	581	0	0	142	0	439	0	439
PCT7957	ED	665	74	0	0	14	0	60	0	60
PCT7957	MV	665	209	0	0	51	0	158	0	158
PCT7957	TO	665	283	0	0	65	0	218	0	218
PCT7958	ED	301	6	0	0	2	0	4	0	4
PCT7958	MV	301	91	0	0	36	0	55	0	55
PCT7958	TO	301	97	0	0	38	0	59	0	59
PCT7959	ED	1198	127	0	0	25	0	102	0	102
PCT7959	MV	1198	278	0	0	44	0	234	0	234
PCT7959	TO	1198	405	0	0	69	0	336	0	336
PCT9001	ED	286	3	0	0	1	0	2	0	2
PCT9001	MV	286	90	0	0	8	0	82	0	82
PCT9001	TO	286	93	0	0	9	0	84	0	84
PCT9103	ED	946	125	0	0	32	0	93	0	93
PCT9103	MV	946	255	0	0	73	0	182	0	182
PCT9103	TO	946	380	0	0	105	0	275	0	275
PCT9104	ED	993	100	0	0	25	0	75	0	75
PCT9104	MV	993	294	0	0	78	0	216	0	216
PCT9104	TO	993	394	0	0	103	0	291	0	291
PCT9105	ED	1747	223	0	0	43	0	180	0	180
PCT9105	MV	1747	511	0	0	133	0	378	0	378
PCT9105	TO	1747	734	0	0	176	0	558	0	558
PCT9106	ED	935	135	0	0	19	0	116	0	116
PCT9106	MV	935	296	0	0	68	0	228	0	228
PCT9106	TO	935	431	0	0	87	0	344	0	344
PCT9109	ED	1651	244	0	0	45	0	199	0	199
PCT9109	MV	1651	436	0	0	106	0	330	0	330
PCT9109	TO	1651	680	0	0	151	0	529	0	529
PCT9111	ED	809	105	0	0	25	0	80	0	80
PCT9111	MV	809	209	0	0	56	0	153	0	153
PCT9111	TO	809	314	0	0	81	0	233	0	233
PCT9113	ED	997	164	0	0	33	0	131	0	131
PCT9113	MV	997	317	0	0	75	0	242	0	242
PCT9113	TO	997	481	0	0	108	0	373	0	373
PCT9114	ED	1806	237	0	0	52	0	185	0	185
PCT9114	MV	1806	522	0	0	122	0	400	0	400
PCT9114	TO	1806	759	0	0	174	0	585	0	585
PCT9116	ED	1822	251	0	0	44	0	207	0	207
PCT9116	MV	1822	508	0	0	118	0	390	0	390
PCT9116	TO	1822	759	0	0	162	0	597	0	597
PCT9117	ED	1691	253	0	0	59	0	194	0	194
PCT9117	MV	1691	533	0	0	147	0	386	0	386
PCT9117	TO	1691	786	0	0	206	0	580	0	580
PCT9118	ED	1938	229	0	0	53	0	176	0	176
PCT9118	MV	1938	533	0	0	138	0	395	0	395
PCT9118	TO	1938	762	0	0	191	0	571	0	571
PCT9119	ED	899	91	0	0	15	0	76	0	76
PCT9119	MV	899	302	0	0	84	0	218	0	218
PCT9119	TO	899	393	0	0	99	0	294	0	294
PCT9122	ED	1865	190	0	0	45	0	145	0	145
PCT9122	MV	1865	536	0	0	138	0	398	0	398
PCT9122	TO	1865	726	0	0	183	0	543	0	543
PCT9124	ED	1843	218	0	0	49	0	169	0	169
PCT9124	MV	1843	541	0	0	150	0	391	0	391
PCT9124	TO	1843	759	0	0	199	0	560	0	560
PCT9125	ED	879	97	0	0	16	0	81	0	81
PCT9125	MV	879	266	0	0	67	0	199	0	199
PCT9125	TO	879	363	0	0	83	0	280	0	280
PCT9127	ED	1974	273	0	0	41	0	232	0	232
PCT9127	MV	1974	634	0	1	185	0	448	0	448
PCT9127	TO	1974	907	0	1	226	0	680	0	680
PCT9128	ED	814	125	0	0	24	0	101	0	101
PCT9128	MV	814	268	0	0	74	0	194	0	194
PCT9128	TO	814	393	0	0	98	0	295	0	295
PCT9129	ED	1459	176	0	0	31	0	145	0	145
PCT9129	MV	1459	462	0	0	125	0	337	0	337
PCT9129	TO	1459	638	0	0	156	0	482	0	482
PCT9132	ED	805	105	0	0	25	0	80	0	80
PCT9132	MV	805	221	0	1	41	0	179	0	179
PCT9132	TO	805	326	0	1	66	0	259	0	259
PCT9133	ED	1984	271	0	1	43	0	227	0	227
PCT9133	MV	1984	595	0	0	143	0	452	0	452
PCT9133	TO	1984	866	0	1	186	0	679	0	679
PCT9134	ED	891	87	0	0	23	0	64	0	64
PCT9134	MV	891	246	0	0	54	0	192	0	192
PCT9134	TO	891	333	0	0	77	0	256	0	256
PCT9135	ED	802	114	0	0	37	0	77	0	77
PCT9135	MV	802	230	0	0	59	0	171	0	171
PCT9135	TO	802	344	0	0	96	0	248	0	248
PCT9136	ED	900	119	0	0	25	0	94	0	94
PCT9136	MV	900	251	0	0	65	0	186	0	186
PCT9136	TO	900	370	0	0	90	0	280	0	280
PCT9137	ED	999	115	0	0	28	0	87	0	87
PCT9137	MV	999	278	0	0	87	0	191	0	191
PCT9137	TO	999	393	0	0	115	0	278	0	278
PCT9138	ED	929	101	0	0	21	0	80	0	80
PCT9138	MV	929	282	0	0	60	0	222	0	222
PCT9138	TO	929	383	0	0	81	0	302	0	302
PCT9139	ED	986	105	0	0	16	0	89	0	89
PCT9139	MV	986	340	0	0	83	0	257	0	257
PCT9139	TO	986	445	0	0	99	0	346	0	346
PCT9141	ED	1803	232	0	0	49	0	183	0	183
PCT9141	MV	1803	547	0	0	125	0	422	0	422
PCT9141	TO	1803	779	0	0	174	0	605	0	605
PCT9143	ED	895	120	0	0	28	0	92	0	92
PCT9143	MV	895	279	0	0	61	0	218	0	218
PCT9143	TO	895	399	0	0	89	0	310	0	310
PCT9144	ED	958	141	0	0	26	0	115	0	115
PCT9144	MV	958	288	0	0	70	0	218	0	218
PCT9144	TO	958	429	0	0	96	0	333	0	333
PCT9145	ED	851	124	0	0	21	0	103	0	103
PCT9145	MV	851	274	0	0	65	0	209	0	209
PCT9145	TO	851	398	0	0	86	0	312	0	312
PCT9146	ED	1837	275	0	0	59	0	216	0	216
PCT9146	MV	1837	555	0	0	145	0	410	0	410
PCT9146	TO	1837	830	0	0	204	0	626	0	626
PCT9149	ED	957	150	0	0	25	0	125	0	125
PCT9149	MV	957	276	0	0	55	0	221	0	221
PCT9149	TO	957	426	0	0	80	0	346	0	346
PCT9152	ED	1630	167	0	0	25	0	142	0	142
PCT9152	MV	1630	400	0	0	89	0	311	0	311
PCT9152	TO	1630	567	0	0	114	0	453	0	453
PCT9201	ED	950	111	0	0	15	0	96	0	96
PCT9201	MV	950	208	0	0	42	0	166	0	166
PCT9201	TO	950	319	0	0	57	0	262	0	262
PCT9202	ED	977	116	0	0	20	0	96	0	96
PCT9202	MV	977	207	0	0	45	0	162	0	162
PCT9202	TO	977	323	0	0	65	0	258	0	258
PCT9203	ED	984	78	0	0	23	0	55	0	55
PCT9203	MV	984	251	0	0	77	0	174	0	174
PCT9203	TO	984	329	0	0	100	0	229	0	229
