area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	24:JOSÉ CISNEROS
PCT7619	TO	1055	390	0	0	109	0	281	0	281
PCT7621	ED	1064	89	0	0	19	0	70	0	70
PCT7621	MV	1064	290	0	0	71	0	219	0	219
PCT7621	TO	1064	379	0	0	90	0	289	0	289
PCT7622	ED	923	69	0	0	20	0	49	0	49
PCT7622	MV	923	159	0	0	36	0	123	0	123
PCT7622	TO	923	228	0	0	56	0	172	0	172
PCT7623	ED	965	81	0	0	17	0	64	0	64
PCT7623	MV	965	188	0	0	44	0	144	0	144
PCT7623	TO	965	269	0	0	61	0	208	0	208
PCT7624	ED	835	56	0	0	8	0	48	0	48
PCT7624	MV	835	173	0	0	33	0	140	0	140
PCT7624	TO	835	229	0	0	41	0	188	0	188
PCT7625	ED	809	40	0	0	6	0	34	0	34
PCT7625	MV	809	397	0	0	96	0	301	0	301
PCT7625	TO	809	437	0	0	102	0	335	0	335
PCT7626	ED	1037	61	0	0	13	0	48	0	48
PCT7626	MV	1037	294	0	0	72	0	222	0	222
PCT7626	TO	1037	355	0	0	85	0	270	0	270
PCT7628	ED	933	98	0	0	27	0	71	0	71
PCT7628	MV	933	231	0	0	78	0	153	0	153
PCT7628	TO	933	329	0	0	105	0	224	0	224
PCT7629	ED	847	75	0	0	15	0	60	0	60
PCT7629	MV	847	187	0	0	65	0	122	0	122
PCT7629	TO	847	262	0	0	80	0	182	0	182
PCT7632	ED	1112	95	0	0	27	0	68	0	68
PCT7632	MV	1112	258	0	0	69	0	189	0	189
PCT7632	TO	1112	353	0	0	96	0	257	0	257
PCT7633	ED	1902	153	0	0	41	0	112	0	112
PCT7633	MV	1902	514	0	0	136	0	378	0	378
PCT7633	TO	1902	667	0	0	177	0	490	0	490
PCT7634	ED	864	86	0	0	28	0	58	0	58
PCT7634	MV	864	254	0	0	52	0	202	0	202
PCT7634	TO	864	340	0	0	80	0	260	0	260
PCT7635	ED	821	60	0	0	9	0	51	0	51
PCT7635	MV	821	221	0	0	52	0	169	0	169
PCT7635	TO	821	281	0	0	61	0	220	0	220
PCT7636	ED	945	79	0	0	20	0	59	0	59
PCT7636	MV	945	233	0	0	70	0	163	0	163
PCT7636	TO	945	312	0	0	90	0	222	0	222
PCT7637	ED	841	56	0	0	11	0	45	0	45
PCT7637	MV	841	231	0	0	59	0	172	0	172
PCT7637	TO	841	287	0	0	70	0	217	0	217
PCT7638	ED	1467	89	0	0	32	0	57	0	57
PCT7638	MV	1467	460	0	0	131	0	329	0	329
PCT7638	TO	1467	549	0	0	163	0	386	0	386
PCT7639	ED	1935	137	0	0	38	0	99	0	99
PCT7639	MV	1935	596	0	0	177	0	419	0	419
PCT7639	TO	1935	733	0	0	215	0	518	0	518
PCT7642	ED	946	68	0	0	17	0	51	0	51
PCT7642	MV	946	209	0	0	68	0	141	0	141
PCT7642	TO	946	277	0	0	85	0	192	0	192
PCT7643	ED	927	87	0	0	13	0	74	0	74
PCT7643	MV	927	308	0	0	73	0	235	0	235
PCT7643	TO	927	395	0	0	86	0	309	0	309
PCT7644	ED	1111	87	0	0	10	0	77	0	77
PCT7644	MV	1111	250	0	0	68	0	182	0	182
PCT7644	TO	1111	337	0	0	78	0	259	0	259
PCT7645	ED	626	42	0	0	7	0	35	0	35
PCT7645	MV	626	218	0	0	72	0	146	0	146
PCT7645	TO	626	260	0	0	79	0	181	0	181
PCT7646	ED	1090	60	0	0	16	0	44	0	44
PCT7646	MV	1090	346	0	0	88	0	258	0	258
PCT7646	TO	1090	406	0	0	104	0	302	0	302
PCT7647	ED	968	55	0	0	12	0	43	0	43
PCT7647	MV	968	136	0	0	29	0	107	0	107
PCT7647	TO	968	191	0	0	41	0	150	0	150
PCT7648	MV	2	0	0	0	0	0	0	0	0
PCT7648	TO	2	0	0	0	0	0	0	0	0
PCT7649	ED	888	58	0	0	14	0	44	0	44
PCT7649	MV	888	212	0	0	52	0	160	0	160
PCT7649	TO	888	270	0	0	66	0	204	0	204
PCT7651	ED	830	50	0	0	8	0	42	0	42
PCT7651	MV	830	206	0	0	50	0	156	0	156
PCT7651	TO	830	256	0	0	58	0	198	0	198
PCT7652	ED	596	48	0	0	11	0	37	0	37
PCT7652	MV	596	152	0	0	39	0	113	0	113
PCT7652	TO	596	200	0	0	50	0	150	0	150
PCT7653	ED	1373	79	0	0	13	0	66	0	66
PCT7653	MV	1373	365	0	0	96	0	269	0	269
PCT7653	TO	1373	444	0	0	109	0	335	0	335
PCT7655	ED	1150	63	0	0	24	0	39	0	39
PCT7655	MV	1150	269	0	0	58	0	211	0	211
PCT7655	TO	1150	332	0	0	82	0	250	0	250
PCT7701	ED	1035	139	0	0	39	0	100	0	100
PCT7701	MV	1035	372	0	0	98	0	274	0	274
PCT7701	TO	1035	511	0	0	137	0	374	0	374
PCT7703	MV	178	54	0	0	10	0	44	0	44
PCT7703	TO	178	55	0	0	10	0	45	0	45
PCT7704	ED	1723	249	0	0	55	0	194	0	194
PCT7704	MV	1723	632	0	0	128	0	504	0	504
PCT7704	TO	1723	881	0	0	183	0	698	0	698
PCT7705	ED	570	91	0	0	17	0	74	0	74
PCT7705	MV	570	219	0	0	51	0	168	0	168
PCT7705	TO	570	310	0	0	68	0	242	0	242
PCT7706	ED	839	151	0	0	20	0	131	0	131
PCT7706	MV	839	336	0	0	88	0	248	0	248
PCT7706	TO	839	487	0	0	108	0	379	0	379
PCT7707	ED	861	139	0	0	23	0	116	0	116
PCT7707	MV	861	344	0	0	70	0	274	0	274
PCT7707	TO	861	483	0	0	93	0	390	0	390
PCT7708	ED	881	116	0	0	25	0	91	0	91
PCT7708	MV	881	358	0	0	78	0	280	0	280
PCT7708	TO	881	474	0	0	103	0	371	0	371
PCT7709	ED	395	75	0	0	22	0	53	0	53
PCT7709	MV	395	149	0	0	31	0	118	0	118
PCT7709	TO	395	224	0	0	53	0	171	0	171
PCT7712	ED	1308	198	0	0	39	0	159	0	159
PCT7712	MV	1308	453	0	0	119	0	334	0	334
PCT7712	TO	1308	651	0	0	158	0	493	0	493
PCT7801	ED	968	138	0	0	28	0	110	0	110
PCT7801	MV	968	365	0	0	96	0	269	0	269
PCT7801	TO	968	503	0	0	124	0	379	0	379
PCT7802	ED	788	131	0	0	28	0	103	0	103
PCT7802	MV	788	275	0	0	69	0	206	0	206
PCT7802	TO	788	406	0	0	97	0	309	0	309
PCT7803	ED	822	85	0	0	20	0	65	0	65
PCT7803	MV	822	373	0	0	77	0	296	0	296
PCT7803	TO	822	458	0	0	97	0	361	0	361
PCT7805	ED	1683	283	0	0	54	0	229	0	229
PCT7805	MV	1683	632	0	0	158	0	474	0	474
PCT7805	TO	1683	915	0	0	212	0	703	0	703
PCT7807	ED	796	155	0	0	35	0	120	0	120
PCT7807	MV	796	243	0	0	73	0	170	0	170
PCT7807	TO	796	398	0	0	108	0	290	0	290
PCT7808	ED	1377	244	0	0	62	0	182	0	182
PCT7808	MV	1377	461	0	0	112	0	349	0	349
PCT7808	TO	1377	705	0	0	174	0	531	0	531
PCT7809	ED	770	112	0	0	24	0	88	0	88
PCT7809	MV	770	249	0	0	70	0	179	0	179
PCT7809	TO	770	361	0	0	94	0	267	0	267
PCT7811	ED	726	126	0	0	29	0	97	0	97
PCT7811	MV	726	199	0	0	66	0	133	0	133
PCT7811	TO	726	325	0	0	95	0	230	0	230
PCT7812	ED	871	132	0	0	34	0	98	0	98
PCT7812	MV	871	285	0	0	76	0	209	0	209
PCT7812	TO	871	417	0	0	110	0	307	0	307
PCT7813	ED	1037	179	0	0	45	0	134	0	134
PCT7813	MV	1037	347	0	1	73	0	273	0	273
PCT7813	TO	1037	526	0	1	118	0	407	0	407
PCT7814	ED	887	122	0	0	35	0	87	0	87
PCT7814	MV	887	215	0	1	58	0	156	0	156
PCT7814	TO	887	337	0	1	93	0	243	0	243
PCT7815	ED	1779	231	0	0	42	0	189	0	189
PCT7815	MV	1779	662	0	0	128	0	534	0	534
PCT7815	TO	1779	893	0	0	170	0	723	0	723
PCT7817	ED	1641	291	0	0	58	0	233	0	233
PCT7817	MV	1641	586	0	0	162	0	424	0	424
PCT7817	TO	1641	877	0	0	220	0	657	0	657
PCT7819	ED	1585	230	0	0	66	0	164	0	164
PCT7819	MV	1585	500	0	0	133	0	367	0	367
PCT7819	TO	1585	730	0	0	199	0	531	0	531
PCT7821	ED	965	168	0	0	33	0	135	0	135
PCT7821	MV	965	372	0	0	95	0	277	0	277
PCT7821	TO	965	540	0	0	128	0	412	0	412
PCT7822	ED	1748	322	0	0	64	0	258	0	258
PCT7822	MV	1748	625	0	0	147	0	478	0	478
PCT7822	TO	1748	947	0	0	211	0	736	0	736
PCT7824	ED	1353	243	0	0	50	0	193	0	193
PCT7824	MV	1353	416	0	0	118	0	298	0	298
PCT7824	TO	1353	659	0	0	168	0	491	0	491
PCT7826	ED	661	140	0	0	40	0	100	0	100
PCT7826	MV	661	175	0	0	55	0	120	0	120
PCT7826	TO	661	315	0	0	95	0	220	0	220
PCT7828	ED	997	132	0	0	21	0	111	0	111
PCT7828	MV	997	326	0	0	63	0	263	0	263
PCT7828	TO	997	458	0	0	84	0	374	0	374
PCT7829	ED	884	134	0	0	23	0	111	0	111
PCT7829	MV	884	345	0	0	94	0	251	0	251
PCT7829	TO	884	479	0	0	117	0	362	0	362
PCT7832	ED	773	103	0	0	19	0	84	0	84
PCT7832	MV	773	291	0	0	59	0	232	0	232
PCT7832	TO	773	394	0	0	78	0	316	0	316
PCT7834	ED	1593	279	0	0	88	0	191	0	191
PCT7834	MV	1593	473	0	0	133	0	340	0	340
PCT7834	TO	1593	752	0	0	221	0	531	0	531
PCT7835	ED	847	97	0	0	14	0	83	0	83
PCT7835	MV	847	289	0	0	56	0	233	0	233
PCT7835	TO	847	386	0	0	70	0	316	0	316
PCT7836	ED	1011	131	0	0	25	0	106	0	106
PCT7836	MV	1011	374	0	0	80	0	294	0	294
PCT7836	TO	1011	505	0	0	105	0	400	0	400
PCT7837	ED	1784	281	0	0	56	0	225	0	225
PCT7837	MV	1784	673	0	0	154	0	519	0	519
PCT7837	TO	1784	954	0	0	210	0	744	0	744
PCT7839	ED	1718	238	0	0	59	0	179	0	179
PCT7839	MV	1718	681	0	0	180	0	501	0	501
PCT7839	TO	1718	919	0	0	239	0	680	0	680
PCT7841	ED	1778	331	0	0	76	0	255	0	255
PCT7841	MV	1778	561	0	0	140	0	421	0	421
PCT7841	TO	1778	892	0	0	216	0	676	0	676
PCT7843	ED	719	148	0	0	39	0	109	0	109
PCT7843	MV	719	225	0	0	62	0	163	0	163
PCT7843	TO	719	373	0	0	101	0	272	0	272
PCT7844	ED	630	105	0	0	21	0	84	0	84
PCT7844	MV	630	199	0	0	59	0	140	0	140
PCT7844	TO	630	304	0	0	80	0	224	0	224
PCT7845	ED	870	137	0	0	29	0	108	0	108
PCT7845	MV	870	298	0	0	58	0	240	0	240
PCT7845	TO	870	435	0	0	87	0	348	0	348
PCT7846	ED	888	122	0	0	27	0	95	0	95
PCT7846	MV	888	306	0	0	80	0	226	0	226
PCT7846	TO	888	428	0	0	107	0	321	0	321
PCT7847	ED	1718	274	0	0	59	0	215	0	215
PCT7847	MV	1718	593	0	0	160	0	433	0	433
PCT7847	TO	1718	867	0	0	219	0	648	0	648
PCT7849	ED	887	165	0	0	34	0	131	0	131
PCT7849	MV	887	312	0	0	78	0	234	0	234
PCT7849	TO	887	477	0	0	112	0	365	0	365
PCT7852	ED	1153	158	0	0	37	0	121	0	121
PCT7852	MV	1153	478	0	0	83	0	395	0	395
PCT7852	TO	1153	636	0	0	120	0	516	0	516
PCT7853	ED	1736	230	0	1	43	0	186	0	186
PCT7853	MV	1736	603	0	0	135	0	468	0	468
PCT7853	TO	1736	833	0	1	178	0	654	0	654
PCT7854	ED	866	127	0	0	38	0	89	0	89
PCT7854	MV	866	314	0	0	89	0	225	0	225
PCT7854	TO	866	441	0	0	127	0	314	0	314
PCT7855	ED	1775	307	0	0	62	0	245	0	245
PCT7855	MV	1775	596	0	0	159	0	437	0	437
PCT7855	TO	1775	903	0	0	221	0	682	0	682
PCT7858	ED	1646	251	0	0	66	0	185	0	185
PCT7858	MV	1646	530	0	0	147	0	383	0	383
PCT7858	TO	1646	781	0	0	213	0	568	0	568
PCT7861	ED	854	131	0	0	35	0	96	0	96
PCT7861	MV	854	311	0	0	74	0	237	0	237
PCT7861	TO	854	442	0	0	109	0	333	0	333
PCT7862	ED	857	155	0	0	20	0	135	0	135
PCT7862	MV	857	275	0	0	62	0	213	0	213
PCT7862	TO	857	430	0	0	82	0	348	0	348
PCT7863	ED	881	155	0	0	34	0	121	0	121
PCT7863	MV	881	264	0	0	67	0	197	0	197
PCT7863	TO	881	419	0	0	101	0	318	0	318
PCT7864	ED	804	127	0	0	22	0	105	0	105
PCT7864	MV	804	267	0	0	77	0	190	0	190
PCT7864	TO	804	394	0	0	99	0	295	0	295
PCT7866	ED	822	129	0	0	20	0	109	0	109
PCT7866	MV	822	357	0	0	92	0	265	0	265
PCT7866	TO	822	486	0	0	112	0	374	0	374
PCT7867	ED	969	149	0	0	26	0	123	0	123
PCT7867	MV	969	364	0	0	72	0	292	0	292
PCT7867	TO	969	513	0	0	98	0	415	0	415
PCT7868	ED	870	151	0	0	21	0	130	0	130
PCT7868	MV	870	267	0	1	54	0	212	0	212
PCT7868	TO	870	418	0	1	75	0	342	0	342
PCT7869	ED	863	146	0	0	16	0	130	0	130
PCT7869	MV	863	355	0	0	96	0	259	0	259
PCT7869	TO	863	501	0	0	112	0	389	0	389
PCT7871	ED	877	151	0	0	40	0	111	0	111
PCT7871	MV	877	303	0	0	65	0	238	0	238
PCT7871	TO	877	454	0	0	105	0	349	0	349
PCT7872	ED	863	157	0	0	26	0	131	0	131
PCT7872	MV	863	332	0	0	74	0	258	0	258
PCT7872	TO	863	489	0	0	100	0	389	0	389
PCT7873	ED	1688	279	0	0	60	0	219	0	219
PCT7873	MV	1688	618	0	0	177	0	441	0	441
PCT7873	TO	1688	897	0	0	237	0	660	0	660
PCT7874	ED	474	67	0	0	11	0	56	0	56
PCT7874	MV	474	143	0	0	42	0	101	0	101
PCT7874	TO	474	210	0	0	53	0	157	0	157
PCT7875	ED	624	82	0	0	24	0	58	0	58
PCT7875	MV	624	179	0	1	49	0	129	0	129
PCT7875	TO	624	261	0	1	73	0	187	0	187
PCT7876	ED	523	68	0	0	13	0	55	0	55
PCT7876	MV	523	181	0	0	49	0	132	0	132
PCT7876	TO	523	249	0	0	62	0	187	0	187
PCT7902	ED	1729	212	0	0	70	0	142	0	142
PCT7902	MV	1729	392	0	0	116	0	276	0	276
PCT7902	TO	1729	604	0	0	186	0	418	0	418
PCT7903	ED	826	112	0	0	37	0	75	0	75
PCT7903	MV	826	219	0	0	68	0	151	0	151
PCT7903	TO	826	331	0	0	105	0	226	0	226
PCT7905	ED	880	135	0	0	34	0	101	0	101
PCT7905	MV	880	263	0	0	80	0	183	0	183
PCT7905	TO	880	398	0	0	114	0	284	0	284
PCT7906	ED	757	104	0	0	35	0	69	0	69
PCT7906	MV	757	174	0	0	47	0	127	0	127
PCT7906	TO	757	278	0	0	82	0	196	0	196
PCT7908	ED	1907	267	0	0	88	0	179	0	179
PCT7908	MV	1907	513	0	0	132	0	381	0	381
PCT7908	TO	1907	780	0	0	220	0	560	0	560
PCT7909	ED	718	120	0	0	35	0	85	0	85
PCT7909	MV	718	198	0	0	51	0	147	0	147
PCT7909	TO	718	318	0	0	86	0	232	0	232
PCT7911	ED	845	122	0	0	31	0	91	0	91
PCT7911	MV	845	197	0	0	60	0	137	0	137
PCT7911	TO	845	319	0	0	91	0	228	0	228
PCT7912	ED	1940	319	0	0	95	0	224	0	224
PCT7912	MV	1940	488	0	0	143	0	345	0	345
PCT7912	TO	1940	807	0	0	238	0	569	0	569
PCT7915	ED	1692	283	0	0	89	0	194	0	194
PCT7915	MV	1692	427	0	0	123	0	304	0	304
PCT7915	TO	1692	710	0	0	212	0	498	0	498
PCT7916	ED	842	145	0	0	41	0	104	0	104
PCT7916	MV	842	236	0	0	61	0	175	0	175
PCT7916	TO	842	381	0	0	102	0	279	0	279
PCT7917	ED	1823	298	0	1	96	0	201	0	201
PCT7917	MV	1823	461	0	0	145	0	316	0	316
PCT7917	TO	1823	759	0	1	241	0	517	0	517
PCT7918	ED	798	129	0	0	45	0	84	0	84
PCT7918	MV	798	193	0	0	52	0	141	0	141
PCT7918	TO	798	322	0	0	97	0	225	0	225
PCT7921	ED	1729	219	0	0	58	0	161	0	161
PCT7921	MV	1729	436	0	0	116	0	320	0	320
PCT7921	TO	1729	655	0	0	174	0	481	0	481
PCT7923	ED	1708	233	0	0	63	0	170	0	170
PCT7923	MV	1708	432	0	0	131	0	301	0	301
PCT7923	TO	1708	665	0	0	194	0	471	0	471
PCT7925	ED	530	74	0	0	22	0	52	0	52
PCT7925	MV	530	165	0	0	56	0	109	0	109
PCT7925	TO	530	239	0	0	78	0	161	0	161
PCT7926	ED	783	143	0	0	36	0	107	0	107
PCT7926	MV	783	233	0	0	74	0	159	0	159
PCT7926	TO	783	376	0	0	110	0	266	0	266
PCT7928	ED	1661	310	0	0	80	0	230	0	230
PCT7928	MV	1661	532	0	0	147	0	385	0	385
PCT7928	TO	1661	842	0	0	227	0	615	0	615
PCT7929	ED	830	151	0	0	35	0	116	0	116
PCT7929	MV	830	310	0	0	73	0	237	0	237
PCT7929	TO	830	461	0	0	108	0	353	0	353
PCT7931	ED	742	116	0	0	22	0	94	0	94
PCT7931	MV	742	284	0	0	55	0	229	0	229
PCT7931	TO	742	400	0	0	77	0	323	0	323
PCT7932	ED	547	84	0	0	20	0	64	0	64
PCT7932	MV	547	177	0	0	47	0	130	0	130
PCT7932	TO	547	261	0	0	67	0	194	0	194
PCT7933	MV	7	4	0	0	1	0	3	0	3
PCT7933	TO	7	4	0	0	1	0	3	0	3
PCT7934	ED	866	125	0	0	30	0	95	0	95
PCT7934	MV	866	304	0	1	67	0	236	0	236
PCT7934	TO	866	429	0	1	97	0	331	0	331
PCT7935	ED	927	173	0	0	38	0	135	0	135
PCT7935	MV	927	310	0	0	70	0	240	0	240
PCT7935	TO	927	483	0	0	108	0	375	0	375
PCT7936	ED	1508	340	0	0	86	0	254	0	254
PCT7936	MV	1508	452	0	0	127	0	325	0	325
PCT7936	TO	1508	792	0	0	213	0	579	0	579
PCT7937	ED	899	155	0	0	37	0	118	0	118
PCT7937	MV	899	300	0	0	74	0	226	0	226
PCT7937	TO	899	455	0	0	111	0	344	0	344
PCT7938	ED	758	114	0	0	33	0	81	0	81
PCT7938	MV	758	203	0	0	53	0	150	0	150
PCT7938	TO	758	317	0	0	86	0	231	0	231
PCT7941	ED	752	117	0	0	24	0	93	0	93
PCT7941	MV	752	223	0	0	69	0	154	0	154
PCT7941	TO	752	340	0	0	93	0	247	0	247
PCT7942	ED	923	92	0	0	22	0	70	0	70
PCT7942	MV	923	267	0	0	52	0	215	0	215
PCT7942	TO	923	359	0	0	74	0	285	0	285
PCT7943	ED	1675	262	0	0	72	0	190	0	190
PCT7943	MV	1675	514	0	0	134	0	380	0	380
PCT7943	TO	1675	776	0	0	206	0	570	0	570
PCT7945	ED	940	67	0	0	16	0	51	0	51
PCT7945	MV	940	264	0	0	52	0	212	0	212
PCT7945	TO	940	331	0	0	68	0	263	0	263
PCT7946	ED	1553	132	0	0	26	0	106	0	106
PCT7946	MV	1553	470	0	0	114	0	356	0	356
PCT7946	TO	1553	602	0	0	140	0	462	0	462
PCT7947	ED	960	71	0	0	19	0	52	0	52
PCT7947	MV	960	289	0	0	77	0	212	0	212
PCT7947	TO	960	360	0	0	96	0	264	0	264
PCT7948	ED	918	94	0	0	25	0	69	0	69
PCT7948	MV	918	291	0	0	78	0	213	0	213
PCT7948	TO	918	385	0	0	103	0	282	0	282
PCT7951	ED	1818	138	0	0	26	0	112	0	112
PCT7951	MV	1818	589	0	1	169	0	419	0	419
PCT7951	TO	1818	727	0	1	195	0	531	0	531
PCT7953	ED	824	83	0	0	19	0	64	0	64
PCT7953	MV	824	245	0	0	60	0	185	0	185
PCT7953	TO	824	328	0	0	79	0	249	0	249
PCT7954	MV	1	1	0	0	0	0	1	0	1
PCT7954	TO	1	1	0	0	0	0	1	0	1
PCT7956	ED	1759	120	0	0	26	0	94	0	94
PCT7956	MV	1759	461	0	0	129	0	332	0	332
PCT7956	TO	1759	581	0	0	155	0	426	0	426
PCT7957	ED	665	74	0	0	17	0	57	0	57
PCT7957	MV	665	209	0	0	54	0	155	0	155
PCT7957	TO	665	283	0	0	71	0	212	0	212
PCT7958	MV	301	91	0	0	38	0	53	0	53
PCT7958	TO	301	97	0	0	41	0	56	0	56
PCT7959	ED	1198	127	0	0	41	0	86	0	86
PCT7959	MV	1198	277	0	0	66	0	211	0	211
PCT7959	TO	1198	404	0	0	107	0	297	0	297
PCT9001	MV	286	89	0	0	10	0	79	0	79
PCT9001	TO	286	92	0	0	12	0	80	0	80
PCT9103	ED	946	125	0	0	27	0	98	0	98
PCT9103	MV	946	255	0	0	76	0	179	0	179
PCT9103	TO	946	380	0	0	103	0	277	0	277
PCT9104	ED	993	100	0	0	27	0	73	0	73
PCT9104	MV	993	294	0	0	85	0	209	0	209
PCT9104	TO	993	394	0	0	112	0	282	0	282
PCT9105	ED	1747	223	0	0	50	0	173	0	173
PCT9105	MV	1747	511	0	0	147	0	364	0	364
PCT9105	TO	1747	734	0	0	197	0	537	0	537
PCT9106	ED	935	135	0	0	26	0	109	0	109
PCT9106	MV	935	296	0	0	62	0	234	0	234
PCT9106	TO	935	431	0	0	88	0	343	0	343
PCT9109	ED	1651	244	0	0	57	0	187	0	187
PCT9109	MV	1651	436	0	0	118	0	318	0	318
PCT9109	TO	1651	680	0	0	175	0	505	0	505
PCT9111	ED	809	105	0	0	23	0	82	0	82
PCT9111	MV	809	208	0	0	59	0	149	0	149
PCT9111	TO	809	313	0	0	82	0	231	0	231
PCT9113	ED	997	164	0	0	31	0	133	0	133
PCT9113	MV	997	317	0	0	84	0	233	0	233
PCT9113	TO	997	481	0	0	115	0	366	0	366
PCT9114	ED	1806	237	0	0	66	0	171	0	171
PCT9114	MV	1806	522	0	0	141	0	381	0	381
PCT9114	TO	1806	759	0	0	207	0	552	0	552
PCT9116	ED	1822	251	0	0	83	0	168	0	168
PCT9116	MV	1822	508	0	0	152	0	356	0	356
PCT9116	TO	1822	759	0	0	235	0	524	0	524
PCT9117	ED	1691	253	0	0	60	0	193	0	193
PCT9117	MV	1691	533	0	0	137	0	396	0	396
PCT9117	TO	1691	786	0	0	197	0	589	0	589
PCT9118	ED	1938	229	0	0	62	0	167	0	167
PCT9118	MV	1938	533	0	0	141	0	392	0	392
PCT9118	TO	1938	762	0	0	203	0	559	0	559
PCT9119	ED	899	91	0	0	21	0	70	0	70
PCT9119	MV	899	302	0	0	82	0	220	0	220
PCT9119	TO	899	393	0	0	103	0	290	0	290
PCT9122	ED	1865	190	0	0	59	0	131	0	131
PCT9122	MV	1865	536	0	0	148	0	388	0	388
PCT9122	TO	1865	726	0	0	207	0	519	0	519
PCT9124	ED	1843	218	0	0	66	0	152	0	152
PCT9124	MV	1843	541	0	0	170	0	371	0	371
PCT9124	TO	1843	759	0	0	236	0	523	0	523
PCT9125	ED	879	97	0	0	22	0	75	0	75
PCT9125	MV	879	266	0	0	74	0	192	0	192
PCT9125	TO	879	363	0	0	96	0	267	0	267
PCT9127	ED	1974	273	0	0	53	0	220	0	220
PCT9127	MV	1974	634	0	1	191	0	442	0	442
PCT9127	TO	1974	907	0	1	244	0	662	0	662
PCT9128	ED	814	125	0	0	26	0	99	0	99
PCT9128	MV	814	268	0	0	72	0	196	0	196
PCT9128	TO	814	393	0	0	98	0	295	0	295
PCT9129	ED	1459	176	0	0	38	0	138	0	138
PCT9129	MV	1459	462	0	0	129	0	333	0	333
PCT9129	TO	1459	638	0	0	167	0	471	0	471
PCT9132	ED	805	105	0	0	32	0	73	0	73
PCT9132	MV	805	221	0	0	48	0	173	0	173
PCT9132	TO	805	326	0	0	80	0	246	0	246
PCT9133	ED	1984	271	0	1	51	0	219	0	219
PCT9133	MV	1984	594	0	0	164	0	430	0	430
PCT9133	TO	1984	865	0	1	215	0	649	0	649
PCT9134	ED	891	87	0	0	31	0	56	0	56
PCT9134	MV	891	246	0	0	60	0	186	0	186
PCT9134	TO	891	333	0	0	91	0	242	0	242
PCT9135	ED	802	114	0	0	33	0	81	0	81
PCT9135	MV	802	229	0	0	59	0	170	0	170
PCT9135	TO	802	343	0	0	92	0	251	0	251
PCT9136	ED	900	119	0	0	30	0	89	0	89
PCT9136	MV	900	251	0	0	69	0	182	0	182
PCT9136	TO	900	370	0	0	99	0	271	0	271
PCT9137	ED	999	115	0	0	31	0	84	0	84
PCT9137	MV	999	278	0	0	89	0	189	0	189
PCT9137	TO	999	393	0	0	120	0	273	0	273
PCT9138	ED	929	101	0	0	22	0	79	0	79
PCT9138	MV	929	282	0	0	67	0	215	0	215
PCT9138	TO	929	383	0	0	89	0	294	0	294
PCT9139	ED	986	105	0	0	21	0	84	0	84
PCT9139	MV	986	340	0	0	87	0	253	0	253
PCT9139	TO	986	445	0	0	108	0	337	0	337
PCT9141	ED	1803	232	0	0	53	0	179	0	179
PCT9141	MV	1803	545	0	0	154	0	391	0	391
PCT9141	TO	1803	777	0	0	207	0	570	0	570
PCT9143	ED	895	120	0	0	33	0	87	0	87
PCT9143	MV	895	279	0	0	71	0	208	0	208
PCT9143	TO	895	399	0	0	104	0	295	0	295
PCT9144	ED	958	141	0	0	51	0	90	0	90
PCT9144	MV	958	288	0	0	73	0	215	0	215
PCT9144	TO	958	429	0	0	124	0	305	0	305
PCT9145	ED	851	124	0	0	27	0	97	0	97
PCT9145	MV	851	274	0	0	84	0	190	0	190
PCT9145	TO	851	398	0	0	111	0	287	0	287
PCT9146	ED	1837	275	0	0	70	0	205	0	205
PCT9146	MV	1837	555	0	0	174	0	381	0	381
PCT9146	TO	1837	830	0	0	244	0	586	0	586
PCT9149	ED	957	150	0	0	37	0	113	0	113
PCT9149	MV	957	276	0	0	77	0	199	0	199
PCT9149	TO	957	426	0	0	114	0	312	0	312
PCT9152	ED	1630	167	0	0	32	0	135	0	135
PCT9152	MV	1630	400	0	0	103	0	297	0	297
PCT9152	TO	1630	567	0	0	135	0	432	0	432
PCT9201	ED	950	111	0	0	33	0	78	0	78
PCT9201	MV	950	208	0	0	63	0	145	0	145
PCT9201	TO	950	319	0	0	96	0	223	0	223
PCT9202	ED	977	116	0	0	24	0	92	0	92
PCT9202	MV	977	207	0	0	52	0	155	0	155
PCT9202	TO	977	323	0	0	76	0	247	0	247
PCT9203	ED	984	78	0	0	23	0	55	0	55
PCT9203	MV	984	251	0	0	76	0	175	0	175
PCT9203	TO	984	329	0	0	99	0	230	0	230
PCT9204	ED	855	109	0	0	29	0	80	0	80
PCT9204	MV	855	208	0	0	60	0	148	0	148
PCT9204	TO	855	317	0	0	89	0	228	0	228
PCT9205	ED	1484	141	0	0	30	0	111	0	111
PCT9205	MV	1484	353	0	0	90	0	263	0	263
PCT9205	TO	1484	494	0	0	120	0	374	0	374
PCT9208	ED	1935	178	0	0	49	0	129	0	129
PCT9208	MV	1935	484	0	0	132	0	352	0	352
PCT9208	TO	1935	662	0	0	181	0	481	0	481
PCT9209	ED	742	85	0	0	23	0	62	0	62
PCT9209	MV	742	178	0	0	44	0	134	0	134
PCT9209	TO	742	263	0	0	67	0	196	0	196
PCT9211	ED	1788	166	0	0	48	0	118	0	118
PCT9211	MV	1788	465	0	0	154	0	311	0	311
PCT9211	TO	1788	631	0	0	202	0	429	0	429
